"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"28/02/2017 03:00:00 - 28/02/2017 04:00:00","BZN|DK1","Without Sequence","8.56","",""
"28/02/2017 04:00:00 - 28/02/2017 05:00:00","BZN|DK1","Without Sequence","9.79","",""
"28/02/2017 05:00:00 - 28/02/2017 06:00:00","BZN|DK1","Without Sequence","10.34","",""
"28/02/2017 06:00:00 - 28/02/2017 07:00:00","BZN|DK1","Without Sequence","28.99","",""
"28/02/2017 07:00:00 - 28/02/2017 08:00:00","BZN|DK1","Without Sequence","30.96","",""
"28/02/2017 08:00:00 - 28/02/2017 09:00:00","BZN|DK1","Without Sequence","31.23","",""
"28/02/2017 09:00:00 - 28/02/2017 10:00:00","BZN|DK1","Without Sequence","31.02","",""
"28/02/2017 10:00:00 - 28/02/2017 11:00:00","BZN|DK1","Without Sequence","30.76","",""
"28/02/2017 11:00:00 - 28/02/2017 12:00:00","BZN|DK1","Without Sequence","30.57","",""
"28/02/2017 12:00:00 - 28/02/2017 13:00:00","BZN|DK1","Without Sequence","30.62","",""
"28/02/2017 13:00:00 - 28/02/2017 14:00:00","BZN|DK1","Without Sequence","30.72","",""
"28/02/2017 14:00:00 - 28/02/2017 15:00:00","BZN|DK1","Without Sequence","30.73","",""
"28/02/2017 15:00:00 - 28/02/2017 16:00:00","BZN|DK1","Without Sequence","30.85","",""
"28/02/2017 16:00:00 - 28/02/2017 17:00:00","BZN|DK1","Without Sequence","31.12","",""
"28/02/2017 17:00:00 - 28/02/2017 18:00:00","BZN|DK1","Without Sequence","32.48","",""
"28/02/2017 18:00:00 - 28/02/2017 19:00:00","BZN|DK1","Without Sequence","32.72","",""
"28/02/2017 19:00:00 - 28/02/2017 20:00:00","BZN|DK1","Without Sequence","32.16","",""
"28/02/2017 20:00:00 - 28/02/2017 21:00:00","BZN|DK1","Without Sequence","31.14","",""
"28/02/2017 21:00:00 - 28/02/2017 22:00:00","BZN|DK1","Without Sequence","30.86","",""
"28/02/2017 22:00:00 - 28/02/2017 23:00:00","BZN|DK1","Without Sequence","30.39","",""
"28/02/2017 23:00:00 - 01/03/2017 00:00:00","BZN|DK1","Without Sequence","29.44","",""
"01/03/2017 00:00:00 - 01/03/2017 01:00:00","BZN|DK1","Without Sequence","16.69","",""
"01/03/2017 01:00:00 - 01/03/2017 02:00:00","BZN|DK1","Without Sequence","27.20","",""
"01/03/2017 02:00:00 - 01/03/2017 03:00:00","BZN|DK1","Without Sequence","26.38","",""
"01/03/2017 03:00:00 - 01/03/2017 04:00:00","BZN|DK1","Without Sequence","25.52","",""
"01/03/2017 04:00:00 - 01/03/2017 05:00:00","BZN|DK1","Without Sequence","28.65","",""
"01/03/2017 05:00:00 - 01/03/2017 06:00:00","BZN|DK1","Without Sequence","29.98","",""
"01/03/2017 06:00:00 - 01/03/2017 07:00:00","BZN|DK1","Without Sequence","30.89","",""
"01/03/2017 07:00:00 - 01/03/2017 08:00:00","BZN|DK1","Without Sequence","32.04","",""
"01/03/2017 08:00:00 - 01/03/2017 09:00:00","BZN|DK1","Without Sequence","32.74","",""
"01/03/2017 09:00:00 - 01/03/2017 10:00:00","BZN|DK1","Without Sequence","32.71","",""
"01/03/2017 10:00:00 - 01/03/2017 11:00:00","BZN|DK1","Without Sequence","32.40","",""
"01/03/2017 11:00:00 - 01/03/2017 12:00:00","BZN|DK1","Without Sequence","32.20","",""
"01/03/2017 12:00:00 - 01/03/2017 13:00:00","BZN|DK1","Without Sequence","31.22","",""
"01/03/2017 13:00:00 - 01/03/2017 14:00:00","BZN|DK1","Without Sequence","30.74","",""
"01/03/2017 14:00:00 - 01/03/2017 15:00:00","BZN|DK1","Without Sequence","30.83","",""
"01/03/2017 15:00:00 - 01/03/2017 16:00:00","BZN|DK1","Without Sequence","31.50","",""
"01/03/2017 16:00:00 - 01/03/2017 17:00:00","BZN|DK1","Without Sequence","32.03","",""
"01/03/2017 17:00:00 - 01/03/2017 18:00:00","BZN|DK1","Without Sequence","32.48","",""
"01/03/2017 18:00:00 - 01/03/2017 19:00:00","BZN|DK1","Without Sequence","33.78","",""
"01/03/2017 19:00:00 - 01/03/2017 20:00:00","BZN|DK1","Without Sequence","32.40","",""
"01/03/2017 20:00:00 - 01/03/2017 21:00:00","BZN|DK1","Without Sequence","32.13","",""
"01/03/2017 21:00:00 - 01/03/2017 22:00:00","BZN|DK1","Without Sequence","31.68","",""
"01/03/2017 22:00:00 - 01/03/2017 23:00:00","BZN|DK1","Without Sequence","31.61","",""
"01/03/2017 23:00:00 - 02/03/2017 00:00:00","BZN|DK1","Without Sequence","29.70","",""
"02/03/2017 00:00:00 - 02/03/2017 01:00:00","BZN|DK1","Without Sequence","29.73","",""
"02/03/2017 01:00:00 - 02/03/2017 02:00:00","BZN|DK1","Without Sequence","29.49","",""
"02/03/2017 02:00:00 - 02/03/2017 03:00:00","BZN|DK1","Without Sequence","26.33","",""
"02/03/2017 03:00:00 - 02/03/2017 04:00:00","BZN|DK1","Without Sequence","26.55","",""
"02/03/2017 04:00:00 - 02/03/2017 05:00:00","BZN|DK1","Without Sequence","28.28","",""
"02/03/2017 05:00:00 - 02/03/2017 06:00:00","BZN|DK1","Without Sequence","29.63","",""
"02/03/2017 06:00:00 - 02/03/2017 07:00:00","BZN|DK1","Without Sequence","31.04","",""
"02/03/2017 07:00:00 - 02/03/2017 08:00:00","BZN|DK1","Without Sequence","33.57","",""
"02/03/2017 08:00:00 - 02/03/2017 09:00:00","BZN|DK1","Without Sequence","34.19","",""
"02/03/2017 09:00:00 - 02/03/2017 10:00:00","BZN|DK1","Without Sequence","32.66","",""
"02/03/2017 10:00:00 - 02/03/2017 11:00:00","BZN|DK1","Without Sequence","32.41","",""
"02/03/2017 11:00:00 - 02/03/2017 12:00:00","BZN|DK1","Without Sequence","32.24","",""
"02/03/2017 12:00:00 - 02/03/2017 13:00:00","BZN|DK1","Without Sequence","32.04","",""
"02/03/2017 13:00:00 - 02/03/2017 14:00:00","BZN|DK1","Without Sequence","31.70","",""
"02/03/2017 14:00:00 - 02/03/2017 15:00:00","BZN|DK1","Without Sequence","31.18","",""
"02/03/2017 15:00:00 - 02/03/2017 16:00:00","BZN|DK1","Without Sequence","31.07","",""
"02/03/2017 16:00:00 - 02/03/2017 17:00:00","BZN|DK1","Without Sequence","27.72","",""
"02/03/2017 17:00:00 - 02/03/2017 18:00:00","BZN|DK1","Without Sequence","32.17","",""
"02/03/2017 18:00:00 - 02/03/2017 19:00:00","BZN|DK1","Without Sequence","35.80","",""
"02/03/2017 19:00:00 - 02/03/2017 20:00:00","BZN|DK1","Without Sequence","32.02","",""
"02/03/2017 20:00:00 - 02/03/2017 21:00:00","BZN|DK1","Without Sequence","31.18","",""
"02/03/2017 21:00:00 - 02/03/2017 22:00:00","BZN|DK1","Without Sequence","30.47","",""
"02/03/2017 22:00:00 - 02/03/2017 23:00:00","BZN|DK1","Without Sequence","29.25","",""
"02/03/2017 23:00:00 - 03/03/2017 00:00:00","BZN|DK1","Without Sequence","25.07","",""
"03/03/2017 00:00:00 - 03/03/2017 01:00:00","BZN|DK1","Without Sequence","27.02","",""
"03/03/2017 01:00:00 - 03/03/2017 02:00:00","BZN|DK1","Without Sequence","26.47","",""
"03/03/2017 02:00:00 - 03/03/2017 03:00:00","BZN|DK1","Without Sequence","26.03","",""
"03/03/2017 03:00:00 - 03/03/2017 04:00:00","BZN|DK1","Without Sequence","28.13","",""
"03/03/2017 04:00:00 - 03/03/2017 05:00:00","BZN|DK1","Without Sequence","29.92","",""
"03/03/2017 05:00:00 - 03/03/2017 06:00:00","BZN|DK1","Without Sequence","30.79","",""
"03/03/2017 06:00:00 - 03/03/2017 07:00:00","BZN|DK1","Without Sequence","31.72","",""
"03/03/2017 07:00:00 - 03/03/2017 08:00:00","BZN|DK1","Without Sequence","32.33","",""
"03/03/2017 08:00:00 - 03/03/2017 09:00:00","BZN|DK1","Without Sequence","32.55","",""
"03/03/2017 09:00:00 - 03/03/2017 10:00:00","BZN|DK1","Without Sequence","32.42","",""
"03/03/2017 10:00:00 - 03/03/2017 11:00:00","BZN|DK1","Without Sequence","32.19","",""
"03/03/2017 11:00:00 - 03/03/2017 12:00:00","BZN|DK1","Without Sequence","31.96","",""
"03/03/2017 12:00:00 - 03/03/2017 13:00:00","BZN|DK1","Without Sequence","31.80","",""
"03/03/2017 13:00:00 - 03/03/2017 14:00:00","BZN|DK1","Without Sequence","31.58","",""
"03/03/2017 14:00:00 - 03/03/2017 15:00:00","BZN|DK1","Without Sequence","31.50","",""
"03/03/2017 15:00:00 - 03/03/2017 16:00:00","BZN|DK1","Without Sequence","30.81","",""
"03/03/2017 16:00:00 - 03/03/2017 17:00:00","BZN|DK1","Without Sequence","17.88","",""
"03/03/2017 17:00:00 - 03/03/2017 18:00:00","BZN|DK1","Without Sequence","38.85","",""
"03/03/2017 18:00:00 - 03/03/2017 19:00:00","BZN|DK1","Without Sequence","42.18","",""
"03/03/2017 19:00:00 - 03/03/2017 20:00:00","BZN|DK1","Without Sequence","32.83","",""
"03/03/2017 20:00:00 - 03/03/2017 21:00:00","BZN|DK1","Without Sequence","31.98","",""
"03/03/2017 21:00:00 - 03/03/2017 22:00:00","BZN|DK1","Without Sequence","31.73","",""
"03/03/2017 22:00:00 - 03/03/2017 23:00:00","BZN|DK1","Without Sequence","31.33","",""
"03/03/2017 23:00:00 - 04/03/2017 00:00:00","BZN|DK1","Without Sequence","30.87","",""
"04/03/2017 00:00:00 - 04/03/2017 01:00:00","BZN|DK1","Without Sequence","31.60","",""
"04/03/2017 01:00:00 - 04/03/2017 02:00:00","BZN|DK1","Without Sequence","30.25","",""
"04/03/2017 02:00:00 - 04/03/2017 03:00:00","BZN|DK1","Without Sequence","30.04","",""
"04/03/2017 03:00:00 - 04/03/2017 04:00:00","BZN|DK1","Without Sequence","28.44","",""
"04/03/2017 04:00:00 - 04/03/2017 05:00:00","BZN|DK1","Without Sequence","28.26","",""
"04/03/2017 05:00:00 - 04/03/2017 06:00:00","BZN|DK1","Without Sequence","29.22","",""
"04/03/2017 06:00:00 - 04/03/2017 07:00:00","BZN|DK1","Without Sequence","28.16","",""
"04/03/2017 07:00:00 - 04/03/2017 08:00:00","BZN|DK1","Without Sequence","29.86","",""
"04/03/2017 08:00:00 - 04/03/2017 09:00:00","BZN|DK1","Without Sequence","30.98","",""
"04/03/2017 09:00:00 - 04/03/2017 10:00:00","BZN|DK1","Without Sequence","31.46","",""
"04/03/2017 10:00:00 - 04/03/2017 11:00:00","BZN|DK1","Without Sequence","31.57","",""
"04/03/2017 11:00:00 - 04/03/2017 12:00:00","BZN|DK1","Without Sequence","31.15","",""
"04/03/2017 12:00:00 - 04/03/2017 13:00:00","BZN|DK1","Without Sequence","30.91","",""
"04/03/2017 13:00:00 - 04/03/2017 14:00:00","BZN|DK1","Without Sequence","30.68","",""
"04/03/2017 14:00:00 - 04/03/2017 15:00:00","BZN|DK1","Without Sequence","30.11","",""
"04/03/2017 15:00:00 - 04/03/2017 16:00:00","BZN|DK1","Without Sequence","27.91","",""
"04/03/2017 16:00:00 - 04/03/2017 17:00:00","BZN|DK1","Without Sequence","28.51","",""
"04/03/2017 17:00:00 - 04/03/2017 18:00:00","BZN|DK1","Without Sequence","31.13","",""
"04/03/2017 18:00:00 - 04/03/2017 19:00:00","BZN|DK1","Without Sequence","31.66","",""
"04/03/2017 19:00:00 - 04/03/2017 20:00:00","BZN|DK1","Without Sequence","29.12","",""
"04/03/2017 20:00:00 - 04/03/2017 21:00:00","BZN|DK1","Without Sequence","28.49","",""
"04/03/2017 21:00:00 - 04/03/2017 22:00:00","BZN|DK1","Without Sequence","22.14","",""
"04/03/2017 22:00:00 - 04/03/2017 23:00:00","BZN|DK1","Without Sequence","23.34","",""
"04/03/2017 23:00:00 - 05/03/2017 00:00:00","BZN|DK1","Without Sequence","10.39","",""
"05/03/2017 00:00:00 - 05/03/2017 01:00:00","BZN|DK1","Without Sequence","21.11","",""
"05/03/2017 01:00:00 - 05/03/2017 02:00:00","BZN|DK1","Without Sequence","15.44","",""
"05/03/2017 02:00:00 - 05/03/2017 03:00:00","BZN|DK1","Without Sequence","11.56","",""
"05/03/2017 03:00:00 - 05/03/2017 04:00:00","BZN|DK1","Without Sequence","10.60","",""
"05/03/2017 04:00:00 - 05/03/2017 05:00:00","BZN|DK1","Without Sequence","6.78","",""
"05/03/2017 05:00:00 - 05/03/2017 06:00:00","BZN|DK1","Without Sequence","3.02","",""
"05/03/2017 06:00:00 - 05/03/2017 07:00:00","BZN|DK1","Without Sequence","9.83","",""
"05/03/2017 07:00:00 - 05/03/2017 08:00:00","BZN|DK1","Without Sequence","9.13","",""
"05/03/2017 08:00:00 - 05/03/2017 09:00:00","BZN|DK1","Without Sequence","9.88","",""
"05/03/2017 09:00:00 - 05/03/2017 10:00:00","BZN|DK1","Without Sequence","11.32","",""
"05/03/2017 10:00:00 - 05/03/2017 11:00:00","BZN|DK1","Without Sequence","9.97","",""
"05/03/2017 11:00:00 - 05/03/2017 12:00:00","BZN|DK1","Without Sequence","10.00","",""
"05/03/2017 12:00:00 - 05/03/2017 13:00:00","BZN|DK1","Without Sequence","10.80","",""
"05/03/2017 13:00:00 - 05/03/2017 14:00:00","BZN|DK1","Without Sequence","9.96","",""
"05/03/2017 14:00:00 - 05/03/2017 15:00:00","BZN|DK1","Without Sequence","9.40","",""
"05/03/2017 15:00:00 - 05/03/2017 16:00:00","BZN|DK1","Without Sequence","9.96","",""
"05/03/2017 16:00:00 - 05/03/2017 17:00:00","BZN|DK1","Without Sequence","28.24","",""
"05/03/2017 17:00:00 - 05/03/2017 18:00:00","BZN|DK1","Without Sequence","30.03","",""
"05/03/2017 18:00:00 - 05/03/2017 19:00:00","BZN|DK1","Without Sequence","33.69","",""
"05/03/2017 19:00:00 - 05/03/2017 20:00:00","BZN|DK1","Without Sequence","34.29","",""
"05/03/2017 20:00:00 - 05/03/2017 21:00:00","BZN|DK1","Without Sequence","32.45","",""
"05/03/2017 21:00:00 - 05/03/2017 22:00:00","BZN|DK1","Without Sequence","31.80","",""
"05/03/2017 22:00:00 - 05/03/2017 23:00:00","BZN|DK1","Without Sequence","31.30","",""
"05/03/2017 23:00:00 - 06/03/2017 00:00:00","BZN|DK1","Without Sequence","30.66","",""
"06/03/2017 00:00:00 - 06/03/2017 01:00:00","BZN|DK1","Without Sequence","30.40","",""
"06/03/2017 01:00:00 - 06/03/2017 02:00:00","BZN|DK1","Without Sequence","29.04","",""
"06/03/2017 02:00:00 - 06/03/2017 03:00:00","BZN|DK1","Without Sequence","27.99","",""
"06/03/2017 03:00:00 - 06/03/2017 04:00:00","BZN|DK1","Without Sequence","25.35","",""
"06/03/2017 04:00:00 - 06/03/2017 05:00:00","BZN|DK1","Without Sequence","27.30","",""
"06/03/2017 05:00:00 - 06/03/2017 06:00:00","BZN|DK1","Without Sequence","29.07","",""
"06/03/2017 06:00:00 - 06/03/2017 07:00:00","BZN|DK1","Without Sequence","34.87","",""
"06/03/2017 07:00:00 - 06/03/2017 08:00:00","BZN|DK1","Without Sequence","35.87","",""
"06/03/2017 08:00:00 - 06/03/2017 09:00:00","BZN|DK1","Without Sequence","39.40","",""
"06/03/2017 09:00:00 - 06/03/2017 10:00:00","BZN|DK1","Without Sequence","38.04","",""
"06/03/2017 10:00:00 - 06/03/2017 11:00:00","BZN|DK1","Without Sequence","35.43","",""
"06/03/2017 11:00:00 - 06/03/2017 12:00:00","BZN|DK1","Without Sequence","34.13","",""
"06/03/2017 12:00:00 - 06/03/2017 13:00:00","BZN|DK1","Without Sequence","33.84","",""
"06/03/2017 13:00:00 - 06/03/2017 14:00:00","BZN|DK1","Without Sequence","33.39","",""
"06/03/2017 14:00:00 - 06/03/2017 15:00:00","BZN|DK1","Without Sequence","33.27","",""
"06/03/2017 15:00:00 - 06/03/2017 16:00:00","BZN|DK1","Without Sequence","32.92","",""
"06/03/2017 16:00:00 - 06/03/2017 17:00:00","BZN|DK1","Without Sequence","32.81","",""
"06/03/2017 17:00:00 - 06/03/2017 18:00:00","BZN|DK1","Without Sequence","33.82","",""
"06/03/2017 18:00:00 - 06/03/2017 19:00:00","BZN|DK1","Without Sequence","34.09","",""
"06/03/2017 19:00:00 - 06/03/2017 20:00:00","BZN|DK1","Without Sequence","33.79","",""
"06/03/2017 20:00:00 - 06/03/2017 21:00:00","BZN|DK1","Without Sequence","32.76","",""
"06/03/2017 21:00:00 - 06/03/2017 22:00:00","BZN|DK1","Without Sequence","32.38","",""
"06/03/2017 22:00:00 - 06/03/2017 23:00:00","BZN|DK1","Without Sequence","31.79","",""
"06/03/2017 23:00:00 - 07/03/2017 00:00:00","BZN|DK1","Without Sequence","31.16","",""
"07/03/2017 00:00:00 - 07/03/2017 01:00:00","BZN|DK1","Without Sequence","31.07","",""
"07/03/2017 01:00:00 - 07/03/2017 02:00:00","BZN|DK1","Without Sequence","30.01","",""
"07/03/2017 02:00:00 - 07/03/2017 03:00:00","BZN|DK1","Without Sequence","29.99","",""
"07/03/2017 03:00:00 - 07/03/2017 04:00:00","BZN|DK1","Without Sequence","29.64","",""
"07/03/2017 04:00:00 - 07/03/2017 05:00:00","BZN|DK1","Without Sequence","30.60","",""
"07/03/2017 05:00:00 - 07/03/2017 06:00:00","BZN|DK1","Without Sequence","32.98","",""
"07/03/2017 06:00:00 - 07/03/2017 07:00:00","BZN|DK1","Without Sequence","36.00","",""
"07/03/2017 07:00:00 - 07/03/2017 08:00:00","BZN|DK1","Without Sequence","48.58","",""
"07/03/2017 08:00:00 - 07/03/2017 09:00:00","BZN|DK1","Without Sequence","52.66","",""
"07/03/2017 09:00:00 - 07/03/2017 10:00:00","BZN|DK1","Without Sequence","52.37","",""
"07/03/2017 10:00:00 - 07/03/2017 11:00:00","BZN|DK1","Without Sequence","52.21","",""
"07/03/2017 11:00:00 - 07/03/2017 12:00:00","BZN|DK1","Without Sequence","49.97","",""
"07/03/2017 12:00:00 - 07/03/2017 13:00:00","BZN|DK1","Without Sequence","47.35","",""
"07/03/2017 13:00:00 - 07/03/2017 14:00:00","BZN|DK1","Without Sequence","47.32","",""
"07/03/2017 14:00:00 - 07/03/2017 15:00:00","BZN|DK1","Without Sequence","46.13","",""
"07/03/2017 15:00:00 - 07/03/2017 16:00:00","BZN|DK1","Without Sequence","43.19","",""
"07/03/2017 16:00:00 - 07/03/2017 17:00:00","BZN|DK1","Without Sequence","42.09","",""
"07/03/2017 17:00:00 - 07/03/2017 18:00:00","BZN|DK1","Without Sequence","49.10","",""
"07/03/2017 18:00:00 - 07/03/2017 19:00:00","BZN|DK1","Without Sequence","56.14","",""
"07/03/2017 19:00:00 - 07/03/2017 20:00:00","BZN|DK1","Without Sequence","47.75","",""
"07/03/2017 20:00:00 - 07/03/2017 21:00:00","BZN|DK1","Without Sequence","40.87","",""
"07/03/2017 21:00:00 - 07/03/2017 22:00:00","BZN|DK1","Without Sequence","37.08","",""
"07/03/2017 22:00:00 - 07/03/2017 23:00:00","BZN|DK1","Without Sequence","34.97","",""
"07/03/2017 23:00:00 - 08/03/2017 00:00:00","BZN|DK1","Without Sequence","32.84","",""
"08/03/2017 00:00:00 - 08/03/2017 01:00:00","BZN|DK1","Without Sequence","32.51","",""
"08/03/2017 01:00:00 - 08/03/2017 02:00:00","BZN|DK1","Without Sequence","31.98","",""
"08/03/2017 02:00:00 - 08/03/2017 03:00:00","BZN|DK1","Without Sequence","31.55","",""
"08/03/2017 03:00:00 - 08/03/2017 04:00:00","BZN|DK1","Without Sequence","31.38","",""
"08/03/2017 04:00:00 - 08/03/2017 05:00:00","BZN|DK1","Without Sequence","31.20","",""
"08/03/2017 05:00:00 - 08/03/2017 06:00:00","BZN|DK1","Without Sequence","32.06","",""
"08/03/2017 06:00:00 - 08/03/2017 07:00:00","BZN|DK1","Without Sequence","35.00","",""
"08/03/2017 07:00:00 - 08/03/2017 08:00:00","BZN|DK1","Without Sequence","41.57","",""
"08/03/2017 08:00:00 - 08/03/2017 09:00:00","BZN|DK1","Without Sequence","44.53","",""
"08/03/2017 09:00:00 - 08/03/2017 10:00:00","BZN|DK1","Without Sequence","40.33","",""
"08/03/2017 10:00:00 - 08/03/2017 11:00:00","BZN|DK1","Without Sequence","36.15","",""
"08/03/2017 11:00:00 - 08/03/2017 12:00:00","BZN|DK1","Without Sequence","34.18","",""
"08/03/2017 12:00:00 - 08/03/2017 13:00:00","BZN|DK1","Without Sequence","33.34","",""
"08/03/2017 13:00:00 - 08/03/2017 14:00:00","BZN|DK1","Without Sequence","32.84","",""
"08/03/2017 14:00:00 - 08/03/2017 15:00:00","BZN|DK1","Without Sequence","32.80","",""
"08/03/2017 15:00:00 - 08/03/2017 16:00:00","BZN|DK1","Without Sequence","32.62","",""
"08/03/2017 16:00:00 - 08/03/2017 17:00:00","BZN|DK1","Without Sequence","32.54","",""
"08/03/2017 17:00:00 - 08/03/2017 18:00:00","BZN|DK1","Without Sequence","32.94","",""
"08/03/2017 18:00:00 - 08/03/2017 19:00:00","BZN|DK1","Without Sequence","33.72","",""
"08/03/2017 19:00:00 - 08/03/2017 20:00:00","BZN|DK1","Without Sequence","33.24","",""
"08/03/2017 20:00:00 - 08/03/2017 21:00:00","BZN|DK1","Without Sequence","32.67","",""
"08/03/2017 21:00:00 - 08/03/2017 22:00:00","BZN|DK1","Without Sequence","31.85","",""
"08/03/2017 22:00:00 - 08/03/2017 23:00:00","BZN|DK1","Without Sequence","31.37","",""
"08/03/2017 23:00:00 - 09/03/2017 00:00:00","BZN|DK1","Without Sequence","28.97","",""
"09/03/2017 00:00:00 - 09/03/2017 01:00:00","BZN|DK1","Without Sequence","30.16","",""
"09/03/2017 01:00:00 - 09/03/2017 02:00:00","BZN|DK1","Without Sequence","30.05","",""
"09/03/2017 02:00:00 - 09/03/2017 03:00:00","BZN|DK1","Without Sequence","29.78","",""
"09/03/2017 03:00:00 - 09/03/2017 04:00:00","BZN|DK1","Without Sequence","29.30","",""
"09/03/2017 04:00:00 - 09/03/2017 05:00:00","BZN|DK1","Without Sequence","29.28","",""
"09/03/2017 05:00:00 - 09/03/2017 06:00:00","BZN|DK1","Without Sequence","31.12","",""
"09/03/2017 06:00:00 - 09/03/2017 07:00:00","BZN|DK1","Without Sequence","32.98","",""
"09/03/2017 07:00:00 - 09/03/2017 08:00:00","BZN|DK1","Without Sequence","34.21","",""
"09/03/2017 08:00:00 - 09/03/2017 09:00:00","BZN|DK1","Without Sequence","35.96","",""
"09/03/2017 09:00:00 - 09/03/2017 10:00:00","BZN|DK1","Without Sequence","34.58","",""
"09/03/2017 10:00:00 - 09/03/2017 11:00:00","BZN|DK1","Without Sequence","34.22","",""
"09/03/2017 11:00:00 - 09/03/2017 12:00:00","BZN|DK1","Without Sequence","33.56","",""
"09/03/2017 12:00:00 - 09/03/2017 13:00:00","BZN|DK1","Without Sequence","33.19","",""
"09/03/2017 13:00:00 - 09/03/2017 14:00:00","BZN|DK1","Without Sequence","32.91","",""
"09/03/2017 14:00:00 - 09/03/2017 15:00:00","BZN|DK1","Without Sequence","32.69","",""
"09/03/2017 15:00:00 - 09/03/2017 16:00:00","BZN|DK1","Without Sequence","32.69","",""
"09/03/2017 16:00:00 - 09/03/2017 17:00:00","BZN|DK1","Without Sequence","32.76","",""
"09/03/2017 17:00:00 - 09/03/2017 18:00:00","BZN|DK1","Without Sequence","33.30","",""
"09/03/2017 18:00:00 - 09/03/2017 19:00:00","BZN|DK1","Without Sequence","33.86","",""
"09/03/2017 19:00:00 - 09/03/2017 20:00:00","BZN|DK1","Without Sequence","32.86","",""
"09/03/2017 20:00:00 - 09/03/2017 21:00:00","BZN|DK1","Without Sequence","32.32","",""
"09/03/2017 21:00:00 - 09/03/2017 22:00:00","BZN|DK1","Without Sequence","32.27","",""
"09/03/2017 22:00:00 - 09/03/2017 23:00:00","BZN|DK1","Without Sequence","31.11","",""
"09/03/2017 23:00:00 - 10/03/2017 00:00:00","BZN|DK1","Without Sequence","28.82","",""
"10/03/2017 00:00:00 - 10/03/2017 01:00:00","BZN|DK1","Without Sequence","20.82","",""
"10/03/2017 01:00:00 - 10/03/2017 02:00:00","BZN|DK1","Without Sequence","18.18","",""
"10/03/2017 02:00:00 - 10/03/2017 03:00:00","BZN|DK1","Without Sequence","12.01","",""
"10/03/2017 03:00:00 - 10/03/2017 04:00:00","BZN|DK1","Without Sequence","18.09","",""
"10/03/2017 04:00:00 - 10/03/2017 05:00:00","BZN|DK1","Without Sequence","26.96","",""
"10/03/2017 05:00:00 - 10/03/2017 06:00:00","BZN|DK1","Without Sequence","28.59","",""
"10/03/2017 06:00:00 - 10/03/2017 07:00:00","BZN|DK1","Without Sequence","31.90","",""
"10/03/2017 07:00:00 - 10/03/2017 08:00:00","BZN|DK1","Without Sequence","33.47","",""
"10/03/2017 08:00:00 - 10/03/2017 09:00:00","BZN|DK1","Without Sequence","33.93","",""
"10/03/2017 09:00:00 - 10/03/2017 10:00:00","BZN|DK1","Without Sequence","32.56","",""
"10/03/2017 10:00:00 - 10/03/2017 11:00:00","BZN|DK1","Without Sequence","32.43","",""
"10/03/2017 11:00:00 - 10/03/2017 12:00:00","BZN|DK1","Without Sequence","32.09","",""
"10/03/2017 12:00:00 - 10/03/2017 13:00:00","BZN|DK1","Without Sequence","31.51","",""
"10/03/2017 13:00:00 - 10/03/2017 14:00:00","BZN|DK1","Without Sequence","31.31","",""
"10/03/2017 14:00:00 - 10/03/2017 15:00:00","BZN|DK1","Without Sequence","31.26","",""
"10/03/2017 15:00:00 - 10/03/2017 16:00:00","BZN|DK1","Without Sequence","31.59","",""
"10/03/2017 16:00:00 - 10/03/2017 17:00:00","BZN|DK1","Without Sequence","32.09","",""
"10/03/2017 17:00:00 - 10/03/2017 18:00:00","BZN|DK1","Without Sequence","33.16","",""
"10/03/2017 18:00:00 - 10/03/2017 19:00:00","BZN|DK1","Without Sequence","36.63","",""
"10/03/2017 19:00:00 - 10/03/2017 20:00:00","BZN|DK1","Without Sequence","33.33","",""
"10/03/2017 20:00:00 - 10/03/2017 21:00:00","BZN|DK1","Without Sequence","32.46","",""
"10/03/2017 21:00:00 - 10/03/2017 22:00:00","BZN|DK1","Without Sequence","32.34","",""
"10/03/2017 22:00:00 - 10/03/2017 23:00:00","BZN|DK1","Without Sequence","32.21","",""
"10/03/2017 23:00:00 - 11/03/2017 00:00:00","BZN|DK1","Without Sequence","31.92","",""
"11/03/2017 00:00:00 - 11/03/2017 01:00:00","BZN|DK1","Without Sequence","31.16","",""
"11/03/2017 01:00:00 - 11/03/2017 02:00:00","BZN|DK1","Without Sequence","30.49","",""
"11/03/2017 02:00:00 - 11/03/2017 03:00:00","BZN|DK1","Without Sequence","30.13","",""
"11/03/2017 03:00:00 - 11/03/2017 04:00:00","BZN|DK1","Without Sequence","29.64","",""
"11/03/2017 04:00:00 - 11/03/2017 05:00:00","BZN|DK1","Without Sequence","29.07","",""
"11/03/2017 05:00:00 - 11/03/2017 06:00:00","BZN|DK1","Without Sequence","30.00","",""
"11/03/2017 06:00:00 - 11/03/2017 07:00:00","BZN|DK1","Without Sequence","31.28","",""
"11/03/2017 07:00:00 - 11/03/2017 08:00:00","BZN|DK1","Without Sequence","31.26","",""
"11/03/2017 08:00:00 - 11/03/2017 09:00:00","BZN|DK1","Without Sequence","31.69","",""
"11/03/2017 09:00:00 - 11/03/2017 10:00:00","BZN|DK1","Without Sequence","32.36","",""
"11/03/2017 10:00:00 - 11/03/2017 11:00:00","BZN|DK1","Without Sequence","32.21","",""
"11/03/2017 11:00:00 - 11/03/2017 12:00:00","BZN|DK1","Without Sequence","31.41","",""
