"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"06/02/2016 07:00:00 - 06/02/2016 08:00:00","BZN|DK1","Without Sequence","16.08","",""
"06/02/2016 08:00:00 - 06/02/2016 09:00:00","BZN|DK1","Without Sequence","16.32","",""
"06/02/2016 09:00:00 - 06/02/2016 10:00:00","BZN|DK1","Without Sequence","16.58","",""
"06/02/2016 10:00:00 - 06/02/2016 11:00:00","BZN|DK1","Without Sequence","16.74","",""
"06/02/2016 11:00:00 - 06/02/2016 12:00:00","BZN|DK1","Without Sequence","16.50","",""
"06/02/2016 12:00:00 - 06/02/2016 13:00:00","BZN|DK1","Without Sequence","16.09","",""
"06/02/2016 13:00:00 - 06/02/2016 14:00:00","BZN|DK1","Without Sequence","15.48","",""
"06/02/2016 14:00:00 - 06/02/2016 15:00:00","BZN|DK1","Without Sequence","15.37","",""
"06/02/2016 15:00:00 - 06/02/2016 16:00:00","BZN|DK1","Without Sequence","15.29","",""
"06/02/2016 16:00:00 - 06/02/2016 17:00:00","BZN|DK1","Without Sequence","16.85","",""
"06/02/2016 17:00:00 - 06/02/2016 18:00:00","BZN|DK1","Without Sequence","17.93","",""
"06/02/2016 18:00:00 - 06/02/2016 19:00:00","BZN|DK1","Without Sequence","17.81","",""
"06/02/2016 19:00:00 - 06/02/2016 20:00:00","BZN|DK1","Without Sequence","17.19","",""
"06/02/2016 20:00:00 - 06/02/2016 21:00:00","BZN|DK1","Without Sequence","16.07","",""
"06/02/2016 21:00:00 - 06/02/2016 22:00:00","BZN|DK1","Without Sequence","12.71","",""
"06/02/2016 22:00:00 - 06/02/2016 23:00:00","BZN|DK1","Without Sequence","15.04","",""
"06/02/2016 23:00:00 - 07/02/2016 00:00:00","BZN|DK1","Without Sequence","11.74","",""
"07/02/2016 00:00:00 - 07/02/2016 01:00:00","BZN|DK1","Without Sequence","5.01","",""
"07/02/2016 01:00:00 - 07/02/2016 02:00:00","BZN|DK1","Without Sequence","5.98","",""
"07/02/2016 02:00:00 - 07/02/2016 03:00:00","BZN|DK1","Without Sequence","5.62","",""
"07/02/2016 03:00:00 - 07/02/2016 04:00:00","BZN|DK1","Without Sequence","3.05","",""
"07/02/2016 04:00:00 - 07/02/2016 05:00:00","BZN|DK1","Without Sequence","0.93","",""
"07/02/2016 05:00:00 - 07/02/2016 06:00:00","BZN|DK1","Without Sequence","0.08","",""
"07/02/2016 06:00:00 - 07/02/2016 07:00:00","BZN|DK1","Without Sequence","0.05","",""
"07/02/2016 07:00:00 - 07/02/2016 08:00:00","BZN|DK1","Without Sequence","1.13","",""
"07/02/2016 08:00:00 - 07/02/2016 09:00:00","BZN|DK1","Without Sequence","5.74","",""
"07/02/2016 09:00:00 - 07/02/2016 10:00:00","BZN|DK1","Without Sequence","8.01","",""
"07/02/2016 10:00:00 - 07/02/2016 11:00:00","BZN|DK1","Without Sequence","12.92","",""
"07/02/2016 11:00:00 - 07/02/2016 12:00:00","BZN|DK1","Without Sequence","13.79","",""
"07/02/2016 12:00:00 - 07/02/2016 13:00:00","BZN|DK1","Without Sequence","13.84","",""
"07/02/2016 13:00:00 - 07/02/2016 14:00:00","BZN|DK1","Without Sequence","12.19","",""
"07/02/2016 14:00:00 - 07/02/2016 15:00:00","BZN|DK1","Without Sequence","11.76","",""
"07/02/2016 15:00:00 - 07/02/2016 16:00:00","BZN|DK1","Without Sequence","10.01","",""
"07/02/2016 16:00:00 - 07/02/2016 17:00:00","BZN|DK1","Without Sequence","13.32","",""
"07/02/2016 17:00:00 - 07/02/2016 18:00:00","BZN|DK1","Without Sequence","16.64","",""
"07/02/2016 18:00:00 - 07/02/2016 19:00:00","BZN|DK1","Without Sequence","17.18","",""
"07/02/2016 19:00:00 - 07/02/2016 20:00:00","BZN|DK1","Without Sequence","16.80","",""
"07/02/2016 20:00:00 - 07/02/2016 21:00:00","BZN|DK1","Without Sequence","16.24","",""
"07/02/2016 21:00:00 - 07/02/2016 22:00:00","BZN|DK1","Without Sequence","13.79","",""
"07/02/2016 22:00:00 - 07/02/2016 23:00:00","BZN|DK1","Without Sequence","15.04","",""
"07/02/2016 23:00:00 - 08/02/2016 00:00:00","BZN|DK1","Without Sequence","9.29","",""
"08/02/2016 00:00:00 - 08/02/2016 01:00:00","BZN|DK1","Without Sequence","10.02","",""
"08/02/2016 01:00:00 - 08/02/2016 02:00:00","BZN|DK1","Without Sequence","7.99","",""
"08/02/2016 02:00:00 - 08/02/2016 03:00:00","BZN|DK1","Without Sequence","5.24","",""
"08/02/2016 03:00:00 - 08/02/2016 04:00:00","BZN|DK1","Without Sequence","1.16","",""
"08/02/2016 04:00:00 - 08/02/2016 05:00:00","BZN|DK1","Without Sequence","1.40","",""
"08/02/2016 05:00:00 - 08/02/2016 06:00:00","BZN|DK1","Without Sequence","7.32","",""
"08/02/2016 06:00:00 - 08/02/2016 07:00:00","BZN|DK1","Without Sequence","12.32","",""
"08/02/2016 07:00:00 - 08/02/2016 08:00:00","BZN|DK1","Without Sequence","16.17","",""
"08/02/2016 08:00:00 - 08/02/2016 09:00:00","BZN|DK1","Without Sequence","16.55","",""
"08/02/2016 09:00:00 - 08/02/2016 10:00:00","BZN|DK1","Without Sequence","16.41","",""
"08/02/2016 10:00:00 - 08/02/2016 11:00:00","BZN|DK1","Without Sequence","16.56","",""
"08/02/2016 11:00:00 - 08/02/2016 12:00:00","BZN|DK1","Without Sequence","16.61","",""
"08/02/2016 12:00:00 - 08/02/2016 13:00:00","BZN|DK1","Without Sequence","16.35","",""
"08/02/2016 13:00:00 - 08/02/2016 14:00:00","BZN|DK1","Without Sequence","16.10","",""
"08/02/2016 14:00:00 - 08/02/2016 15:00:00","BZN|DK1","Without Sequence","16.15","",""
"08/02/2016 15:00:00 - 08/02/2016 16:00:00","BZN|DK1","Without Sequence","16.35","",""
"08/02/2016 16:00:00 - 08/02/2016 17:00:00","BZN|DK1","Without Sequence","15.94","",""
"08/02/2016 17:00:00 - 08/02/2016 18:00:00","BZN|DK1","Without Sequence","17.81","",""
"08/02/2016 18:00:00 - 08/02/2016 19:00:00","BZN|DK1","Without Sequence","17.30","",""
"08/02/2016 19:00:00 - 08/02/2016 20:00:00","BZN|DK1","Without Sequence","17.95","",""
"08/02/2016 20:00:00 - 08/02/2016 21:00:00","BZN|DK1","Without Sequence","15.24","",""
"08/02/2016 21:00:00 - 08/02/2016 22:00:00","BZN|DK1","Without Sequence","15.22","",""
"08/02/2016 22:00:00 - 08/02/2016 23:00:00","BZN|DK1","Without Sequence","12.95","",""
"08/02/2016 23:00:00 - 09/02/2016 00:00:00","BZN|DK1","Without Sequence","9.72","",""
"09/02/2016 00:00:00 - 09/02/2016 01:00:00","BZN|DK1","Without Sequence","-2.65","",""
"09/02/2016 01:00:00 - 09/02/2016 02:00:00","BZN|DK1","Without Sequence","-0.71","",""
"09/02/2016 02:00:00 - 09/02/2016 03:00:00","BZN|DK1","Without Sequence","-0.73","",""
"09/02/2016 03:00:00 - 09/02/2016 04:00:00","BZN|DK1","Without Sequence","-0.02","",""
"09/02/2016 04:00:00 - 09/02/2016 05:00:00","BZN|DK1","Without Sequence","0.04","",""
"09/02/2016 05:00:00 - 09/02/2016 06:00:00","BZN|DK1","Without Sequence","2.79","",""
"09/02/2016 06:00:00 - 09/02/2016 07:00:00","BZN|DK1","Without Sequence","16.98","",""
"09/02/2016 07:00:00 - 09/02/2016 08:00:00","BZN|DK1","Without Sequence","17.81","",""
"09/02/2016 08:00:00 - 09/02/2016 09:00:00","BZN|DK1","Without Sequence","17.97","",""
"09/02/2016 09:00:00 - 09/02/2016 10:00:00","BZN|DK1","Without Sequence","17.86","",""
"09/02/2016 10:00:00 - 09/02/2016 11:00:00","BZN|DK1","Without Sequence","17.73","",""
"09/02/2016 11:00:00 - 09/02/2016 12:00:00","BZN|DK1","Without Sequence","17.61","",""
"09/02/2016 12:00:00 - 09/02/2016 13:00:00","BZN|DK1","Without Sequence","17.55","",""
"09/02/2016 13:00:00 - 09/02/2016 14:00:00","BZN|DK1","Without Sequence","17.68","",""
"09/02/2016 14:00:00 - 09/02/2016 15:00:00","BZN|DK1","Without Sequence","17.74","",""
"09/02/2016 15:00:00 - 09/02/2016 16:00:00","BZN|DK1","Without Sequence","18.02","",""
"09/02/2016 16:00:00 - 09/02/2016 17:00:00","BZN|DK1","Without Sequence","18.29","",""
"09/02/2016 17:00:00 - 09/02/2016 18:00:00","BZN|DK1","Without Sequence","18.86","",""
"09/02/2016 18:00:00 - 09/02/2016 19:00:00","BZN|DK1","Without Sequence","18.80","",""
"09/02/2016 19:00:00 - 09/02/2016 20:00:00","BZN|DK1","Without Sequence","18.65","",""
"09/02/2016 20:00:00 - 09/02/2016 21:00:00","BZN|DK1","Without Sequence","18.48","",""
"09/02/2016 21:00:00 - 09/02/2016 22:00:00","BZN|DK1","Without Sequence","18.18","",""
"09/02/2016 22:00:00 - 09/02/2016 23:00:00","BZN|DK1","Without Sequence","18.33","",""
"09/02/2016 23:00:00 - 10/02/2016 00:00:00","BZN|DK1","Without Sequence","15.99","",""
"10/02/2016 00:00:00 - 10/02/2016 01:00:00","BZN|DK1","Without Sequence","16.39","",""
"10/02/2016 01:00:00 - 10/02/2016 02:00:00","BZN|DK1","Without Sequence","16.03","",""
"10/02/2016 02:00:00 - 10/02/2016 03:00:00","BZN|DK1","Without Sequence","16.03","",""
"10/02/2016 03:00:00 - 10/02/2016 04:00:00","BZN|DK1","Without Sequence","16.02","",""
"10/02/2016 04:00:00 - 10/02/2016 05:00:00","BZN|DK1","Without Sequence","16.15","",""
"10/02/2016 05:00:00 - 10/02/2016 06:00:00","BZN|DK1","Without Sequence","16.20","",""
"10/02/2016 06:00:00 - 10/02/2016 07:00:00","BZN|DK1","Without Sequence","18.85","",""
"10/02/2016 07:00:00 - 10/02/2016 08:00:00","BZN|DK1","Without Sequence","19.64","",""
"10/02/2016 08:00:00 - 10/02/2016 09:00:00","BZN|DK1","Without Sequence","19.99","",""
"10/02/2016 09:00:00 - 10/02/2016 10:00:00","BZN|DK1","Without Sequence","20.10","",""
"10/02/2016 10:00:00 - 10/02/2016 11:00:00","BZN|DK1","Without Sequence","21.75","",""
"10/02/2016 11:00:00 - 10/02/2016 12:00:00","BZN|DK1","Without Sequence","21.21","",""
"10/02/2016 12:00:00 - 10/02/2016 13:00:00","BZN|DK1","Without Sequence","19.85","",""
"10/02/2016 13:00:00 - 10/02/2016 14:00:00","BZN|DK1","Without Sequence","19.70","",""
"10/02/2016 14:00:00 - 10/02/2016 15:00:00","BZN|DK1","Without Sequence","19.98","",""
"10/02/2016 15:00:00 - 10/02/2016 16:00:00","BZN|DK1","Without Sequence","19.67","",""
"10/02/2016 16:00:00 - 10/02/2016 17:00:00","BZN|DK1","Without Sequence","20.83","",""
"10/02/2016 17:00:00 - 10/02/2016 18:00:00","BZN|DK1","Without Sequence","31.33","",""
"10/02/2016 18:00:00 - 10/02/2016 19:00:00","BZN|DK1","Without Sequence","28.71","",""
"10/02/2016 19:00:00 - 10/02/2016 20:00:00","BZN|DK1","Without Sequence","19.96","",""
"10/02/2016 20:00:00 - 10/02/2016 21:00:00","BZN|DK1","Without Sequence","19.42","",""
"10/02/2016 21:00:00 - 10/02/2016 22:00:00","BZN|DK1","Without Sequence","18.84","",""
"10/02/2016 22:00:00 - 10/02/2016 23:00:00","BZN|DK1","Without Sequence","17.94","",""
"10/02/2016 23:00:00 - 11/02/2016 00:00:00","BZN|DK1","Without Sequence","17.21","",""
"11/02/2016 00:00:00 - 11/02/2016 01:00:00","BZN|DK1","Without Sequence","17.72","",""
"11/02/2016 01:00:00 - 11/02/2016 02:00:00","BZN|DK1","Without Sequence","17.46","",""
"11/02/2016 02:00:00 - 11/02/2016 03:00:00","BZN|DK1","Without Sequence","16.91","",""
"11/02/2016 03:00:00 - 11/02/2016 04:00:00","BZN|DK1","Without Sequence","16.97","",""
"11/02/2016 04:00:00 - 11/02/2016 05:00:00","BZN|DK1","Without Sequence","17.66","",""
"11/02/2016 05:00:00 - 11/02/2016 06:00:00","BZN|DK1","Without Sequence","18.10","",""
"11/02/2016 06:00:00 - 11/02/2016 07:00:00","BZN|DK1","Without Sequence","19.53","",""
"11/02/2016 07:00:00 - 11/02/2016 08:00:00","BZN|DK1","Without Sequence","23.87","",""
"11/02/2016 08:00:00 - 11/02/2016 09:00:00","BZN|DK1","Without Sequence","24.73","",""
"11/02/2016 09:00:00 - 11/02/2016 10:00:00","BZN|DK1","Without Sequence","20.97","",""
"11/02/2016 10:00:00 - 11/02/2016 11:00:00","BZN|DK1","Without Sequence","20.61","",""
"11/02/2016 11:00:00 - 11/02/2016 12:00:00","BZN|DK1","Without Sequence","20.30","",""
"11/02/2016 12:00:00 - 11/02/2016 13:00:00","BZN|DK1","Without Sequence","20.08","",""
"11/02/2016 13:00:00 - 11/02/2016 14:00:00","BZN|DK1","Without Sequence","20.04","",""
"11/02/2016 14:00:00 - 11/02/2016 15:00:00","BZN|DK1","Without Sequence","19.93","",""
"11/02/2016 15:00:00 - 11/02/2016 16:00:00","BZN|DK1","Without Sequence","19.87","",""
"11/02/2016 16:00:00 - 11/02/2016 17:00:00","BZN|DK1","Without Sequence","20.10","",""
"11/02/2016 17:00:00 - 11/02/2016 18:00:00","BZN|DK1","Without Sequence","29.30","",""
"11/02/2016 18:00:00 - 11/02/2016 19:00:00","BZN|DK1","Without Sequence","35.98","",""
"11/02/2016 19:00:00 - 11/02/2016 20:00:00","BZN|DK1","Without Sequence","20.44","",""
"11/02/2016 20:00:00 - 11/02/2016 21:00:00","BZN|DK1","Without Sequence","19.93","",""
"11/02/2016 21:00:00 - 11/02/2016 22:00:00","BZN|DK1","Without Sequence","19.36","",""
"11/02/2016 22:00:00 - 11/02/2016 23:00:00","BZN|DK1","Without Sequence","18.50","",""
"11/02/2016 23:00:00 - 12/02/2016 00:00:00","BZN|DK1","Without Sequence","17.89","",""
"12/02/2016 00:00:00 - 12/02/2016 01:00:00","BZN|DK1","Without Sequence","17.93","",""
"12/02/2016 01:00:00 - 12/02/2016 02:00:00","BZN|DK1","Without Sequence","17.73","",""
"12/02/2016 02:00:00 - 12/02/2016 03:00:00","BZN|DK1","Without Sequence","17.63","",""
"12/02/2016 03:00:00 - 12/02/2016 04:00:00","BZN|DK1","Without Sequence","17.76","",""
"12/02/2016 04:00:00 - 12/02/2016 05:00:00","BZN|DK1","Without Sequence","18.00","",""
"12/02/2016 05:00:00 - 12/02/2016 06:00:00","BZN|DK1","Without Sequence","18.43","",""
"12/02/2016 06:00:00 - 12/02/2016 07:00:00","BZN|DK1","Without Sequence","19.69","",""
"12/02/2016 07:00:00 - 12/02/2016 08:00:00","BZN|DK1","Without Sequence","29.08","",""
"12/02/2016 08:00:00 - 12/02/2016 09:00:00","BZN|DK1","Without Sequence","36.10","",""
"12/02/2016 09:00:00 - 12/02/2016 10:00:00","BZN|DK1","Without Sequence","33.85","",""
"12/02/2016 10:00:00 - 12/02/2016 11:00:00","BZN|DK1","Without Sequence","33.59","",""
"12/02/2016 11:00:00 - 12/02/2016 12:00:00","BZN|DK1","Without Sequence","24.43","",""
"12/02/2016 12:00:00 - 12/02/2016 13:00:00","BZN|DK1","Without Sequence","21.69","",""
"12/02/2016 13:00:00 - 12/02/2016 14:00:00","BZN|DK1","Without Sequence","24.44","",""
"12/02/2016 14:00:00 - 12/02/2016 15:00:00","BZN|DK1","Without Sequence","20.08","",""
"12/02/2016 15:00:00 - 12/02/2016 16:00:00","BZN|DK1","Without Sequence","19.87","",""
"12/02/2016 16:00:00 - 12/02/2016 17:00:00","BZN|DK1","Without Sequence","20.30","",""
"12/02/2016 17:00:00 - 12/02/2016 18:00:00","BZN|DK1","Without Sequence","34.56","",""
"12/02/2016 18:00:00 - 12/02/2016 19:00:00","BZN|DK1","Without Sequence","40.36","",""
"12/02/2016 19:00:00 - 12/02/2016 20:00:00","BZN|DK1","Without Sequence","35.56","",""
"12/02/2016 20:00:00 - 12/02/2016 21:00:00","BZN|DK1","Without Sequence","19.60","",""
"12/02/2016 21:00:00 - 12/02/2016 22:00:00","BZN|DK1","Without Sequence","19.05","",""
"12/02/2016 22:00:00 - 12/02/2016 23:00:00","BZN|DK1","Without Sequence","18.50","",""
"12/02/2016 23:00:00 - 13/02/2016 00:00:00","BZN|DK1","Without Sequence","18.00","",""
"13/02/2016 00:00:00 - 13/02/2016 01:00:00","BZN|DK1","Without Sequence","18.42","",""
"13/02/2016 01:00:00 - 13/02/2016 02:00:00","BZN|DK1","Without Sequence","18.07","",""
"13/02/2016 02:00:00 - 13/02/2016 03:00:00","BZN|DK1","Without Sequence","17.79","",""
"13/02/2016 03:00:00 - 13/02/2016 04:00:00","BZN|DK1","Without Sequence","17.84","",""
"13/02/2016 04:00:00 - 13/02/2016 05:00:00","BZN|DK1","Without Sequence","17.92","",""
"13/02/2016 05:00:00 - 13/02/2016 06:00:00","BZN|DK1","Without Sequence","18.13","",""
"13/02/2016 06:00:00 - 13/02/2016 07:00:00","BZN|DK1","Without Sequence","17.91","",""
"13/02/2016 07:00:00 - 13/02/2016 08:00:00","BZN|DK1","Without Sequence","18.22","",""
"13/02/2016 08:00:00 - 13/02/2016 09:00:00","BZN|DK1","Without Sequence","18.34","",""
"13/02/2016 09:00:00 - 13/02/2016 10:00:00","BZN|DK1","Without Sequence","18.97","",""
"13/02/2016 10:00:00 - 13/02/2016 11:00:00","BZN|DK1","Without Sequence","19.15","",""
"13/02/2016 11:00:00 - 13/02/2016 12:00:00","BZN|DK1","Without Sequence","19.11","",""
"13/02/2016 12:00:00 - 13/02/2016 13:00:00","BZN|DK1","Without Sequence","18.87","",""
"13/02/2016 13:00:00 - 13/02/2016 14:00:00","BZN|DK1","Without Sequence","18.60","",""
"13/02/2016 14:00:00 - 13/02/2016 15:00:00","BZN|DK1","Without Sequence","18.55","",""
"13/02/2016 15:00:00 - 13/02/2016 16:00:00","BZN|DK1","Without Sequence","18.52","",""
"13/02/2016 16:00:00 - 13/02/2016 17:00:00","BZN|DK1","Without Sequence","19.21","",""
"13/02/2016 17:00:00 - 13/02/2016 18:00:00","BZN|DK1","Without Sequence","20.49","",""
"13/02/2016 18:00:00 - 13/02/2016 19:00:00","BZN|DK1","Without Sequence","20.52","",""
"13/02/2016 19:00:00 - 13/02/2016 20:00:00","BZN|DK1","Without Sequence","19.63","",""
"13/02/2016 20:00:00 - 13/02/2016 21:00:00","BZN|DK1","Without Sequence","19.11","",""
"13/02/2016 21:00:00 - 13/02/2016 22:00:00","BZN|DK1","Without Sequence","18.55","",""
"13/02/2016 22:00:00 - 13/02/2016 23:00:00","BZN|DK1","Without Sequence","18.47","",""
"13/02/2016 23:00:00 - 14/02/2016 00:00:00","BZN|DK1","Without Sequence","16.88","",""
"14/02/2016 00:00:00 - 14/02/2016 01:00:00","BZN|DK1","Without Sequence","13.06","",""
"14/02/2016 01:00:00 - 14/02/2016 02:00:00","BZN|DK1","Without Sequence","16.77","",""
"14/02/2016 02:00:00 - 14/02/2016 03:00:00","BZN|DK1","Without Sequence","16.55","",""
"14/02/2016 03:00:00 - 14/02/2016 04:00:00","BZN|DK1","Without Sequence","16.49","",""
"14/02/2016 04:00:00 - 14/02/2016 05:00:00","BZN|DK1","Without Sequence","16.62","",""
"14/02/2016 05:00:00 - 14/02/2016 06:00:00","BZN|DK1","Without Sequence","16.83","",""
"14/02/2016 06:00:00 - 14/02/2016 07:00:00","BZN|DK1","Without Sequence","16.94","",""
"14/02/2016 07:00:00 - 14/02/2016 08:00:00","BZN|DK1","Without Sequence","16.91","",""
"14/02/2016 08:00:00 - 14/02/2016 09:00:00","BZN|DK1","Without Sequence","17.13","",""
"14/02/2016 09:00:00 - 14/02/2016 10:00:00","BZN|DK1","Without Sequence","17.55","",""
"14/02/2016 10:00:00 - 14/02/2016 11:00:00","BZN|DK1","Without Sequence","17.51","",""
"14/02/2016 11:00:00 - 14/02/2016 12:00:00","BZN|DK1","Without Sequence","18.01","",""
"14/02/2016 12:00:00 - 14/02/2016 13:00:00","BZN|DK1","Without Sequence","17.69","",""
"14/02/2016 13:00:00 - 14/02/2016 14:00:00","BZN|DK1","Without Sequence","17.34","",""
"14/02/2016 14:00:00 - 14/02/2016 15:00:00","BZN|DK1","Without Sequence","16.27","",""
"14/02/2016 15:00:00 - 14/02/2016 16:00:00","BZN|DK1","Without Sequence","15.13","",""
"14/02/2016 16:00:00 - 14/02/2016 17:00:00","BZN|DK1","Without Sequence","16.96","",""
"14/02/2016 17:00:00 - 14/02/2016 18:00:00","BZN|DK1","Without Sequence","21.21","",""
"14/02/2016 18:00:00 - 14/02/2016 19:00:00","BZN|DK1","Without Sequence","19.06","",""
"14/02/2016 19:00:00 - 14/02/2016 20:00:00","BZN|DK1","Without Sequence","18.71","",""
"14/02/2016 20:00:00 - 14/02/2016 21:00:00","BZN|DK1","Without Sequence","18.28","",""
"14/02/2016 21:00:00 - 14/02/2016 22:00:00","BZN|DK1","Without Sequence","17.95","",""
"14/02/2016 22:00:00 - 14/02/2016 23:00:00","BZN|DK1","Without Sequence","17.79","",""
"14/02/2016 23:00:00 - 15/02/2016 00:00:00","BZN|DK1","Without Sequence","17.52","",""
"15/02/2016 00:00:00 - 15/02/2016 01:00:00","BZN|DK1","Without Sequence","16.57","",""
"15/02/2016 01:00:00 - 15/02/2016 02:00:00","BZN|DK1","Without Sequence","16.00","",""
"15/02/2016 02:00:00 - 15/02/2016 03:00:00","BZN|DK1","Without Sequence","15.97","",""
"15/02/2016 03:00:00 - 15/02/2016 04:00:00","BZN|DK1","Without Sequence","16.23","",""
"15/02/2016 04:00:00 - 15/02/2016 05:00:00","BZN|DK1","Without Sequence","12.68","",""
"15/02/2016 05:00:00 - 15/02/2016 06:00:00","BZN|DK1","Without Sequence","14.65","",""
"15/02/2016 06:00:00 - 15/02/2016 07:00:00","BZN|DK1","Without Sequence","18.56","",""
"15/02/2016 07:00:00 - 15/02/2016 08:00:00","BZN|DK1","Without Sequence","29.93","",""
"15/02/2016 08:00:00 - 15/02/2016 09:00:00","BZN|DK1","Without Sequence","29.47","",""
"15/02/2016 09:00:00 - 15/02/2016 10:00:00","BZN|DK1","Without Sequence","31.67","",""
"15/02/2016 10:00:00 - 15/02/2016 11:00:00","BZN|DK1","Without Sequence","30.16","",""
"15/02/2016 11:00:00 - 15/02/2016 12:00:00","BZN|DK1","Without Sequence","21.92","",""
"15/02/2016 12:00:00 - 15/02/2016 13:00:00","BZN|DK1","Without Sequence","20.61","",""
"15/02/2016 13:00:00 - 15/02/2016 14:00:00","BZN|DK1","Without Sequence","20.13","",""
"15/02/2016 14:00:00 - 15/02/2016 15:00:00","BZN|DK1","Without Sequence","19.60","",""
"15/02/2016 15:00:00 - 15/02/2016 16:00:00","BZN|DK1","Without Sequence","19.39","",""
"15/02/2016 16:00:00 - 15/02/2016 17:00:00","BZN|DK1","Without Sequence","20.25","",""
"15/02/2016 17:00:00 - 15/02/2016 18:00:00","BZN|DK1","Without Sequence","27.77","",""
"15/02/2016 18:00:00 - 15/02/2016 19:00:00","BZN|DK1","Without Sequence","29.44","",""
"15/02/2016 19:00:00 - 15/02/2016 20:00:00","BZN|DK1","Without Sequence","22.19","",""
"15/02/2016 20:00:00 - 15/02/2016 21:00:00","BZN|DK1","Without Sequence","19.74","",""
"15/02/2016 21:00:00 - 15/02/2016 22:00:00","BZN|DK1","Without Sequence","18.91","",""
"15/02/2016 22:00:00 - 15/02/2016 23:00:00","BZN|DK1","Without Sequence","18.47","",""
"15/02/2016 23:00:00 - 16/02/2016 00:00:00","BZN|DK1","Without Sequence","17.84","",""
"16/02/2016 00:00:00 - 16/02/2016 01:00:00","BZN|DK1","Without Sequence","18.22","",""
"16/02/2016 01:00:00 - 16/02/2016 02:00:00","BZN|DK1","Without Sequence","18.14","",""
"16/02/2016 02:00:00 - 16/02/2016 03:00:00","BZN|DK1","Without Sequence","18.09","",""
"16/02/2016 03:00:00 - 16/02/2016 04:00:00","BZN|DK1","Without Sequence","18.26","",""
"16/02/2016 04:00:00 - 16/02/2016 05:00:00","BZN|DK1","Without Sequence","18.65","",""
"16/02/2016 05:00:00 - 16/02/2016 06:00:00","BZN|DK1","Without Sequence","18.93","",""
"16/02/2016 06:00:00 - 16/02/2016 07:00:00","BZN|DK1","Without Sequence","23.86","",""
"16/02/2016 07:00:00 - 16/02/2016 08:00:00","BZN|DK1","Without Sequence","39.46","",""
"16/02/2016 08:00:00 - 16/02/2016 09:00:00","BZN|DK1","Without Sequence","42.08","",""
"16/02/2016 09:00:00 - 16/02/2016 10:00:00","BZN|DK1","Without Sequence","42.42","",""
"16/02/2016 10:00:00 - 16/02/2016 11:00:00","BZN|DK1","Without Sequence","37.23","",""
"16/02/2016 11:00:00 - 16/02/2016 12:00:00","BZN|DK1","Without Sequence","34.86","",""
"16/02/2016 12:00:00 - 16/02/2016 13:00:00","BZN|DK1","Without Sequence","31.04","",""
"16/02/2016 13:00:00 - 16/02/2016 14:00:00","BZN|DK1","Without Sequence","28.59","",""
"16/02/2016 14:00:00 - 16/02/2016 15:00:00","BZN|DK1","Without Sequence","26.21","",""
"16/02/2016 15:00:00 - 16/02/2016 16:00:00","BZN|DK1","Without Sequence","23.90","",""
"16/02/2016 16:00:00 - 16/02/2016 17:00:00","BZN|DK1","Without Sequence","25.39","",""
"16/02/2016 17:00:00 - 16/02/2016 18:00:00","BZN|DK1","Without Sequence","39.46","",""
"16/02/2016 18:00:00 - 16/02/2016 19:00:00","BZN|DK1","Without Sequence","26.93","",""
"16/02/2016 19:00:00 - 16/02/2016 20:00:00","BZN|DK1","Without Sequence","22.18","",""
"16/02/2016 20:00:00 - 16/02/2016 21:00:00","BZN|DK1","Without Sequence","19.67","",""
"16/02/2016 21:00:00 - 16/02/2016 22:00:00","BZN|DK1","Without Sequence","18.78","",""
"16/02/2016 22:00:00 - 16/02/2016 23:00:00","BZN|DK1","Without Sequence","18.25","",""
"16/02/2016 23:00:00 - 17/02/2016 00:00:00","BZN|DK1","Without Sequence","17.54","",""
"17/02/2016 00:00:00 - 17/02/2016 01:00:00","BZN|DK1","Without Sequence","14.99","",""
"17/02/2016 01:00:00 - 17/02/2016 02:00:00","BZN|DK1","Without Sequence","17.19","",""
"17/02/2016 02:00:00 - 17/02/2016 03:00:00","BZN|DK1","Without Sequence","17.00","",""
"17/02/2016 03:00:00 - 17/02/2016 04:00:00","BZN|DK1","Without Sequence","17.15","",""
"17/02/2016 04:00:00 - 17/02/2016 05:00:00","BZN|DK1","Without Sequence","17.52","",""
"17/02/2016 05:00:00 - 17/02/2016 06:00:00","BZN|DK1","Without Sequence","17.85","",""
"17/02/2016 06:00:00 - 17/02/2016 07:00:00","BZN|DK1","Without Sequence","18.39","",""
"17/02/2016 07:00:00 - 17/02/2016 08:00:00","BZN|DK1","Without Sequence","19.56","",""
"17/02/2016 08:00:00 - 17/02/2016 09:00:00","BZN|DK1","Without Sequence","20.66","",""
"17/02/2016 09:00:00 - 17/02/2016 10:00:00","BZN|DK1","Without Sequence","20.04","",""
"17/02/2016 10:00:00 - 17/02/2016 11:00:00","BZN|DK1","Without Sequence","19.81","",""
"17/02/2016 11:00:00 - 17/02/2016 12:00:00","BZN|DK1","Without Sequence","19.20","",""
"17/02/2016 12:00:00 - 17/02/2016 13:00:00","BZN|DK1","Without Sequence","18.90","",""
"17/02/2016 13:00:00 - 17/02/2016 14:00:00","BZN|DK1","Without Sequence","18.82","",""
"17/02/2016 14:00:00 - 17/02/2016 15:00:00","BZN|DK1","Without Sequence","18.69","",""
"17/02/2016 15:00:00 - 17/02/2016 16:00:00","BZN|DK1","Without Sequence","18.68","",""
