"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"19/07/2016 02:00:00 - 19/07/2016 03:00:00","BZN|DK1","Without Sequence","26.41","",""
"19/07/2016 03:00:00 - 19/07/2016 04:00:00","BZN|DK1","Without Sequence","25.89","",""
"19/07/2016 04:00:00 - 19/07/2016 05:00:00","BZN|DK1","Without Sequence","25.61","",""
"19/07/2016 05:00:00 - 19/07/2016 06:00:00","BZN|DK1","Without Sequence","26.14","",""
"19/07/2016 06:00:00 - 19/07/2016 07:00:00","BZN|DK1","Without Sequence","31.00","",""
"19/07/2016 07:00:00 - 19/07/2016 08:00:00","BZN|DK1","Without Sequence","34.48","",""
"19/07/2016 08:00:00 - 19/07/2016 09:00:00","BZN|DK1","Without Sequence","38.19","",""
"19/07/2016 09:00:00 - 19/07/2016 10:00:00","BZN|DK1","Without Sequence","35.70","",""
"19/07/2016 10:00:00 - 19/07/2016 11:00:00","BZN|DK1","Without Sequence","32.99","",""
"19/07/2016 11:00:00 - 19/07/2016 12:00:00","BZN|DK1","Without Sequence","32.91","",""
"19/07/2016 12:00:00 - 19/07/2016 13:00:00","BZN|DK1","Without Sequence","31.38","",""
"19/07/2016 13:00:00 - 19/07/2016 14:00:00","BZN|DK1","Without Sequence","30.91","",""
"19/07/2016 14:00:00 - 19/07/2016 15:00:00","BZN|DK1","Without Sequence","30.08","",""
"19/07/2016 15:00:00 - 19/07/2016 16:00:00","BZN|DK1","Without Sequence","31.28","",""
"19/07/2016 16:00:00 - 19/07/2016 17:00:00","BZN|DK1","Without Sequence","32.40","",""
"19/07/2016 17:00:00 - 19/07/2016 18:00:00","BZN|DK1","Without Sequence","35.25","",""
"19/07/2016 18:00:00 - 19/07/2016 19:00:00","BZN|DK1","Without Sequence","37.46","",""
"19/07/2016 19:00:00 - 19/07/2016 20:00:00","BZN|DK1","Without Sequence","35.08","",""
"19/07/2016 20:00:00 - 19/07/2016 21:00:00","BZN|DK1","Without Sequence","33.88","",""
"19/07/2016 21:00:00 - 19/07/2016 22:00:00","BZN|DK1","Without Sequence","34.41","",""
"19/07/2016 22:00:00 - 19/07/2016 23:00:00","BZN|DK1","Without Sequence","31.91","",""
"19/07/2016 23:00:00 - 20/07/2016 00:00:00","BZN|DK1","Without Sequence","27.91","",""
"20/07/2016 00:00:00 - 20/07/2016 01:00:00","BZN|DK1","Without Sequence","28.01","",""
"20/07/2016 01:00:00 - 20/07/2016 02:00:00","BZN|DK1","Without Sequence","26.32","",""
"20/07/2016 02:00:00 - 20/07/2016 03:00:00","BZN|DK1","Without Sequence","25.10","",""
"20/07/2016 03:00:00 - 20/07/2016 04:00:00","BZN|DK1","Without Sequence","24.79","",""
"20/07/2016 04:00:00 - 20/07/2016 05:00:00","BZN|DK1","Without Sequence","24.83","",""
"20/07/2016 05:00:00 - 20/07/2016 06:00:00","BZN|DK1","Without Sequence","25.85","",""
"20/07/2016 06:00:00 - 20/07/2016 07:00:00","BZN|DK1","Without Sequence","29.35","",""
"20/07/2016 07:00:00 - 20/07/2016 08:00:00","BZN|DK1","Without Sequence","32.71","",""
"20/07/2016 08:00:00 - 20/07/2016 09:00:00","BZN|DK1","Without Sequence","35.85","",""
"20/07/2016 09:00:00 - 20/07/2016 10:00:00","BZN|DK1","Without Sequence","33.99","",""
"20/07/2016 10:00:00 - 20/07/2016 11:00:00","BZN|DK1","Without Sequence","32.39","",""
"20/07/2016 11:00:00 - 20/07/2016 12:00:00","BZN|DK1","Without Sequence","31.43","",""
"20/07/2016 12:00:00 - 20/07/2016 13:00:00","BZN|DK1","Without Sequence","28.02","",""
"20/07/2016 13:00:00 - 20/07/2016 14:00:00","BZN|DK1","Without Sequence","26.63","",""
"20/07/2016 14:00:00 - 20/07/2016 15:00:00","BZN|DK1","Without Sequence","25.93","",""
"20/07/2016 15:00:00 - 20/07/2016 16:00:00","BZN|DK1","Without Sequence","26.43","",""
"20/07/2016 16:00:00 - 20/07/2016 17:00:00","BZN|DK1","Without Sequence","28.08","",""
"20/07/2016 17:00:00 - 20/07/2016 18:00:00","BZN|DK1","Without Sequence","31.66","",""
"20/07/2016 18:00:00 - 20/07/2016 19:00:00","BZN|DK1","Without Sequence","32.57","",""
"20/07/2016 19:00:00 - 20/07/2016 20:00:00","BZN|DK1","Without Sequence","33.16","",""
"20/07/2016 20:00:00 - 20/07/2016 21:00:00","BZN|DK1","Without Sequence","32.01","",""
"20/07/2016 21:00:00 - 20/07/2016 22:00:00","BZN|DK1","Without Sequence","31.20","",""
"20/07/2016 22:00:00 - 20/07/2016 23:00:00","BZN|DK1","Without Sequence","28.94","",""
"20/07/2016 23:00:00 - 21/07/2016 00:00:00","BZN|DK1","Without Sequence","24.64","",""
"21/07/2016 00:00:00 - 21/07/2016 01:00:00","BZN|DK1","Without Sequence","24.36","",""
"21/07/2016 01:00:00 - 21/07/2016 02:00:00","BZN|DK1","Without Sequence","23.95","",""
"21/07/2016 02:00:00 - 21/07/2016 03:00:00","BZN|DK1","Without Sequence","23.82","",""
"21/07/2016 03:00:00 - 21/07/2016 04:00:00","BZN|DK1","Without Sequence","24.05","",""
"21/07/2016 04:00:00 - 21/07/2016 05:00:00","BZN|DK1","Without Sequence","24.13","",""
"21/07/2016 05:00:00 - 21/07/2016 06:00:00","BZN|DK1","Without Sequence","23.97","",""
"21/07/2016 06:00:00 - 21/07/2016 07:00:00","BZN|DK1","Without Sequence","24.36","",""
"21/07/2016 07:00:00 - 21/07/2016 08:00:00","BZN|DK1","Without Sequence","27.66","",""
"21/07/2016 08:00:00 - 21/07/2016 09:00:00","BZN|DK1","Without Sequence","32.12","",""
"21/07/2016 09:00:00 - 21/07/2016 10:00:00","BZN|DK1","Without Sequence","33.42","",""
"21/07/2016 10:00:00 - 21/07/2016 11:00:00","BZN|DK1","Without Sequence","33.37","",""
"21/07/2016 11:00:00 - 21/07/2016 12:00:00","BZN|DK1","Without Sequence","33.98","",""
"21/07/2016 12:00:00 - 21/07/2016 13:00:00","BZN|DK1","Without Sequence","33.94","",""
"21/07/2016 13:00:00 - 21/07/2016 14:00:00","BZN|DK1","Without Sequence","33.42","",""
"21/07/2016 14:00:00 - 21/07/2016 15:00:00","BZN|DK1","Without Sequence","32.94","",""
"21/07/2016 15:00:00 - 21/07/2016 16:00:00","BZN|DK1","Without Sequence","32.68","",""
"21/07/2016 16:00:00 - 21/07/2016 17:00:00","BZN|DK1","Without Sequence","32.51","",""
"21/07/2016 17:00:00 - 21/07/2016 18:00:00","BZN|DK1","Without Sequence","33.54","",""
"21/07/2016 18:00:00 - 21/07/2016 19:00:00","BZN|DK1","Without Sequence","33.15","",""
"21/07/2016 19:00:00 - 21/07/2016 20:00:00","BZN|DK1","Without Sequence","32.82","",""
"21/07/2016 20:00:00 - 21/07/2016 21:00:00","BZN|DK1","Without Sequence","32.45","",""
"21/07/2016 21:00:00 - 21/07/2016 22:00:00","BZN|DK1","Without Sequence","32.84","",""
"21/07/2016 22:00:00 - 21/07/2016 23:00:00","BZN|DK1","Without Sequence","32.13","",""
"21/07/2016 23:00:00 - 22/07/2016 00:00:00","BZN|DK1","Without Sequence","30.87","",""
"22/07/2016 00:00:00 - 22/07/2016 01:00:00","BZN|DK1","Without Sequence","29.26","",""
"22/07/2016 01:00:00 - 22/07/2016 02:00:00","BZN|DK1","Without Sequence","27.24","",""
"22/07/2016 02:00:00 - 22/07/2016 03:00:00","BZN|DK1","Without Sequence","27.10","",""
"22/07/2016 03:00:00 - 22/07/2016 04:00:00","BZN|DK1","Without Sequence","26.56","",""
"22/07/2016 04:00:00 - 22/07/2016 05:00:00","BZN|DK1","Without Sequence","26.50","",""
"22/07/2016 05:00:00 - 22/07/2016 06:00:00","BZN|DK1","Without Sequence","28.06","",""
"22/07/2016 06:00:00 - 22/07/2016 07:00:00","BZN|DK1","Without Sequence","31.58","",""
"22/07/2016 07:00:00 - 22/07/2016 08:00:00","BZN|DK1","Without Sequence","33.89","",""
"22/07/2016 08:00:00 - 22/07/2016 09:00:00","BZN|DK1","Without Sequence","35.92","",""
"22/07/2016 09:00:00 - 22/07/2016 10:00:00","BZN|DK1","Without Sequence","36.00","",""
"22/07/2016 10:00:00 - 22/07/2016 11:00:00","BZN|DK1","Without Sequence","35.16","",""
"22/07/2016 11:00:00 - 22/07/2016 12:00:00","BZN|DK1","Without Sequence","34.41","",""
"22/07/2016 12:00:00 - 22/07/2016 13:00:00","BZN|DK1","Without Sequence","32.15","",""
"22/07/2016 13:00:00 - 22/07/2016 14:00:00","BZN|DK1","Without Sequence","30.78","",""
"22/07/2016 14:00:00 - 22/07/2016 15:00:00","BZN|DK1","Without Sequence","30.68","",""
"22/07/2016 15:00:00 - 22/07/2016 16:00:00","BZN|DK1","Without Sequence","31.19","",""
"22/07/2016 16:00:00 - 22/07/2016 17:00:00","BZN|DK1","Without Sequence","31.62","",""
"22/07/2016 17:00:00 - 22/07/2016 18:00:00","BZN|DK1","Without Sequence","32.48","",""
"22/07/2016 18:00:00 - 22/07/2016 19:00:00","BZN|DK1","Without Sequence","33.78","",""
"22/07/2016 19:00:00 - 22/07/2016 20:00:00","BZN|DK1","Without Sequence","33.30","",""
"22/07/2016 20:00:00 - 22/07/2016 21:00:00","BZN|DK1","Without Sequence","32.16","",""
"22/07/2016 21:00:00 - 22/07/2016 22:00:00","BZN|DK1","Without Sequence","31.50","",""
"22/07/2016 22:00:00 - 22/07/2016 23:00:00","BZN|DK1","Without Sequence","31.20","",""
"22/07/2016 23:00:00 - 23/07/2016 00:00:00","BZN|DK1","Without Sequence","29.00","",""
"23/07/2016 00:00:00 - 23/07/2016 01:00:00","BZN|DK1","Without Sequence","31.04","",""
"23/07/2016 01:00:00 - 23/07/2016 02:00:00","BZN|DK1","Without Sequence","30.24","",""
"23/07/2016 02:00:00 - 23/07/2016 03:00:00","BZN|DK1","Without Sequence","29.10","",""
"23/07/2016 03:00:00 - 23/07/2016 04:00:00","BZN|DK1","Without Sequence","27.02","",""
"23/07/2016 04:00:00 - 23/07/2016 05:00:00","BZN|DK1","Without Sequence","25.77","",""
"23/07/2016 05:00:00 - 23/07/2016 06:00:00","BZN|DK1","Without Sequence","25.65","",""
"23/07/2016 06:00:00 - 23/07/2016 07:00:00","BZN|DK1","Without Sequence","26.22","",""
"23/07/2016 07:00:00 - 23/07/2016 08:00:00","BZN|DK1","Without Sequence","30.32","",""
"23/07/2016 08:00:00 - 23/07/2016 09:00:00","BZN|DK1","Without Sequence","31.96","",""
"23/07/2016 09:00:00 - 23/07/2016 10:00:00","BZN|DK1","Without Sequence","32.53","",""
"23/07/2016 10:00:00 - 23/07/2016 11:00:00","BZN|DK1","Without Sequence","32.26","",""
"23/07/2016 11:00:00 - 23/07/2016 12:00:00","BZN|DK1","Without Sequence","31.97","",""
"23/07/2016 12:00:00 - 23/07/2016 13:00:00","BZN|DK1","Without Sequence","29.02","",""
"23/07/2016 13:00:00 - 23/07/2016 14:00:00","BZN|DK1","Without Sequence","25.25","",""
"23/07/2016 14:00:00 - 23/07/2016 15:00:00","BZN|DK1","Without Sequence","24.52","",""
"23/07/2016 15:00:00 - 23/07/2016 16:00:00","BZN|DK1","Without Sequence","24.97","",""
"23/07/2016 16:00:00 - 23/07/2016 17:00:00","BZN|DK1","Without Sequence","27.72","",""
"23/07/2016 17:00:00 - 23/07/2016 18:00:00","BZN|DK1","Without Sequence","30.57","",""
"23/07/2016 18:00:00 - 23/07/2016 19:00:00","BZN|DK1","Without Sequence","31.86","",""
"23/07/2016 19:00:00 - 23/07/2016 20:00:00","BZN|DK1","Without Sequence","32.81","",""
"23/07/2016 20:00:00 - 23/07/2016 21:00:00","BZN|DK1","Without Sequence","31.88","",""
"23/07/2016 21:00:00 - 23/07/2016 22:00:00","BZN|DK1","Without Sequence","31.60","",""
"23/07/2016 22:00:00 - 23/07/2016 23:00:00","BZN|DK1","Without Sequence","31.37","",""
"23/07/2016 23:00:00 - 24/07/2016 00:00:00","BZN|DK1","Without Sequence","29.07","",""
"24/07/2016 00:00:00 - 24/07/2016 01:00:00","BZN|DK1","Without Sequence","30.11","",""
"24/07/2016 01:00:00 - 24/07/2016 02:00:00","BZN|DK1","Without Sequence","28.11","",""
"24/07/2016 02:00:00 - 24/07/2016 03:00:00","BZN|DK1","Without Sequence","25.99","",""
"24/07/2016 03:00:00 - 24/07/2016 04:00:00","BZN|DK1","Without Sequence","24.93","",""
"24/07/2016 04:00:00 - 24/07/2016 05:00:00","BZN|DK1","Without Sequence","24.25","",""
"24/07/2016 05:00:00 - 24/07/2016 06:00:00","BZN|DK1","Without Sequence","23.98","",""
"24/07/2016 06:00:00 - 24/07/2016 07:00:00","BZN|DK1","Without Sequence","23.92","",""
"24/07/2016 07:00:00 - 24/07/2016 08:00:00","BZN|DK1","Without Sequence","24.79","",""
"24/07/2016 08:00:00 - 24/07/2016 09:00:00","BZN|DK1","Without Sequence","25.67","",""
"24/07/2016 09:00:00 - 24/07/2016 10:00:00","BZN|DK1","Without Sequence","25.95","",""
"24/07/2016 10:00:00 - 24/07/2016 11:00:00","BZN|DK1","Without Sequence","24.87","",""
"24/07/2016 11:00:00 - 24/07/2016 12:00:00","BZN|DK1","Without Sequence","25.13","",""
"24/07/2016 12:00:00 - 24/07/2016 13:00:00","BZN|DK1","Without Sequence","25.06","",""
"24/07/2016 13:00:00 - 24/07/2016 14:00:00","BZN|DK1","Without Sequence","24.30","",""
"24/07/2016 14:00:00 - 24/07/2016 15:00:00","BZN|DK1","Without Sequence","23.96","",""
"24/07/2016 15:00:00 - 24/07/2016 16:00:00","BZN|DK1","Without Sequence","23.61","",""
"24/07/2016 16:00:00 - 24/07/2016 17:00:00","BZN|DK1","Without Sequence","24.76","",""
"24/07/2016 17:00:00 - 24/07/2016 18:00:00","BZN|DK1","Without Sequence","26.42","",""
"24/07/2016 18:00:00 - 24/07/2016 19:00:00","BZN|DK1","Without Sequence","29.91","",""
"24/07/2016 19:00:00 - 24/07/2016 20:00:00","BZN|DK1","Without Sequence","31.82","",""
"24/07/2016 20:00:00 - 24/07/2016 21:00:00","BZN|DK1","Without Sequence","32.16","",""
"24/07/2016 21:00:00 - 24/07/2016 22:00:00","BZN|DK1","Without Sequence","32.42","",""
"24/07/2016 22:00:00 - 24/07/2016 23:00:00","BZN|DK1","Without Sequence","32.11","",""
"24/07/2016 23:00:00 - 25/07/2016 00:00:00","BZN|DK1","Without Sequence","31.00","",""
"25/07/2016 00:00:00 - 25/07/2016 01:00:00","BZN|DK1","Without Sequence","29.08","",""
"25/07/2016 01:00:00 - 25/07/2016 02:00:00","BZN|DK1","Without Sequence","27.32","",""
"25/07/2016 02:00:00 - 25/07/2016 03:00:00","BZN|DK1","Without Sequence","26.32","",""
"25/07/2016 03:00:00 - 25/07/2016 04:00:00","BZN|DK1","Without Sequence","25.93","",""
"25/07/2016 04:00:00 - 25/07/2016 05:00:00","BZN|DK1","Without Sequence","25.92","",""
"25/07/2016 05:00:00 - 25/07/2016 06:00:00","BZN|DK1","Without Sequence","27.80","",""
"25/07/2016 06:00:00 - 25/07/2016 07:00:00","BZN|DK1","Without Sequence","31.87","",""
"25/07/2016 07:00:00 - 25/07/2016 08:00:00","BZN|DK1","Without Sequence","32.93","",""
"25/07/2016 08:00:00 - 25/07/2016 09:00:00","BZN|DK1","Without Sequence","34.22","",""
"25/07/2016 09:00:00 - 25/07/2016 10:00:00","BZN|DK1","Without Sequence","34.91","",""
"25/07/2016 10:00:00 - 25/07/2016 11:00:00","BZN|DK1","Without Sequence","34.81","",""
"25/07/2016 11:00:00 - 25/07/2016 12:00:00","BZN|DK1","Without Sequence","34.45","",""
"25/07/2016 12:00:00 - 25/07/2016 13:00:00","BZN|DK1","Without Sequence","33.28","",""
"25/07/2016 13:00:00 - 25/07/2016 14:00:00","BZN|DK1","Without Sequence","32.95","",""
"25/07/2016 14:00:00 - 25/07/2016 15:00:00","BZN|DK1","Without Sequence","32.35","",""
"25/07/2016 15:00:00 - 25/07/2016 16:00:00","BZN|DK1","Without Sequence","32.60","",""
"25/07/2016 16:00:00 - 25/07/2016 17:00:00","BZN|DK1","Without Sequence","32.52","",""
"25/07/2016 17:00:00 - 25/07/2016 18:00:00","BZN|DK1","Without Sequence","33.31","",""
"25/07/2016 18:00:00 - 25/07/2016 19:00:00","BZN|DK1","Without Sequence","33.53","",""
"25/07/2016 19:00:00 - 25/07/2016 20:00:00","BZN|DK1","Without Sequence","33.22","",""
"25/07/2016 20:00:00 - 25/07/2016 21:00:00","BZN|DK1","Without Sequence","33.18","",""
"25/07/2016 21:00:00 - 25/07/2016 22:00:00","BZN|DK1","Without Sequence","33.15","",""
"25/07/2016 22:00:00 - 25/07/2016 23:00:00","BZN|DK1","Without Sequence","32.55","",""
"25/07/2016 23:00:00 - 26/07/2016 00:00:00","BZN|DK1","Without Sequence","30.40","",""
"26/07/2016 00:00:00 - 26/07/2016 01:00:00","BZN|DK1","Without Sequence","27.98","",""
"26/07/2016 01:00:00 - 26/07/2016 02:00:00","BZN|DK1","Without Sequence","27.50","",""
"26/07/2016 02:00:00 - 26/07/2016 03:00:00","BZN|DK1","Without Sequence","26.38","",""
"26/07/2016 03:00:00 - 26/07/2016 04:00:00","BZN|DK1","Without Sequence","25.88","",""
"26/07/2016 04:00:00 - 26/07/2016 05:00:00","BZN|DK1","Without Sequence","25.91","",""
"26/07/2016 05:00:00 - 26/07/2016 06:00:00","BZN|DK1","Without Sequence","26.53","",""
"26/07/2016 06:00:00 - 26/07/2016 07:00:00","BZN|DK1","Without Sequence","30.97","",""
"26/07/2016 07:00:00 - 26/07/2016 08:00:00","BZN|DK1","Without Sequence","32.20","",""
"26/07/2016 08:00:00 - 26/07/2016 09:00:00","BZN|DK1","Without Sequence","32.39","",""
"26/07/2016 09:00:00 - 26/07/2016 10:00:00","BZN|DK1","Without Sequence","33.52","",""
"26/07/2016 10:00:00 - 26/07/2016 11:00:00","BZN|DK1","Without Sequence","33.80","",""
"26/07/2016 11:00:00 - 26/07/2016 12:00:00","BZN|DK1","Without Sequence","32.37","",""
"26/07/2016 12:00:00 - 26/07/2016 13:00:00","BZN|DK1","Without Sequence","32.34","",""
"26/07/2016 13:00:00 - 26/07/2016 14:00:00","BZN|DK1","Without Sequence","32.16","",""
"26/07/2016 14:00:00 - 26/07/2016 15:00:00","BZN|DK1","Without Sequence","31.61","",""
"26/07/2016 15:00:00 - 26/07/2016 16:00:00","BZN|DK1","Without Sequence","29.97","",""
"26/07/2016 16:00:00 - 26/07/2016 17:00:00","BZN|DK1","Without Sequence","31.86","",""
"26/07/2016 17:00:00 - 26/07/2016 18:00:00","BZN|DK1","Without Sequence","33.01","",""
"26/07/2016 18:00:00 - 26/07/2016 19:00:00","BZN|DK1","Without Sequence","33.61","",""
"26/07/2016 19:00:00 - 26/07/2016 20:00:00","BZN|DK1","Without Sequence","33.56","",""
"26/07/2016 20:00:00 - 26/07/2016 21:00:00","BZN|DK1","Without Sequence","33.53","",""
"26/07/2016 21:00:00 - 26/07/2016 22:00:00","BZN|DK1","Without Sequence","34.21","",""
"26/07/2016 22:00:00 - 26/07/2016 23:00:00","BZN|DK1","Without Sequence","32.93","",""
"26/07/2016 23:00:00 - 27/07/2016 00:00:00","BZN|DK1","Without Sequence","30.20","",""
"27/07/2016 00:00:00 - 27/07/2016 01:00:00","BZN|DK1","Without Sequence","28.12","",""
"27/07/2016 01:00:00 - 27/07/2016 02:00:00","BZN|DK1","Without Sequence","26.95","",""
"27/07/2016 02:00:00 - 27/07/2016 03:00:00","BZN|DK1","Without Sequence","26.04","",""
"27/07/2016 03:00:00 - 27/07/2016 04:00:00","BZN|DK1","Without Sequence","25.87","",""
"27/07/2016 04:00:00 - 27/07/2016 05:00:00","BZN|DK1","Without Sequence","26.00","",""
"27/07/2016 05:00:00 - 27/07/2016 06:00:00","BZN|DK1","Without Sequence","26.63","",""
"27/07/2016 06:00:00 - 27/07/2016 07:00:00","BZN|DK1","Without Sequence","31.53","",""
"27/07/2016 07:00:00 - 27/07/2016 08:00:00","BZN|DK1","Without Sequence","32.40","",""
"27/07/2016 08:00:00 - 27/07/2016 09:00:00","BZN|DK1","Without Sequence","32.62","",""
"27/07/2016 09:00:00 - 27/07/2016 10:00:00","BZN|DK1","Without Sequence","32.60","",""
"27/07/2016 10:00:00 - 27/07/2016 11:00:00","BZN|DK1","Without Sequence","32.64","",""
"27/07/2016 11:00:00 - 27/07/2016 12:00:00","BZN|DK1","Without Sequence","32.60","",""
"27/07/2016 12:00:00 - 27/07/2016 13:00:00","BZN|DK1","Without Sequence","31.92","",""
"27/07/2016 13:00:00 - 27/07/2016 14:00:00","BZN|DK1","Without Sequence","31.89","",""
"27/07/2016 14:00:00 - 27/07/2016 15:00:00","BZN|DK1","Without Sequence","30.22","",""
"27/07/2016 15:00:00 - 27/07/2016 16:00:00","BZN|DK1","Without Sequence","30.16","",""
"27/07/2016 16:00:00 - 27/07/2016 17:00:00","BZN|DK1","Without Sequence","30.14","",""
"27/07/2016 17:00:00 - 27/07/2016 18:00:00","BZN|DK1","Without Sequence","30.21","",""
"27/07/2016 18:00:00 - 27/07/2016 19:00:00","BZN|DK1","Without Sequence","30.20","",""
"27/07/2016 19:00:00 - 27/07/2016 20:00:00","BZN|DK1","Without Sequence","30.16","",""
"27/07/2016 20:00:00 - 27/07/2016 21:00:00","BZN|DK1","Without Sequence","30.12","",""
"27/07/2016 21:00:00 - 27/07/2016 22:00:00","BZN|DK1","Without Sequence","26.17","",""
"27/07/2016 22:00:00 - 27/07/2016 23:00:00","BZN|DK1","Without Sequence","26.19","",""
"27/07/2016 23:00:00 - 28/07/2016 00:00:00","BZN|DK1","Without Sequence","26.27","",""
"28/07/2016 00:00:00 - 28/07/2016 01:00:00","BZN|DK1","Without Sequence","24.02","",""
"28/07/2016 01:00:00 - 28/07/2016 02:00:00","BZN|DK1","Without Sequence","23.96","",""
"28/07/2016 02:00:00 - 28/07/2016 03:00:00","BZN|DK1","Without Sequence","25.12","",""
"28/07/2016 03:00:00 - 28/07/2016 04:00:00","BZN|DK1","Without Sequence","24.80","",""
"28/07/2016 04:00:00 - 28/07/2016 05:00:00","BZN|DK1","Without Sequence","24.65","",""
"28/07/2016 05:00:00 - 28/07/2016 06:00:00","BZN|DK1","Without Sequence","25.76","",""
"28/07/2016 06:00:00 - 28/07/2016 07:00:00","BZN|DK1","Without Sequence","29.20","",""
"28/07/2016 07:00:00 - 28/07/2016 08:00:00","BZN|DK1","Without Sequence","31.19","",""
"28/07/2016 08:00:00 - 28/07/2016 09:00:00","BZN|DK1","Without Sequence","31.52","",""
"28/07/2016 09:00:00 - 28/07/2016 10:00:00","BZN|DK1","Without Sequence","31.77","",""
"28/07/2016 10:00:00 - 28/07/2016 11:00:00","BZN|DK1","Without Sequence","31.86","",""
"28/07/2016 11:00:00 - 28/07/2016 12:00:00","BZN|DK1","Without Sequence","31.72","",""
"28/07/2016 12:00:00 - 28/07/2016 13:00:00","BZN|DK1","Without Sequence","31.56","",""
"28/07/2016 13:00:00 - 28/07/2016 14:00:00","BZN|DK1","Without Sequence","31.10","",""
"28/07/2016 14:00:00 - 28/07/2016 15:00:00","BZN|DK1","Without Sequence","30.97","",""
"28/07/2016 15:00:00 - 28/07/2016 16:00:00","BZN|DK1","Without Sequence","30.81","",""
"28/07/2016 16:00:00 - 28/07/2016 17:00:00","BZN|DK1","Without Sequence","30.68","",""
"28/07/2016 17:00:00 - 28/07/2016 18:00:00","BZN|DK1","Without Sequence","31.45","",""
"28/07/2016 18:00:00 - 28/07/2016 19:00:00","BZN|DK1","Without Sequence","31.51","",""
"28/07/2016 19:00:00 - 28/07/2016 20:00:00","BZN|DK1","Without Sequence","31.45","",""
"28/07/2016 20:00:00 - 28/07/2016 21:00:00","BZN|DK1","Without Sequence","31.57","",""
"28/07/2016 21:00:00 - 28/07/2016 22:00:00","BZN|DK1","Without Sequence","31.70","",""
"28/07/2016 22:00:00 - 28/07/2016 23:00:00","BZN|DK1","Without Sequence","32.03","",""
"28/07/2016 23:00:00 - 29/07/2016 00:00:00","BZN|DK1","Without Sequence","29.92","",""
"29/07/2016 00:00:00 - 29/07/2016 01:00:00","BZN|DK1","Without Sequence","28.21","",""
"29/07/2016 01:00:00 - 29/07/2016 02:00:00","BZN|DK1","Without Sequence","27.04","",""
"29/07/2016 02:00:00 - 29/07/2016 03:00:00","BZN|DK1","Without Sequence","26.03","",""
"29/07/2016 03:00:00 - 29/07/2016 04:00:00","BZN|DK1","Without Sequence","24.58","",""
"29/07/2016 04:00:00 - 29/07/2016 05:00:00","BZN|DK1","Without Sequence","24.84","",""
"29/07/2016 05:00:00 - 29/07/2016 06:00:00","BZN|DK1","Without Sequence","25.95","",""
"29/07/2016 06:00:00 - 29/07/2016 07:00:00","BZN|DK1","Without Sequence","29.68","",""
"29/07/2016 07:00:00 - 29/07/2016 08:00:00","BZN|DK1","Without Sequence","31.59","",""
"29/07/2016 08:00:00 - 29/07/2016 09:00:00","BZN|DK1","Without Sequence","31.94","",""
"29/07/2016 09:00:00 - 29/07/2016 10:00:00","BZN|DK1","Without Sequence","32.79","",""
"29/07/2016 10:00:00 - 29/07/2016 11:00:00","BZN|DK1","Without Sequence","32.94","",""
"29/07/2016 11:00:00 - 29/07/2016 12:00:00","BZN|DK1","Without Sequence","32.41","",""
"29/07/2016 12:00:00 - 29/07/2016 13:00:00","BZN|DK1","Without Sequence","30.94","",""
"29/07/2016 13:00:00 - 29/07/2016 14:00:00","BZN|DK1","Without Sequence","29.50","",""
"29/07/2016 14:00:00 - 29/07/2016 15:00:00","BZN|DK1","Without Sequence","27.94","",""
"29/07/2016 15:00:00 - 29/07/2016 16:00:00","BZN|DK1","Without Sequence","27.37","",""
"29/07/2016 16:00:00 - 29/07/2016 17:00:00","BZN|DK1","Without Sequence","28.09","",""
"29/07/2016 17:00:00 - 29/07/2016 18:00:00","BZN|DK1","Without Sequence","29.11","",""
"29/07/2016 18:00:00 - 29/07/2016 19:00:00","BZN|DK1","Without Sequence","30.78","",""
"29/07/2016 19:00:00 - 29/07/2016 20:00:00","BZN|DK1","Without Sequence","31.59","",""
"29/07/2016 20:00:00 - 29/07/2016 21:00:00","BZN|DK1","Without Sequence","30.86","",""
"29/07/2016 21:00:00 - 29/07/2016 22:00:00","BZN|DK1","Without Sequence","28.88","",""
"29/07/2016 22:00:00 - 29/07/2016 23:00:00","BZN|DK1","Without Sequence","26.11","",""
"29/07/2016 23:00:00 - 30/07/2016 00:00:00","BZN|DK1","Without Sequence","25.52","",""
"30/07/2016 00:00:00 - 30/07/2016 01:00:00","BZN|DK1","Without Sequence","27.70","",""
"30/07/2016 01:00:00 - 30/07/2016 02:00:00","BZN|DK1","Without Sequence","25.88","",""
"30/07/2016 02:00:00 - 30/07/2016 03:00:00","BZN|DK1","Without Sequence","25.59","",""
"30/07/2016 03:00:00 - 30/07/2016 04:00:00","BZN|DK1","Without Sequence","24.56","",""
"30/07/2016 04:00:00 - 30/07/2016 05:00:00","BZN|DK1","Without Sequence","24.17","",""
"30/07/2016 05:00:00 - 30/07/2016 06:00:00","BZN|DK1","Without Sequence","24.39","",""
"30/07/2016 06:00:00 - 30/07/2016 07:00:00","BZN|DK1","Without Sequence","24.72","",""
"30/07/2016 07:00:00 - 30/07/2016 08:00:00","BZN|DK1","Without Sequence","25.46","",""
"30/07/2016 08:00:00 - 30/07/2016 09:00:00","BZN|DK1","Without Sequence","26.74","",""
"30/07/2016 09:00:00 - 30/07/2016 10:00:00","BZN|DK1","Without Sequence","28.97","",""
"30/07/2016 10:00:00 - 30/07/2016 11:00:00","BZN|DK1","Without Sequence","28.38","",""
