"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"26/02/2018 22:00:00 - 26/02/2018 23:00:00","BZN|DK1","Without Sequence","40.00","",""
"26/02/2018 23:00:00 - 27/02/2018 00:00:00","BZN|DK1","Without Sequence","38.93","",""
"27/02/2018 00:00:00 - 27/02/2018 01:00:00","BZN|DK1","Without Sequence","39.75","",""
"27/02/2018 01:00:00 - 27/02/2018 02:00:00","BZN|DK1","Without Sequence","38.28","",""
"27/02/2018 02:00:00 - 27/02/2018 03:00:00","BZN|DK1","Without Sequence","37.66","",""
"27/02/2018 03:00:00 - 27/02/2018 04:00:00","BZN|DK1","Without Sequence","37.69","",""
"27/02/2018 04:00:00 - 27/02/2018 05:00:00","BZN|DK1","Without Sequence","38.70","",""
"27/02/2018 05:00:00 - 27/02/2018 06:00:00","BZN|DK1","Without Sequence","40.81","",""
"27/02/2018 06:00:00 - 27/02/2018 07:00:00","BZN|DK1","Without Sequence","43.09","",""
"27/02/2018 07:00:00 - 27/02/2018 08:00:00","BZN|DK1","Without Sequence","56.16","",""
"27/02/2018 08:00:00 - 27/02/2018 09:00:00","BZN|DK1","Without Sequence","42.01","",""
"27/02/2018 09:00:00 - 27/02/2018 10:00:00","BZN|DK1","Without Sequence","41.98","",""
"27/02/2018 10:00:00 - 27/02/2018 11:00:00","BZN|DK1","Without Sequence","41.97","",""
"27/02/2018 11:00:00 - 27/02/2018 12:00:00","BZN|DK1","Without Sequence","41.20","",""
"27/02/2018 12:00:00 - 27/02/2018 13:00:00","BZN|DK1","Without Sequence","40.60","",""
"27/02/2018 13:00:00 - 27/02/2018 14:00:00","BZN|DK1","Without Sequence","40.45","",""
"27/02/2018 14:00:00 - 27/02/2018 15:00:00","BZN|DK1","Without Sequence","40.09","",""
"27/02/2018 15:00:00 - 27/02/2018 16:00:00","BZN|DK1","Without Sequence","39.93","",""
"27/02/2018 16:00:00 - 27/02/2018 17:00:00","BZN|DK1","Without Sequence","39.94","",""
"27/02/2018 17:00:00 - 27/02/2018 18:00:00","BZN|DK1","Without Sequence","41.39","",""
"27/02/2018 18:00:00 - 27/02/2018 19:00:00","BZN|DK1","Without Sequence","41.95","",""
"27/02/2018 19:00:00 - 27/02/2018 20:00:00","BZN|DK1","Without Sequence","41.22","",""
"27/02/2018 20:00:00 - 27/02/2018 21:00:00","BZN|DK1","Without Sequence","41.14","",""
"27/02/2018 21:00:00 - 27/02/2018 22:00:00","BZN|DK1","Without Sequence","40.61","",""
"27/02/2018 22:00:00 - 27/02/2018 23:00:00","BZN|DK1","Without Sequence","38.03","",""
"27/02/2018 23:00:00 - 28/02/2018 00:00:00","BZN|DK1","Without Sequence","35.44","",""
"28/02/2018 00:00:00 - 28/02/2018 01:00:00","BZN|DK1","Without Sequence","32.09","",""
"28/02/2018 01:00:00 - 28/02/2018 02:00:00","BZN|DK1","Without Sequence","32.08","",""
"28/02/2018 02:00:00 - 28/02/2018 03:00:00","BZN|DK1","Without Sequence","32.10","",""
"28/02/2018 03:00:00 - 28/02/2018 04:00:00","BZN|DK1","Without Sequence","36.91","",""
"28/02/2018 04:00:00 - 28/02/2018 05:00:00","BZN|DK1","Without Sequence","35.51","",""
"28/02/2018 05:00:00 - 28/02/2018 06:00:00","BZN|DK1","Without Sequence","36.99","",""
"28/02/2018 06:00:00 - 28/02/2018 07:00:00","BZN|DK1","Without Sequence","44.98","",""
"28/02/2018 07:00:00 - 28/02/2018 08:00:00","BZN|DK1","Without Sequence","57.18","",""
"28/02/2018 08:00:00 - 28/02/2018 09:00:00","BZN|DK1","Without Sequence","47.35","",""
"28/02/2018 09:00:00 - 28/02/2018 10:00:00","BZN|DK1","Without Sequence","44.95","",""
"28/02/2018 10:00:00 - 28/02/2018 11:00:00","BZN|DK1","Without Sequence","32.65","",""
"28/02/2018 11:00:00 - 28/02/2018 12:00:00","BZN|DK1","Without Sequence","31.37","",""
"28/02/2018 12:00:00 - 28/02/2018 13:00:00","BZN|DK1","Without Sequence","32.84","",""
"28/02/2018 13:00:00 - 28/02/2018 14:00:00","BZN|DK1","Without Sequence","32.06","",""
"28/02/2018 14:00:00 - 28/02/2018 15:00:00","BZN|DK1","Without Sequence","32.51","",""
"28/02/2018 15:00:00 - 28/02/2018 16:00:00","BZN|DK1","Without Sequence","32.01","",""
"28/02/2018 16:00:00 - 28/02/2018 17:00:00","BZN|DK1","Without Sequence","35.10","",""
"28/02/2018 17:00:00 - 28/02/2018 18:00:00","BZN|DK1","Without Sequence","42.99","",""
"28/02/2018 18:00:00 - 28/02/2018 19:00:00","BZN|DK1","Without Sequence","42.90","",""
"28/02/2018 19:00:00 - 28/02/2018 20:00:00","BZN|DK1","Without Sequence","41.80","",""
"28/02/2018 20:00:00 - 28/02/2018 21:00:00","BZN|DK1","Without Sequence","38.90","",""
"28/02/2018 21:00:00 - 28/02/2018 22:00:00","BZN|DK1","Without Sequence","32.07","",""
"28/02/2018 22:00:00 - 28/02/2018 23:00:00","BZN|DK1","Without Sequence","32.06","",""
"28/02/2018 23:00:00 - 01/03/2018 00:00:00","BZN|DK1","Without Sequence","31.25","",""
"01/03/2018 00:00:00 - 01/03/2018 01:00:00","BZN|DK1","Without Sequence","29.09","",""
"01/03/2018 01:00:00 - 01/03/2018 02:00:00","BZN|DK1","Without Sequence","30.01","",""
"01/03/2018 02:00:00 - 01/03/2018 03:00:00","BZN|DK1","Without Sequence","28.50","",""
"01/03/2018 03:00:00 - 01/03/2018 04:00:00","BZN|DK1","Without Sequence","28.99","",""
"01/03/2018 04:00:00 - 01/03/2018 05:00:00","BZN|DK1","Without Sequence","30.53","",""
"01/03/2018 05:00:00 - 01/03/2018 06:00:00","BZN|DK1","Without Sequence","30.53","",""
"01/03/2018 06:00:00 - 01/03/2018 07:00:00","BZN|DK1","Without Sequence","31.80","",""
"01/03/2018 07:00:00 - 01/03/2018 08:00:00","BZN|DK1","Without Sequence","39.87","",""
"01/03/2018 08:00:00 - 01/03/2018 09:00:00","BZN|DK1","Without Sequence","42.04","",""
"01/03/2018 09:00:00 - 01/03/2018 10:00:00","BZN|DK1","Without Sequence","40.70","",""
"01/03/2018 10:00:00 - 01/03/2018 11:00:00","BZN|DK1","Without Sequence","39.78","",""
"01/03/2018 11:00:00 - 01/03/2018 12:00:00","BZN|DK1","Without Sequence","28.23","",""
"01/03/2018 12:00:00 - 01/03/2018 13:00:00","BZN|DK1","Without Sequence","22.82","",""
"01/03/2018 13:00:00 - 01/03/2018 14:00:00","BZN|DK1","Without Sequence","26.41","",""
"01/03/2018 14:00:00 - 01/03/2018 15:00:00","BZN|DK1","Without Sequence","26.58","",""
"01/03/2018 15:00:00 - 01/03/2018 16:00:00","BZN|DK1","Without Sequence","39.76","",""
"01/03/2018 16:00:00 - 01/03/2018 17:00:00","BZN|DK1","Without Sequence","39.80","",""
"01/03/2018 17:00:00 - 01/03/2018 18:00:00","BZN|DK1","Without Sequence","34.29","",""
"01/03/2018 18:00:00 - 01/03/2018 19:00:00","BZN|DK1","Without Sequence","41.49","",""
"01/03/2018 19:00:00 - 01/03/2018 20:00:00","BZN|DK1","Without Sequence","41.37","",""
"01/03/2018 20:00:00 - 01/03/2018 21:00:00","BZN|DK1","Without Sequence","35.58","",""
"01/03/2018 21:00:00 - 01/03/2018 22:00:00","BZN|DK1","Without Sequence","30.64","",""
"01/03/2018 22:00:00 - 01/03/2018 23:00:00","BZN|DK1","Without Sequence","30.74","",""
"01/03/2018 23:00:00 - 02/03/2018 00:00:00","BZN|DK1","Without Sequence","30.55","",""
"02/03/2018 00:00:00 - 02/03/2018 01:00:00","BZN|DK1","Without Sequence","28.98","",""
"02/03/2018 01:00:00 - 02/03/2018 02:00:00","BZN|DK1","Without Sequence","30.32","",""
"02/03/2018 02:00:00 - 02/03/2018 03:00:00","BZN|DK1","Without Sequence","30.51","",""
"02/03/2018 03:00:00 - 02/03/2018 04:00:00","BZN|DK1","Without Sequence","30.54","",""
"02/03/2018 04:00:00 - 02/03/2018 05:00:00","BZN|DK1","Without Sequence","30.00","",""
"02/03/2018 05:00:00 - 02/03/2018 06:00:00","BZN|DK1","Without Sequence","32.54","",""
"02/03/2018 06:00:00 - 02/03/2018 07:00:00","BZN|DK1","Without Sequence","42.98","",""
"02/03/2018 07:00:00 - 02/03/2018 08:00:00","BZN|DK1","Without Sequence","45.94","",""
"02/03/2018 08:00:00 - 02/03/2018 09:00:00","BZN|DK1","Without Sequence","46.00","",""
"02/03/2018 09:00:00 - 02/03/2018 10:00:00","BZN|DK1","Without Sequence","42.98","",""
"02/03/2018 10:00:00 - 02/03/2018 11:00:00","BZN|DK1","Without Sequence","32.71","",""
"02/03/2018 11:00:00 - 02/03/2018 12:00:00","BZN|DK1","Without Sequence","31.00","",""
"02/03/2018 12:00:00 - 02/03/2018 13:00:00","BZN|DK1","Without Sequence","31.07","",""
"02/03/2018 13:00:00 - 02/03/2018 14:00:00","BZN|DK1","Without Sequence","33.04","",""
"02/03/2018 14:00:00 - 02/03/2018 15:00:00","BZN|DK1","Without Sequence","35.01","",""
"02/03/2018 15:00:00 - 02/03/2018 16:00:00","BZN|DK1","Without Sequence","37.88","",""
"02/03/2018 16:00:00 - 02/03/2018 17:00:00","BZN|DK1","Without Sequence","42.93","",""
"02/03/2018 17:00:00 - 02/03/2018 18:00:00","BZN|DK1","Without Sequence","51.75","",""
"02/03/2018 18:00:00 - 02/03/2018 19:00:00","BZN|DK1","Without Sequence","75.95","",""
"02/03/2018 19:00:00 - 02/03/2018 20:00:00","BZN|DK1","Without Sequence","63.76","",""
"02/03/2018 20:00:00 - 02/03/2018 21:00:00","BZN|DK1","Without Sequence","47.95","",""
"02/03/2018 21:00:00 - 02/03/2018 22:00:00","BZN|DK1","Without Sequence","43.76","",""
"02/03/2018 22:00:00 - 02/03/2018 23:00:00","BZN|DK1","Without Sequence","41.69","",""
"02/03/2018 23:00:00 - 03/03/2018 00:00:00","BZN|DK1","Without Sequence","39.76","",""
"03/03/2018 00:00:00 - 03/03/2018 01:00:00","BZN|DK1","Without Sequence","33.09","",""
"03/03/2018 01:00:00 - 03/03/2018 02:00:00","BZN|DK1","Without Sequence","36.49","",""
"03/03/2018 02:00:00 - 03/03/2018 03:00:00","BZN|DK1","Without Sequence","34.94","",""
"03/03/2018 03:00:00 - 03/03/2018 04:00:00","BZN|DK1","Without Sequence","34.23","",""
"03/03/2018 04:00:00 - 03/03/2018 05:00:00","BZN|DK1","Without Sequence","34.48","",""
"03/03/2018 05:00:00 - 03/03/2018 06:00:00","BZN|DK1","Without Sequence","34.10","",""
"03/03/2018 06:00:00 - 03/03/2018 07:00:00","BZN|DK1","Without Sequence","39.22","",""
"03/03/2018 07:00:00 - 03/03/2018 08:00:00","BZN|DK1","Without Sequence","40.16","",""
"03/03/2018 08:00:00 - 03/03/2018 09:00:00","BZN|DK1","Without Sequence","41.67","",""
"03/03/2018 09:00:00 - 03/03/2018 10:00:00","BZN|DK1","Without Sequence","39.34","",""
"03/03/2018 10:00:00 - 03/03/2018 11:00:00","BZN|DK1","Without Sequence","40.65","",""
"03/03/2018 11:00:00 - 03/03/2018 12:00:00","BZN|DK1","Without Sequence","40.60","",""
"03/03/2018 12:00:00 - 03/03/2018 13:00:00","BZN|DK1","Without Sequence","40.55","",""
"03/03/2018 13:00:00 - 03/03/2018 14:00:00","BZN|DK1","Without Sequence","33.44","",""
"03/03/2018 14:00:00 - 03/03/2018 15:00:00","BZN|DK1","Without Sequence","39.25","",""
"03/03/2018 15:00:00 - 03/03/2018 16:00:00","BZN|DK1","Without Sequence","39.08","",""
"03/03/2018 16:00:00 - 03/03/2018 17:00:00","BZN|DK1","Without Sequence","40.00","",""
"03/03/2018 17:00:00 - 03/03/2018 18:00:00","BZN|DK1","Without Sequence","43.25","",""
"03/03/2018 18:00:00 - 03/03/2018 19:00:00","BZN|DK1","Without Sequence","48.20","",""
"03/03/2018 19:00:00 - 03/03/2018 20:00:00","BZN|DK1","Without Sequence","45.11","",""
"03/03/2018 20:00:00 - 03/03/2018 21:00:00","BZN|DK1","Without Sequence","41.00","",""
"03/03/2018 21:00:00 - 03/03/2018 22:00:00","BZN|DK1","Without Sequence","39.09","",""
"03/03/2018 22:00:00 - 03/03/2018 23:00:00","BZN|DK1","Without Sequence","35.88","",""
"03/03/2018 23:00:00 - 04/03/2018 00:00:00","BZN|DK1","Without Sequence","30.24","",""
"04/03/2018 00:00:00 - 04/03/2018 01:00:00","BZN|DK1","Without Sequence","30.08","",""
"04/03/2018 01:00:00 - 04/03/2018 02:00:00","BZN|DK1","Without Sequence","30.87","",""
"04/03/2018 02:00:00 - 04/03/2018 03:00:00","BZN|DK1","Without Sequence","31.70","",""
"04/03/2018 03:00:00 - 04/03/2018 04:00:00","BZN|DK1","Without Sequence","32.94","",""
"04/03/2018 04:00:00 - 04/03/2018 05:00:00","BZN|DK1","Without Sequence","30.28","",""
"04/03/2018 05:00:00 - 04/03/2018 06:00:00","BZN|DK1","Without Sequence","30.24","",""
"04/03/2018 06:00:00 - 04/03/2018 07:00:00","BZN|DK1","Without Sequence","30.06","",""
"04/03/2018 07:00:00 - 04/03/2018 08:00:00","BZN|DK1","Without Sequence","35.56","",""
"04/03/2018 08:00:00 - 04/03/2018 09:00:00","BZN|DK1","Without Sequence","40.30","",""
"04/03/2018 09:00:00 - 04/03/2018 10:00:00","BZN|DK1","Without Sequence","35.22","",""
"04/03/2018 10:00:00 - 04/03/2018 11:00:00","BZN|DK1","Without Sequence","34.39","",""
"04/03/2018 11:00:00 - 04/03/2018 12:00:00","BZN|DK1","Without Sequence","32.57","",""
"04/03/2018 12:00:00 - 04/03/2018 13:00:00","BZN|DK1","Without Sequence","30.08","",""
"04/03/2018 13:00:00 - 04/03/2018 14:00:00","BZN|DK1","Without Sequence","29.26","",""
"04/03/2018 14:00:00 - 04/03/2018 15:00:00","BZN|DK1","Without Sequence","29.12","",""
"04/03/2018 15:00:00 - 04/03/2018 16:00:00","BZN|DK1","Without Sequence","30.39","",""
"04/03/2018 16:00:00 - 04/03/2018 17:00:00","BZN|DK1","Without Sequence","34.06","",""
"04/03/2018 17:00:00 - 04/03/2018 18:00:00","BZN|DK1","Without Sequence","33.08","",""
"04/03/2018 18:00:00 - 04/03/2018 19:00:00","BZN|DK1","Without Sequence","40.34","",""
"04/03/2018 19:00:00 - 04/03/2018 20:00:00","BZN|DK1","Without Sequence","35.74","",""
"04/03/2018 20:00:00 - 04/03/2018 21:00:00","BZN|DK1","Without Sequence","30.35","",""
"04/03/2018 21:00:00 - 04/03/2018 22:00:00","BZN|DK1","Without Sequence","30.36","",""
"04/03/2018 22:00:00 - 04/03/2018 23:00:00","BZN|DK1","Without Sequence","30.07","",""
"04/03/2018 23:00:00 - 05/03/2018 00:00:00","BZN|DK1","Without Sequence","25.70","",""
"05/03/2018 00:00:00 - 05/03/2018 01:00:00","BZN|DK1","Without Sequence","24.74","",""
"05/03/2018 01:00:00 - 05/03/2018 02:00:00","BZN|DK1","Without Sequence","20.92","",""
"05/03/2018 02:00:00 - 05/03/2018 03:00:00","BZN|DK1","Without Sequence","16.31","",""
"05/03/2018 03:00:00 - 05/03/2018 04:00:00","BZN|DK1","Without Sequence","16.61","",""
"05/03/2018 04:00:00 - 05/03/2018 05:00:00","BZN|DK1","Without Sequence","27.08","",""
"05/03/2018 05:00:00 - 05/03/2018 06:00:00","BZN|DK1","Without Sequence","31.73","",""
"05/03/2018 06:00:00 - 05/03/2018 07:00:00","BZN|DK1","Without Sequence","45.92","",""
"05/03/2018 07:00:00 - 05/03/2018 08:00:00","BZN|DK1","Without Sequence","53.94","",""
"05/03/2018 08:00:00 - 05/03/2018 09:00:00","BZN|DK1","Without Sequence","64.06","",""
"05/03/2018 09:00:00 - 05/03/2018 10:00:00","BZN|DK1","Without Sequence","62.63","",""
"05/03/2018 10:00:00 - 05/03/2018 11:00:00","BZN|DK1","Without Sequence","56.02","",""
"05/03/2018 11:00:00 - 05/03/2018 12:00:00","BZN|DK1","Without Sequence","54.98","",""
"05/03/2018 12:00:00 - 05/03/2018 13:00:00","BZN|DK1","Without Sequence","49.02","",""
"05/03/2018 13:00:00 - 05/03/2018 14:00:00","BZN|DK1","Without Sequence","48.11","",""
"05/03/2018 14:00:00 - 05/03/2018 15:00:00","BZN|DK1","Without Sequence","53.43","",""
"05/03/2018 15:00:00 - 05/03/2018 16:00:00","BZN|DK1","Without Sequence","53.78","",""
"05/03/2018 16:00:00 - 05/03/2018 17:00:00","BZN|DK1","Without Sequence","54.16","",""
"05/03/2018 17:00:00 - 05/03/2018 18:00:00","BZN|DK1","Without Sequence","69.67","",""
"05/03/2018 18:00:00 - 05/03/2018 19:00:00","BZN|DK1","Without Sequence","83.16","",""
"05/03/2018 19:00:00 - 05/03/2018 20:00:00","BZN|DK1","Without Sequence","81.61","",""
"05/03/2018 20:00:00 - 05/03/2018 21:00:00","BZN|DK1","Without Sequence","59.59","",""
"05/03/2018 21:00:00 - 05/03/2018 22:00:00","BZN|DK1","Without Sequence","49.80","",""
"05/03/2018 22:00:00 - 05/03/2018 23:00:00","BZN|DK1","Without Sequence","43.69","",""
"05/03/2018 23:00:00 - 06/03/2018 00:00:00","BZN|DK1","Without Sequence","40.40","",""
"06/03/2018 00:00:00 - 06/03/2018 01:00:00","BZN|DK1","Without Sequence","38.96","",""
"06/03/2018 01:00:00 - 06/03/2018 02:00:00","BZN|DK1","Without Sequence","37.96","",""
"06/03/2018 02:00:00 - 06/03/2018 03:00:00","BZN|DK1","Without Sequence","37.39","",""
"06/03/2018 03:00:00 - 06/03/2018 04:00:00","BZN|DK1","Without Sequence","36.61","",""
"06/03/2018 04:00:00 - 06/03/2018 05:00:00","BZN|DK1","Without Sequence","37.35","",""
"06/03/2018 05:00:00 - 06/03/2018 06:00:00","BZN|DK1","Without Sequence","38.76","",""
"06/03/2018 06:00:00 - 06/03/2018 07:00:00","BZN|DK1","Without Sequence","46.50","",""
"06/03/2018 07:00:00 - 06/03/2018 08:00:00","BZN|DK1","Without Sequence","58.26","",""
"06/03/2018 08:00:00 - 06/03/2018 09:00:00","BZN|DK1","Without Sequence","65.19","",""
"06/03/2018 09:00:00 - 06/03/2018 10:00:00","BZN|DK1","Without Sequence","65.02","",""
"06/03/2018 10:00:00 - 06/03/2018 11:00:00","BZN|DK1","Without Sequence","63.28","",""
"06/03/2018 11:00:00 - 06/03/2018 12:00:00","BZN|DK1","Without Sequence","55.03","",""
"06/03/2018 12:00:00 - 06/03/2018 13:00:00","BZN|DK1","Without Sequence","52.39","",""
"06/03/2018 13:00:00 - 06/03/2018 14:00:00","BZN|DK1","Without Sequence","50.07","",""
"06/03/2018 14:00:00 - 06/03/2018 15:00:00","BZN|DK1","Without Sequence","48.98","",""
"06/03/2018 15:00:00 - 06/03/2018 16:00:00","BZN|DK1","Without Sequence","48.76","",""
"06/03/2018 16:00:00 - 06/03/2018 17:00:00","BZN|DK1","Without Sequence","48.24","",""
"06/03/2018 17:00:00 - 06/03/2018 18:00:00","BZN|DK1","Without Sequence","53.99","",""
"06/03/2018 18:00:00 - 06/03/2018 19:00:00","BZN|DK1","Without Sequence","59.24","",""
"06/03/2018 19:00:00 - 06/03/2018 20:00:00","BZN|DK1","Without Sequence","55.21","",""
"06/03/2018 20:00:00 - 06/03/2018 21:00:00","BZN|DK1","Without Sequence","45.99","",""
"06/03/2018 21:00:00 - 06/03/2018 22:00:00","BZN|DK1","Without Sequence","43.04","",""
"06/03/2018 22:00:00 - 06/03/2018 23:00:00","BZN|DK1","Without Sequence","40.58","",""
"06/03/2018 23:00:00 - 07/03/2018 00:00:00","BZN|DK1","Without Sequence","38.60","",""
"07/03/2018 00:00:00 - 07/03/2018 01:00:00","BZN|DK1","Without Sequence","38.13","",""
"07/03/2018 01:00:00 - 07/03/2018 02:00:00","BZN|DK1","Without Sequence","37.66","",""
"07/03/2018 02:00:00 - 07/03/2018 03:00:00","BZN|DK1","Without Sequence","37.10","",""
"07/03/2018 03:00:00 - 07/03/2018 04:00:00","BZN|DK1","Without Sequence","36.91","",""
"07/03/2018 04:00:00 - 07/03/2018 05:00:00","BZN|DK1","Without Sequence","37.54","",""
"07/03/2018 05:00:00 - 07/03/2018 06:00:00","BZN|DK1","Without Sequence","39.88","",""
"07/03/2018 06:00:00 - 07/03/2018 07:00:00","BZN|DK1","Without Sequence","45.20","",""
"07/03/2018 07:00:00 - 07/03/2018 08:00:00","BZN|DK1","Without Sequence","54.51","",""
"07/03/2018 08:00:00 - 07/03/2018 09:00:00","BZN|DK1","Without Sequence","60.30","",""
"07/03/2018 09:00:00 - 07/03/2018 10:00:00","BZN|DK1","Without Sequence","58.56","",""
"07/03/2018 10:00:00 - 07/03/2018 11:00:00","BZN|DK1","Without Sequence","55.18","",""
"07/03/2018 11:00:00 - 07/03/2018 12:00:00","BZN|DK1","Without Sequence","54.78","",""
"07/03/2018 12:00:00 - 07/03/2018 13:00:00","BZN|DK1","Without Sequence","50.27","",""
"07/03/2018 13:00:00 - 07/03/2018 14:00:00","BZN|DK1","Without Sequence","47.82","",""
"07/03/2018 14:00:00 - 07/03/2018 15:00:00","BZN|DK1","Without Sequence","46.51","",""
"07/03/2018 15:00:00 - 07/03/2018 16:00:00","BZN|DK1","Without Sequence","46.75","",""
"07/03/2018 16:00:00 - 07/03/2018 17:00:00","BZN|DK1","Without Sequence","47.72","",""
"07/03/2018 17:00:00 - 07/03/2018 18:00:00","BZN|DK1","Without Sequence","53.70","",""
"07/03/2018 18:00:00 - 07/03/2018 19:00:00","BZN|DK1","Without Sequence","60.95","",""
"07/03/2018 19:00:00 - 07/03/2018 20:00:00","BZN|DK1","Without Sequence","56.90","",""
"07/03/2018 20:00:00 - 07/03/2018 21:00:00","BZN|DK1","Without Sequence","46.04","",""
"07/03/2018 21:00:00 - 07/03/2018 22:00:00","BZN|DK1","Without Sequence","42.26","",""
"07/03/2018 22:00:00 - 07/03/2018 23:00:00","BZN|DK1","Without Sequence","40.48","",""
"07/03/2018 23:00:00 - 08/03/2018 00:00:00","BZN|DK1","Without Sequence","36.60","",""
"08/03/2018 00:00:00 - 08/03/2018 01:00:00","BZN|DK1","Without Sequence","37.37","",""
"08/03/2018 01:00:00 - 08/03/2018 02:00:00","BZN|DK1","Without Sequence","35.03","",""
"08/03/2018 02:00:00 - 08/03/2018 03:00:00","BZN|DK1","Without Sequence","35.73","",""
"08/03/2018 03:00:00 - 08/03/2018 04:00:00","BZN|DK1","Without Sequence","35.63","",""
"08/03/2018 04:00:00 - 08/03/2018 05:00:00","BZN|DK1","Without Sequence","36.09","",""
"08/03/2018 05:00:00 - 08/03/2018 06:00:00","BZN|DK1","Without Sequence","35.64","",""
"08/03/2018 06:00:00 - 08/03/2018 07:00:00","BZN|DK1","Without Sequence","41.47","",""
"08/03/2018 07:00:00 - 08/03/2018 08:00:00","BZN|DK1","Without Sequence","46.20","",""
"08/03/2018 08:00:00 - 08/03/2018 09:00:00","BZN|DK1","Without Sequence","46.96","",""
"08/03/2018 09:00:00 - 08/03/2018 10:00:00","BZN|DK1","Without Sequence","44.91","",""
"08/03/2018 10:00:00 - 08/03/2018 11:00:00","BZN|DK1","Without Sequence","42.40","",""
"08/03/2018 11:00:00 - 08/03/2018 12:00:00","BZN|DK1","Without Sequence","41.51","",""
"08/03/2018 12:00:00 - 08/03/2018 13:00:00","BZN|DK1","Without Sequence","40.46","",""
"08/03/2018 13:00:00 - 08/03/2018 14:00:00","BZN|DK1","Without Sequence","40.34","",""
"08/03/2018 14:00:00 - 08/03/2018 15:00:00","BZN|DK1","Without Sequence","39.51","",""
"08/03/2018 15:00:00 - 08/03/2018 16:00:00","BZN|DK1","Without Sequence","39.47","",""
"08/03/2018 16:00:00 - 08/03/2018 17:00:00","BZN|DK1","Without Sequence","40.51","",""
"08/03/2018 17:00:00 - 08/03/2018 18:00:00","BZN|DK1","Without Sequence","42.99","",""
"08/03/2018 18:00:00 - 08/03/2018 19:00:00","BZN|DK1","Without Sequence","47.66","",""
"08/03/2018 19:00:00 - 08/03/2018 20:00:00","BZN|DK1","Without Sequence","45.30","",""
"08/03/2018 20:00:00 - 08/03/2018 21:00:00","BZN|DK1","Without Sequence","37.71","",""
"08/03/2018 21:00:00 - 08/03/2018 22:00:00","BZN|DK1","Without Sequence","37.73","",""
"08/03/2018 22:00:00 - 08/03/2018 23:00:00","BZN|DK1","Without Sequence","36.52","",""
"08/03/2018 23:00:00 - 09/03/2018 00:00:00","BZN|DK1","Without Sequence","35.57","",""
"09/03/2018 00:00:00 - 09/03/2018 01:00:00","BZN|DK1","Without Sequence","35.77","",""
"09/03/2018 01:00:00 - 09/03/2018 02:00:00","BZN|DK1","Without Sequence","35.33","",""
"09/03/2018 02:00:00 - 09/03/2018 03:00:00","BZN|DK1","Without Sequence","34.99","",""
"09/03/2018 03:00:00 - 09/03/2018 04:00:00","BZN|DK1","Without Sequence","34.99","",""
"09/03/2018 04:00:00 - 09/03/2018 05:00:00","BZN|DK1","Without Sequence","35.55","",""
"09/03/2018 05:00:00 - 09/03/2018 06:00:00","BZN|DK1","Without Sequence","36.40","",""
"09/03/2018 06:00:00 - 09/03/2018 07:00:00","BZN|DK1","Without Sequence","38.14","",""
"09/03/2018 07:00:00 - 09/03/2018 08:00:00","BZN|DK1","Without Sequence","41.98","",""
"09/03/2018 08:00:00 - 09/03/2018 09:00:00","BZN|DK1","Without Sequence","43.93","",""
"09/03/2018 09:00:00 - 09/03/2018 10:00:00","BZN|DK1","Without Sequence","41.94","",""
"09/03/2018 10:00:00 - 09/03/2018 11:00:00","BZN|DK1","Without Sequence","40.69","",""
"09/03/2018 11:00:00 - 09/03/2018 12:00:00","BZN|DK1","Without Sequence","39.81","",""
"09/03/2018 12:00:00 - 09/03/2018 13:00:00","BZN|DK1","Without Sequence","38.51","",""
"09/03/2018 13:00:00 - 09/03/2018 14:00:00","BZN|DK1","Without Sequence","39.72","",""
"09/03/2018 14:00:00 - 09/03/2018 15:00:00","BZN|DK1","Without Sequence","40.38","",""
"09/03/2018 15:00:00 - 09/03/2018 16:00:00","BZN|DK1","Without Sequence","40.84","",""
"09/03/2018 16:00:00 - 09/03/2018 17:00:00","BZN|DK1","Without Sequence","41.56","",""
"09/03/2018 17:00:00 - 09/03/2018 18:00:00","BZN|DK1","Without Sequence","45.03","",""
"09/03/2018 18:00:00 - 09/03/2018 19:00:00","BZN|DK1","Without Sequence","54.01","",""
"09/03/2018 19:00:00 - 09/03/2018 20:00:00","BZN|DK1","Without Sequence","46.22","",""
"09/03/2018 20:00:00 - 09/03/2018 21:00:00","BZN|DK1","Without Sequence","42.19","",""
"09/03/2018 21:00:00 - 09/03/2018 22:00:00","BZN|DK1","Without Sequence","41.42","",""
"09/03/2018 22:00:00 - 09/03/2018 23:00:00","BZN|DK1","Without Sequence","39.76","",""
"09/03/2018 23:00:00 - 10/03/2018 00:00:00","BZN|DK1","Without Sequence","37.90","",""
"10/03/2018 00:00:00 - 10/03/2018 01:00:00","BZN|DK1","Without Sequence","33.10","",""
"10/03/2018 01:00:00 - 10/03/2018 02:00:00","BZN|DK1","Without Sequence","31.29","",""
"10/03/2018 02:00:00 - 10/03/2018 03:00:00","BZN|DK1","Without Sequence","30.85","",""
"10/03/2018 03:00:00 - 10/03/2018 04:00:00","BZN|DK1","Without Sequence","36.04","",""
"10/03/2018 04:00:00 - 10/03/2018 05:00:00","BZN|DK1","Without Sequence","36.27","",""
"10/03/2018 05:00:00 - 10/03/2018 06:00:00","BZN|DK1","Without Sequence","36.51","",""
"10/03/2018 06:00:00 - 10/03/2018 07:00:00","BZN|DK1","Without Sequence","36.72","",""
