"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"02/01/2018 18:00:00 - 02/01/2018 19:00:00","BZN|DK1","Without Sequence","45.06","",""
"02/01/2018 19:00:00 - 02/01/2018 20:00:00","BZN|DK1","Without Sequence","41.08","",""
"02/01/2018 20:00:00 - 02/01/2018 21:00:00","BZN|DK1","Without Sequence","34.94","",""
"02/01/2018 21:00:00 - 02/01/2018 22:00:00","BZN|DK1","Without Sequence","25.46","",""
"02/01/2018 22:00:00 - 02/01/2018 23:00:00","BZN|DK1","Without Sequence","21.30","",""
"02/01/2018 23:00:00 - 03/01/2018 00:00:00","BZN|DK1","Without Sequence","18.97","",""
"03/01/2018 00:00:00 - 03/01/2018 01:00:00","BZN|DK1","Without Sequence","18.11","",""
"03/01/2018 01:00:00 - 03/01/2018 02:00:00","BZN|DK1","Without Sequence","1.38","",""
"03/01/2018 02:00:00 - 03/01/2018 03:00:00","BZN|DK1","Without Sequence","0.02","",""
"03/01/2018 03:00:00 - 03/01/2018 04:00:00","BZN|DK1","Without Sequence","-5.99","",""
"03/01/2018 04:00:00 - 03/01/2018 05:00:00","BZN|DK1","Without Sequence","-9.21","",""
"03/01/2018 05:00:00 - 03/01/2018 06:00:00","BZN|DK1","Without Sequence","-4.64","",""
"03/01/2018 06:00:00 - 03/01/2018 07:00:00","BZN|DK1","Without Sequence","9.90","",""
"03/01/2018 07:00:00 - 03/01/2018 08:00:00","BZN|DK1","Without Sequence","26.97","",""
"03/01/2018 08:00:00 - 03/01/2018 09:00:00","BZN|DK1","Without Sequence","27.57","",""
"03/01/2018 09:00:00 - 03/01/2018 10:00:00","BZN|DK1","Without Sequence","27.72","",""
"03/01/2018 10:00:00 - 03/01/2018 11:00:00","BZN|DK1","Without Sequence","27.99","",""
"03/01/2018 11:00:00 - 03/01/2018 12:00:00","BZN|DK1","Without Sequence","28.52","",""
"03/01/2018 12:00:00 - 03/01/2018 13:00:00","BZN|DK1","Without Sequence","29.23","",""
"03/01/2018 13:00:00 - 03/01/2018 14:00:00","BZN|DK1","Without Sequence","29.49","",""
"03/01/2018 14:00:00 - 03/01/2018 15:00:00","BZN|DK1","Without Sequence","29.86","",""
"03/01/2018 15:00:00 - 03/01/2018 16:00:00","BZN|DK1","Without Sequence","30.51","",""
"03/01/2018 16:00:00 - 03/01/2018 17:00:00","BZN|DK1","Without Sequence","30.95","",""
"03/01/2018 17:00:00 - 03/01/2018 18:00:00","BZN|DK1","Without Sequence","31.28","",""
"03/01/2018 18:00:00 - 03/01/2018 19:00:00","BZN|DK1","Without Sequence","30.78","",""
"03/01/2018 19:00:00 - 03/01/2018 20:00:00","BZN|DK1","Without Sequence","30.15","",""
"03/01/2018 20:00:00 - 03/01/2018 21:00:00","BZN|DK1","Without Sequence","29.37","",""
"03/01/2018 21:00:00 - 03/01/2018 22:00:00","BZN|DK1","Without Sequence","28.93","",""
"03/01/2018 22:00:00 - 03/01/2018 23:00:00","BZN|DK1","Without Sequence","28.13","",""
"03/01/2018 23:00:00 - 04/01/2018 00:00:00","BZN|DK1","Without Sequence","27.31","",""
"04/01/2018 00:00:00 - 04/01/2018 01:00:00","BZN|DK1","Without Sequence","27.05","",""
"04/01/2018 01:00:00 - 04/01/2018 02:00:00","BZN|DK1","Without Sequence","26.78","",""
"04/01/2018 02:00:00 - 04/01/2018 03:00:00","BZN|DK1","Without Sequence","26.47","",""
"04/01/2018 03:00:00 - 04/01/2018 04:00:00","BZN|DK1","Without Sequence","26.49","",""
"04/01/2018 04:00:00 - 04/01/2018 05:00:00","BZN|DK1","Without Sequence","26.60","",""
"04/01/2018 05:00:00 - 04/01/2018 06:00:00","BZN|DK1","Without Sequence","17.31","",""
"04/01/2018 06:00:00 - 04/01/2018 07:00:00","BZN|DK1","Without Sequence","19.96","",""
"04/01/2018 07:00:00 - 04/01/2018 08:00:00","BZN|DK1","Without Sequence","33.59","",""
"04/01/2018 08:00:00 - 04/01/2018 09:00:00","BZN|DK1","Without Sequence","40.45","",""
"04/01/2018 09:00:00 - 04/01/2018 10:00:00","BZN|DK1","Without Sequence","41.97","",""
"04/01/2018 10:00:00 - 04/01/2018 11:00:00","BZN|DK1","Without Sequence","37.55","",""
"04/01/2018 11:00:00 - 04/01/2018 12:00:00","BZN|DK1","Without Sequence","36.02","",""
"04/01/2018 12:00:00 - 04/01/2018 13:00:00","BZN|DK1","Without Sequence","35.53","",""
"04/01/2018 13:00:00 - 04/01/2018 14:00:00","BZN|DK1","Without Sequence","35.30","",""
"04/01/2018 14:00:00 - 04/01/2018 15:00:00","BZN|DK1","Without Sequence","35.83","",""
"04/01/2018 15:00:00 - 04/01/2018 16:00:00","BZN|DK1","Without Sequence","42.04","",""
"04/01/2018 16:00:00 - 04/01/2018 17:00:00","BZN|DK1","Without Sequence","42.53","",""
"04/01/2018 17:00:00 - 04/01/2018 18:00:00","BZN|DK1","Without Sequence","51.43","",""
"04/01/2018 18:00:00 - 04/01/2018 19:00:00","BZN|DK1","Without Sequence","49.96","",""
"04/01/2018 19:00:00 - 04/01/2018 20:00:00","BZN|DK1","Without Sequence","46.73","",""
"04/01/2018 20:00:00 - 04/01/2018 21:00:00","BZN|DK1","Without Sequence","41.57","",""
"04/01/2018 21:00:00 - 04/01/2018 22:00:00","BZN|DK1","Without Sequence","37.09","",""
"04/01/2018 22:00:00 - 04/01/2018 23:00:00","BZN|DK1","Without Sequence","32.49","",""
"04/01/2018 23:00:00 - 05/01/2018 00:00:00","BZN|DK1","Without Sequence","28.05","",""
"05/01/2018 00:00:00 - 05/01/2018 01:00:00","BZN|DK1","Without Sequence","5.96","",""
"05/01/2018 01:00:00 - 05/01/2018 02:00:00","BZN|DK1","Without Sequence","-0.94","",""
"05/01/2018 02:00:00 - 05/01/2018 03:00:00","BZN|DK1","Without Sequence","26.50","",""
"05/01/2018 03:00:00 - 05/01/2018 04:00:00","BZN|DK1","Without Sequence","26.50","",""
"05/01/2018 04:00:00 - 05/01/2018 05:00:00","BZN|DK1","Without Sequence","26.88","",""
"05/01/2018 05:00:00 - 05/01/2018 06:00:00","BZN|DK1","Without Sequence","27.66","",""
"05/01/2018 06:00:00 - 05/01/2018 07:00:00","BZN|DK1","Without Sequence","24.98","",""
"05/01/2018 07:00:00 - 05/01/2018 08:00:00","BZN|DK1","Without Sequence","30.44","",""
"05/01/2018 08:00:00 - 05/01/2018 09:00:00","BZN|DK1","Without Sequence","36.20","",""
"05/01/2018 09:00:00 - 05/01/2018 10:00:00","BZN|DK1","Without Sequence","36.30","",""
"05/01/2018 10:00:00 - 05/01/2018 11:00:00","BZN|DK1","Without Sequence","38.95","",""
"05/01/2018 11:00:00 - 05/01/2018 12:00:00","BZN|DK1","Without Sequence","39.40","",""
"05/01/2018 12:00:00 - 05/01/2018 13:00:00","BZN|DK1","Without Sequence","41.69","",""
"05/01/2018 13:00:00 - 05/01/2018 14:00:00","BZN|DK1","Without Sequence","42.41","",""
"05/01/2018 14:00:00 - 05/01/2018 15:00:00","BZN|DK1","Without Sequence","42.38","",""
"05/01/2018 15:00:00 - 05/01/2018 16:00:00","BZN|DK1","Without Sequence","47.10","",""
"05/01/2018 16:00:00 - 05/01/2018 17:00:00","BZN|DK1","Without Sequence","47.77","",""
"05/01/2018 17:00:00 - 05/01/2018 18:00:00","BZN|DK1","Without Sequence","56.35","",""
"05/01/2018 18:00:00 - 05/01/2018 19:00:00","BZN|DK1","Without Sequence","57.42","",""
"05/01/2018 19:00:00 - 05/01/2018 20:00:00","BZN|DK1","Without Sequence","53.92","",""
"05/01/2018 20:00:00 - 05/01/2018 21:00:00","BZN|DK1","Without Sequence","42.36","",""
"05/01/2018 21:00:00 - 05/01/2018 22:00:00","BZN|DK1","Without Sequence","39.90","",""
"05/01/2018 22:00:00 - 05/01/2018 23:00:00","BZN|DK1","Without Sequence","35.98","",""
"05/01/2018 23:00:00 - 06/01/2018 00:00:00","BZN|DK1","Without Sequence","35.24","",""
"06/01/2018 00:00:00 - 06/01/2018 01:00:00","BZN|DK1","Without Sequence","29.45","",""
"06/01/2018 01:00:00 - 06/01/2018 02:00:00","BZN|DK1","Without Sequence","28.55","",""
"06/01/2018 02:00:00 - 06/01/2018 03:00:00","BZN|DK1","Without Sequence","28.18","",""
"06/01/2018 03:00:00 - 06/01/2018 04:00:00","BZN|DK1","Without Sequence","28.00","",""
"06/01/2018 04:00:00 - 06/01/2018 05:00:00","BZN|DK1","Without Sequence","27.08","",""
"06/01/2018 05:00:00 - 06/01/2018 06:00:00","BZN|DK1","Without Sequence","28.70","",""
"06/01/2018 06:00:00 - 06/01/2018 07:00:00","BZN|DK1","Without Sequence","30.00","",""
"06/01/2018 07:00:00 - 06/01/2018 08:00:00","BZN|DK1","Without Sequence","31.36","",""
"06/01/2018 08:00:00 - 06/01/2018 09:00:00","BZN|DK1","Without Sequence","34.19","",""
"06/01/2018 09:00:00 - 06/01/2018 10:00:00","BZN|DK1","Without Sequence","41.11","",""
"06/01/2018 10:00:00 - 06/01/2018 11:00:00","BZN|DK1","Without Sequence","43.16","",""
"06/01/2018 11:00:00 - 06/01/2018 12:00:00","BZN|DK1","Without Sequence","43.17","",""
"06/01/2018 12:00:00 - 06/01/2018 13:00:00","BZN|DK1","Without Sequence","43.14","",""
"06/01/2018 13:00:00 - 06/01/2018 14:00:00","BZN|DK1","Without Sequence","39.96","",""
"06/01/2018 14:00:00 - 06/01/2018 15:00:00","BZN|DK1","Without Sequence","36.04","",""
"06/01/2018 15:00:00 - 06/01/2018 16:00:00","BZN|DK1","Without Sequence","34.91","",""
"06/01/2018 16:00:00 - 06/01/2018 17:00:00","BZN|DK1","Without Sequence","40.52","",""
"06/01/2018 17:00:00 - 06/01/2018 18:00:00","BZN|DK1","Without Sequence","43.91","",""
"06/01/2018 18:00:00 - 06/01/2018 19:00:00","BZN|DK1","Without Sequence","43.87","",""
"06/01/2018 19:00:00 - 06/01/2018 20:00:00","BZN|DK1","Without Sequence","35.09","",""
"06/01/2018 20:00:00 - 06/01/2018 21:00:00","BZN|DK1","Without Sequence","31.06","",""
"06/01/2018 21:00:00 - 06/01/2018 22:00:00","BZN|DK1","Without Sequence","30.72","",""
"06/01/2018 22:00:00 - 06/01/2018 23:00:00","BZN|DK1","Without Sequence","29.98","",""
"06/01/2018 23:00:00 - 07/01/2018 00:00:00","BZN|DK1","Without Sequence","29.03","",""
"07/01/2018 00:00:00 - 07/01/2018 01:00:00","BZN|DK1","Without Sequence","21.87","",""
"07/01/2018 01:00:00 - 07/01/2018 02:00:00","BZN|DK1","Without Sequence","15.98","",""
"07/01/2018 02:00:00 - 07/01/2018 03:00:00","BZN|DK1","Without Sequence","15.99","",""
"07/01/2018 03:00:00 - 07/01/2018 04:00:00","BZN|DK1","Without Sequence","26.16","",""
"07/01/2018 04:00:00 - 07/01/2018 05:00:00","BZN|DK1","Without Sequence","26.60","",""
"07/01/2018 05:00:00 - 07/01/2018 06:00:00","BZN|DK1","Without Sequence","27.14","",""
"07/01/2018 06:00:00 - 07/01/2018 07:00:00","BZN|DK1","Without Sequence","27.43","",""
"07/01/2018 07:00:00 - 07/01/2018 08:00:00","BZN|DK1","Without Sequence","27.69","",""
"07/01/2018 08:00:00 - 07/01/2018 09:00:00","BZN|DK1","Without Sequence","27.93","",""
"07/01/2018 09:00:00 - 07/01/2018 10:00:00","BZN|DK1","Without Sequence","28.33","",""
"07/01/2018 10:00:00 - 07/01/2018 11:00:00","BZN|DK1","Without Sequence","28.79","",""
"07/01/2018 11:00:00 - 07/01/2018 12:00:00","BZN|DK1","Without Sequence","28.95","",""
"07/01/2018 12:00:00 - 07/01/2018 13:00:00","BZN|DK1","Without Sequence","28.96","",""
"07/01/2018 13:00:00 - 07/01/2018 14:00:00","BZN|DK1","Without Sequence","28.27","",""
"07/01/2018 14:00:00 - 07/01/2018 15:00:00","BZN|DK1","Without Sequence","28.29","",""
"07/01/2018 15:00:00 - 07/01/2018 16:00:00","BZN|DK1","Without Sequence","26.75","",""
"07/01/2018 16:00:00 - 07/01/2018 17:00:00","BZN|DK1","Without Sequence","27.21","",""
"07/01/2018 17:00:00 - 07/01/2018 18:00:00","BZN|DK1","Without Sequence","30.88","",""
"07/01/2018 18:00:00 - 07/01/2018 19:00:00","BZN|DK1","Without Sequence","34.34","",""
"07/01/2018 19:00:00 - 07/01/2018 20:00:00","BZN|DK1","Without Sequence","32.33","",""
"07/01/2018 20:00:00 - 07/01/2018 21:00:00","BZN|DK1","Without Sequence","29.96","",""
"07/01/2018 21:00:00 - 07/01/2018 22:00:00","BZN|DK1","Without Sequence","28.94","",""
"07/01/2018 22:00:00 - 07/01/2018 23:00:00","BZN|DK1","Without Sequence","29.69","",""
"07/01/2018 23:00:00 - 08/01/2018 00:00:00","BZN|DK1","Without Sequence","27.01","",""
"08/01/2018 00:00:00 - 08/01/2018 01:00:00","BZN|DK1","Without Sequence","18.91","",""
"08/01/2018 01:00:00 - 08/01/2018 02:00:00","BZN|DK1","Without Sequence","15.15","",""
"08/01/2018 02:00:00 - 08/01/2018 03:00:00","BZN|DK1","Without Sequence","23.92","",""
"08/01/2018 03:00:00 - 08/01/2018 04:00:00","BZN|DK1","Without Sequence","25.48","",""
"08/01/2018 04:00:00 - 08/01/2018 05:00:00","BZN|DK1","Without Sequence","23.09","",""
"08/01/2018 05:00:00 - 08/01/2018 06:00:00","BZN|DK1","Without Sequence","17.10","",""
"08/01/2018 06:00:00 - 08/01/2018 07:00:00","BZN|DK1","Without Sequence","30.03","",""
"08/01/2018 07:00:00 - 08/01/2018 08:00:00","BZN|DK1","Without Sequence","42.93","",""
"08/01/2018 08:00:00 - 08/01/2018 09:00:00","BZN|DK1","Without Sequence","44.95","",""
"08/01/2018 09:00:00 - 08/01/2018 10:00:00","BZN|DK1","Without Sequence","42.57","",""
"08/01/2018 10:00:00 - 08/01/2018 11:00:00","BZN|DK1","Without Sequence","41.98","",""
"08/01/2018 11:00:00 - 08/01/2018 12:00:00","BZN|DK1","Without Sequence","41.54","",""
"08/01/2018 12:00:00 - 08/01/2018 13:00:00","BZN|DK1","Without Sequence","42.90","",""
"08/01/2018 13:00:00 - 08/01/2018 14:00:00","BZN|DK1","Without Sequence","42.90","",""
"08/01/2018 14:00:00 - 08/01/2018 15:00:00","BZN|DK1","Without Sequence","40.91","",""
"08/01/2018 15:00:00 - 08/01/2018 16:00:00","BZN|DK1","Without Sequence","40.97","",""
"08/01/2018 16:00:00 - 08/01/2018 17:00:00","BZN|DK1","Without Sequence","39.69","",""
"08/01/2018 17:00:00 - 08/01/2018 18:00:00","BZN|DK1","Without Sequence","40.26","",""
"08/01/2018 18:00:00 - 08/01/2018 19:00:00","BZN|DK1","Without Sequence","37.99","",""
"08/01/2018 19:00:00 - 08/01/2018 20:00:00","BZN|DK1","Without Sequence","31.92","",""
"08/01/2018 20:00:00 - 08/01/2018 21:00:00","BZN|DK1","Without Sequence","28.02","",""
"08/01/2018 21:00:00 - 08/01/2018 22:00:00","BZN|DK1","Without Sequence","24.78","",""
"08/01/2018 22:00:00 - 08/01/2018 23:00:00","BZN|DK1","Without Sequence","28.49","",""
"08/01/2018 23:00:00 - 09/01/2018 00:00:00","BZN|DK1","Without Sequence","28.09","",""
"09/01/2018 00:00:00 - 09/01/2018 01:00:00","BZN|DK1","Without Sequence","27.17","",""
"09/01/2018 01:00:00 - 09/01/2018 02:00:00","BZN|DK1","Without Sequence","22.10","",""
"09/01/2018 02:00:00 - 09/01/2018 03:00:00","BZN|DK1","Without Sequence","9.79","",""
"09/01/2018 03:00:00 - 09/01/2018 04:00:00","BZN|DK1","Without Sequence","4.99","",""
"09/01/2018 04:00:00 - 09/01/2018 05:00:00","BZN|DK1","Without Sequence","9.24","",""
"09/01/2018 05:00:00 - 09/01/2018 06:00:00","BZN|DK1","Without Sequence","14.66","",""
"09/01/2018 06:00:00 - 09/01/2018 07:00:00","BZN|DK1","Without Sequence","28.17","",""
"09/01/2018 07:00:00 - 09/01/2018 08:00:00","BZN|DK1","Without Sequence","32.36","",""
"09/01/2018 08:00:00 - 09/01/2018 09:00:00","BZN|DK1","Without Sequence","32.53","",""
"09/01/2018 09:00:00 - 09/01/2018 10:00:00","BZN|DK1","Without Sequence","32.26","",""
"09/01/2018 10:00:00 - 09/01/2018 11:00:00","BZN|DK1","Without Sequence","32.13","",""
"09/01/2018 11:00:00 - 09/01/2018 12:00:00","BZN|DK1","Without Sequence","32.32","",""
"09/01/2018 12:00:00 - 09/01/2018 13:00:00","BZN|DK1","Without Sequence","32.04","",""
"09/01/2018 13:00:00 - 09/01/2018 14:00:00","BZN|DK1","Without Sequence","31.80","",""
"09/01/2018 14:00:00 - 09/01/2018 15:00:00","BZN|DK1","Without Sequence","31.47","",""
"09/01/2018 15:00:00 - 09/01/2018 16:00:00","BZN|DK1","Without Sequence","31.40","",""
"09/01/2018 16:00:00 - 09/01/2018 17:00:00","BZN|DK1","Without Sequence","32.25","",""
"09/01/2018 17:00:00 - 09/01/2018 18:00:00","BZN|DK1","Without Sequence","32.87","",""
"09/01/2018 18:00:00 - 09/01/2018 19:00:00","BZN|DK1","Without Sequence","32.44","",""
"09/01/2018 19:00:00 - 09/01/2018 20:00:00","BZN|DK1","Without Sequence","31.50","",""
"09/01/2018 20:00:00 - 09/01/2018 21:00:00","BZN|DK1","Without Sequence","30.59","",""
"09/01/2018 21:00:00 - 09/01/2018 22:00:00","BZN|DK1","Without Sequence","30.15","",""
"09/01/2018 22:00:00 - 09/01/2018 23:00:00","BZN|DK1","Without Sequence","29.23","",""
"09/01/2018 23:00:00 - 10/01/2018 00:00:00","BZN|DK1","Without Sequence","28.56","",""
"10/01/2018 00:00:00 - 10/01/2018 01:00:00","BZN|DK1","Without Sequence","28.87","",""
"10/01/2018 01:00:00 - 10/01/2018 02:00:00","BZN|DK1","Without Sequence","28.30","",""
"10/01/2018 02:00:00 - 10/01/2018 03:00:00","BZN|DK1","Without Sequence","27.95","",""
"10/01/2018 03:00:00 - 10/01/2018 04:00:00","BZN|DK1","Without Sequence","26.91","",""
"10/01/2018 04:00:00 - 10/01/2018 05:00:00","BZN|DK1","Without Sequence","26.63","",""
"10/01/2018 05:00:00 - 10/01/2018 06:00:00","BZN|DK1","Without Sequence","30.91","",""
"10/01/2018 06:00:00 - 10/01/2018 07:00:00","BZN|DK1","Without Sequence","34.87","",""
"10/01/2018 07:00:00 - 10/01/2018 08:00:00","BZN|DK1","Without Sequence","44.01","",""
"10/01/2018 08:00:00 - 10/01/2018 09:00:00","BZN|DK1","Without Sequence","47.98","",""
"10/01/2018 09:00:00 - 10/01/2018 10:00:00","BZN|DK1","Without Sequence","47.98","",""
"10/01/2018 10:00:00 - 10/01/2018 11:00:00","BZN|DK1","Without Sequence","48.04","",""
"10/01/2018 11:00:00 - 10/01/2018 12:00:00","BZN|DK1","Without Sequence","47.78","",""
"10/01/2018 12:00:00 - 10/01/2018 13:00:00","BZN|DK1","Without Sequence","47.09","",""
"10/01/2018 13:00:00 - 10/01/2018 14:00:00","BZN|DK1","Without Sequence","44.15","",""
"10/01/2018 14:00:00 - 10/01/2018 15:00:00","BZN|DK1","Without Sequence","45.97","",""
"10/01/2018 15:00:00 - 10/01/2018 16:00:00","BZN|DK1","Without Sequence","46.83","",""
"10/01/2018 16:00:00 - 10/01/2018 17:00:00","BZN|DK1","Without Sequence","48.90","",""
"10/01/2018 17:00:00 - 10/01/2018 18:00:00","BZN|DK1","Without Sequence","51.90","",""
"10/01/2018 18:00:00 - 10/01/2018 19:00:00","BZN|DK1","Without Sequence","52.69","",""
"10/01/2018 19:00:00 - 10/01/2018 20:00:00","BZN|DK1","Without Sequence","49.10","",""
"10/01/2018 20:00:00 - 10/01/2018 21:00:00","BZN|DK1","Without Sequence","40.00","",""
"10/01/2018 21:00:00 - 10/01/2018 22:00:00","BZN|DK1","Without Sequence","35.81","",""
"10/01/2018 22:00:00 - 10/01/2018 23:00:00","BZN|DK1","Without Sequence","33.24","",""
"10/01/2018 23:00:00 - 11/01/2018 00:00:00","BZN|DK1","Without Sequence","33.86","",""
"11/01/2018 00:00:00 - 11/01/2018 01:00:00","BZN|DK1","Without Sequence","31.01","",""
"11/01/2018 01:00:00 - 11/01/2018 02:00:00","BZN|DK1","Without Sequence","30.03","",""
"11/01/2018 02:00:00 - 11/01/2018 03:00:00","BZN|DK1","Without Sequence","29.86","",""
"11/01/2018 03:00:00 - 11/01/2018 04:00:00","BZN|DK1","Without Sequence","29.97","",""
"11/01/2018 04:00:00 - 11/01/2018 05:00:00","BZN|DK1","Without Sequence","30.95","",""
"11/01/2018 05:00:00 - 11/01/2018 06:00:00","BZN|DK1","Without Sequence","33.24","",""
"11/01/2018 06:00:00 - 11/01/2018 07:00:00","BZN|DK1","Without Sequence","41.50","",""
"11/01/2018 07:00:00 - 11/01/2018 08:00:00","BZN|DK1","Without Sequence","51.37","",""
"11/01/2018 08:00:00 - 11/01/2018 09:00:00","BZN|DK1","Without Sequence","55.65","",""
"11/01/2018 09:00:00 - 11/01/2018 10:00:00","BZN|DK1","Without Sequence","55.11","",""
"11/01/2018 10:00:00 - 11/01/2018 11:00:00","BZN|DK1","Without Sequence","55.13","",""
"11/01/2018 11:00:00 - 11/01/2018 12:00:00","BZN|DK1","Without Sequence","54.57","",""
"11/01/2018 12:00:00 - 11/01/2018 13:00:00","BZN|DK1","Without Sequence","52.86","",""
"11/01/2018 13:00:00 - 11/01/2018 14:00:00","BZN|DK1","Without Sequence","46.87","",""
"11/01/2018 14:00:00 - 11/01/2018 15:00:00","BZN|DK1","Without Sequence","49.91","",""
"11/01/2018 15:00:00 - 11/01/2018 16:00:00","BZN|DK1","Without Sequence","52.28","",""
"11/01/2018 16:00:00 - 11/01/2018 17:00:00","BZN|DK1","Without Sequence","54.81","",""
"11/01/2018 17:00:00 - 11/01/2018 18:00:00","BZN|DK1","Without Sequence","56.38","",""
"11/01/2018 18:00:00 - 11/01/2018 19:00:00","BZN|DK1","Without Sequence","56.10","",""
"11/01/2018 19:00:00 - 11/01/2018 20:00:00","BZN|DK1","Without Sequence","40.35","",""
"11/01/2018 20:00:00 - 11/01/2018 21:00:00","BZN|DK1","Without Sequence","39.96","",""
"11/01/2018 21:00:00 - 11/01/2018 22:00:00","BZN|DK1","Without Sequence","34.01","",""
"11/01/2018 22:00:00 - 11/01/2018 23:00:00","BZN|DK1","Without Sequence","40.10","",""
"11/01/2018 23:00:00 - 12/01/2018 00:00:00","BZN|DK1","Without Sequence","30.06","",""
"12/01/2018 00:00:00 - 12/01/2018 01:00:00","BZN|DK1","Without Sequence","30.00","",""
"12/01/2018 01:00:00 - 12/01/2018 02:00:00","BZN|DK1","Without Sequence","29.42","",""
"12/01/2018 02:00:00 - 12/01/2018 03:00:00","BZN|DK1","Without Sequence","29.20","",""
"12/01/2018 03:00:00 - 12/01/2018 04:00:00","BZN|DK1","Without Sequence","29.18","",""
"12/01/2018 04:00:00 - 12/01/2018 05:00:00","BZN|DK1","Without Sequence","29.60","",""
"12/01/2018 05:00:00 - 12/01/2018 06:00:00","BZN|DK1","Without Sequence","31.22","",""
"12/01/2018 06:00:00 - 12/01/2018 07:00:00","BZN|DK1","Without Sequence","33.22","",""
