"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"19/07/2015 12:00:00 - 19/07/2015 13:00:00","BZN|DK1","Without Sequence","10.14","",""
"19/07/2015 13:00:00 - 19/07/2015 14:00:00","BZN|DK1","Without Sequence","9.95","",""
"19/07/2015 14:00:00 - 19/07/2015 15:00:00","BZN|DK1","Without Sequence","10.06","",""
"19/07/2015 15:00:00 - 19/07/2015 16:00:00","BZN|DK1","Without Sequence","10.13","",""
"19/07/2015 16:00:00 - 19/07/2015 17:00:00","BZN|DK1","Without Sequence","10.41","",""
"19/07/2015 17:00:00 - 19/07/2015 18:00:00","BZN|DK1","Without Sequence","10.80","",""
"19/07/2015 18:00:00 - 19/07/2015 19:00:00","BZN|DK1","Without Sequence","11.35","",""
"19/07/2015 19:00:00 - 19/07/2015 20:00:00","BZN|DK1","Without Sequence","11.18","",""
"19/07/2015 20:00:00 - 19/07/2015 21:00:00","BZN|DK1","Without Sequence","10.90","",""
"19/07/2015 21:00:00 - 19/07/2015 22:00:00","BZN|DK1","Without Sequence","10.42","",""
"19/07/2015 22:00:00 - 19/07/2015 23:00:00","BZN|DK1","Without Sequence","10.15","",""
"19/07/2015 23:00:00 - 20/07/2015 00:00:00","BZN|DK1","Without Sequence","9.43","",""
"20/07/2015 00:00:00 - 20/07/2015 01:00:00","BZN|DK1","Without Sequence","9.00","",""
"20/07/2015 01:00:00 - 20/07/2015 02:00:00","BZN|DK1","Without Sequence","8.48","",""
"20/07/2015 02:00:00 - 20/07/2015 03:00:00","BZN|DK1","Without Sequence","8.05","",""
"20/07/2015 03:00:00 - 20/07/2015 04:00:00","BZN|DK1","Without Sequence","7.56","",""
"20/07/2015 04:00:00 - 20/07/2015 05:00:00","BZN|DK1","Without Sequence","7.29","",""
"20/07/2015 05:00:00 - 20/07/2015 06:00:00","BZN|DK1","Without Sequence","7.63","",""
"20/07/2015 06:00:00 - 20/07/2015 07:00:00","BZN|DK1","Without Sequence","8.01","",""
"20/07/2015 07:00:00 - 20/07/2015 08:00:00","BZN|DK1","Without Sequence","8.87","",""
"20/07/2015 08:00:00 - 20/07/2015 09:00:00","BZN|DK1","Without Sequence","10.06","",""
"20/07/2015 09:00:00 - 20/07/2015 10:00:00","BZN|DK1","Without Sequence","10.07","",""
"20/07/2015 10:00:00 - 20/07/2015 11:00:00","BZN|DK1","Without Sequence","10.18","",""
"20/07/2015 11:00:00 - 20/07/2015 12:00:00","BZN|DK1","Without Sequence","10.08","",""
"20/07/2015 12:00:00 - 20/07/2015 13:00:00","BZN|DK1","Without Sequence","9.78","",""
"20/07/2015 13:00:00 - 20/07/2015 14:00:00","BZN|DK1","Without Sequence","9.68","",""
"20/07/2015 14:00:00 - 20/07/2015 15:00:00","BZN|DK1","Without Sequence","9.51","",""
"20/07/2015 15:00:00 - 20/07/2015 16:00:00","BZN|DK1","Without Sequence","9.38","",""
"20/07/2015 16:00:00 - 20/07/2015 17:00:00","BZN|DK1","Without Sequence","9.34","",""
"20/07/2015 17:00:00 - 20/07/2015 18:00:00","BZN|DK1","Without Sequence","10.20","",""
"20/07/2015 18:00:00 - 20/07/2015 19:00:00","BZN|DK1","Without Sequence","19.98","",""
"20/07/2015 19:00:00 - 20/07/2015 20:00:00","BZN|DK1","Without Sequence","30.02","",""
"20/07/2015 20:00:00 - 20/07/2015 21:00:00","BZN|DK1","Without Sequence","29.97","",""
"20/07/2015 21:00:00 - 20/07/2015 22:00:00","BZN|DK1","Without Sequence","19.94","",""
"20/07/2015 22:00:00 - 20/07/2015 23:00:00","BZN|DK1","Without Sequence","19.95","",""
"20/07/2015 23:00:00 - 21/07/2015 00:00:00","BZN|DK1","Without Sequence","10.36","",""
"21/07/2015 00:00:00 - 21/07/2015 01:00:00","BZN|DK1","Without Sequence","9.50","",""
"21/07/2015 01:00:00 - 21/07/2015 02:00:00","BZN|DK1","Without Sequence","8.74","",""
"21/07/2015 02:00:00 - 21/07/2015 03:00:00","BZN|DK1","Without Sequence","8.01","",""
"21/07/2015 03:00:00 - 21/07/2015 04:00:00","BZN|DK1","Without Sequence","7.34","",""
"21/07/2015 04:00:00 - 21/07/2015 05:00:00","BZN|DK1","Without Sequence","6.37","",""
"21/07/2015 05:00:00 - 21/07/2015 06:00:00","BZN|DK1","Without Sequence","7.01","",""
"21/07/2015 06:00:00 - 21/07/2015 07:00:00","BZN|DK1","Without Sequence","8.42","",""
"21/07/2015 07:00:00 - 21/07/2015 08:00:00","BZN|DK1","Without Sequence","8.64","",""
"21/07/2015 08:00:00 - 21/07/2015 09:00:00","BZN|DK1","Without Sequence","9.21","",""
"21/07/2015 09:00:00 - 21/07/2015 10:00:00","BZN|DK1","Without Sequence","9.61","",""
"21/07/2015 10:00:00 - 21/07/2015 11:00:00","BZN|DK1","Without Sequence","9.64","",""
"21/07/2015 11:00:00 - 21/07/2015 12:00:00","BZN|DK1","Without Sequence","9.47","",""
"21/07/2015 12:00:00 - 21/07/2015 13:00:00","BZN|DK1","Without Sequence","9.10","",""
"21/07/2015 13:00:00 - 21/07/2015 14:00:00","BZN|DK1","Without Sequence","8.88","",""
"21/07/2015 14:00:00 - 21/07/2015 15:00:00","BZN|DK1","Without Sequence","8.70","",""
"21/07/2015 15:00:00 - 21/07/2015 16:00:00","BZN|DK1","Without Sequence","8.45","",""
"21/07/2015 16:00:00 - 21/07/2015 17:00:00","BZN|DK1","Without Sequence","8.46","",""
"21/07/2015 17:00:00 - 21/07/2015 18:00:00","BZN|DK1","Without Sequence","8.76","",""
"21/07/2015 18:00:00 - 21/07/2015 19:00:00","BZN|DK1","Without Sequence","9.05","",""
"21/07/2015 19:00:00 - 21/07/2015 20:00:00","BZN|DK1","Without Sequence","9.10","",""
"21/07/2015 20:00:00 - 21/07/2015 21:00:00","BZN|DK1","Without Sequence","9.29","",""
"21/07/2015 21:00:00 - 21/07/2015 22:00:00","BZN|DK1","Without Sequence","9.18","",""
"21/07/2015 22:00:00 - 21/07/2015 23:00:00","BZN|DK1","Without Sequence","9.39","",""
"21/07/2015 23:00:00 - 22/07/2015 00:00:00","BZN|DK1","Without Sequence","9.11","",""
"22/07/2015 00:00:00 - 22/07/2015 01:00:00","BZN|DK1","Without Sequence","8.83","",""
"22/07/2015 01:00:00 - 22/07/2015 02:00:00","BZN|DK1","Without Sequence","8.30","",""
"22/07/2015 02:00:00 - 22/07/2015 03:00:00","BZN|DK1","Without Sequence","7.88","",""
"22/07/2015 03:00:00 - 22/07/2015 04:00:00","BZN|DK1","Without Sequence","7.58","",""
"22/07/2015 04:00:00 - 22/07/2015 05:00:00","BZN|DK1","Without Sequence","7.18","",""
"22/07/2015 05:00:00 - 22/07/2015 06:00:00","BZN|DK1","Without Sequence","7.87","",""
"22/07/2015 06:00:00 - 22/07/2015 07:00:00","BZN|DK1","Without Sequence","9.30","",""
"22/07/2015 07:00:00 - 22/07/2015 08:00:00","BZN|DK1","Without Sequence","9.94","",""
"22/07/2015 08:00:00 - 22/07/2015 09:00:00","BZN|DK1","Without Sequence","10.44","",""
"22/07/2015 09:00:00 - 22/07/2015 10:00:00","BZN|DK1","Without Sequence","10.65","",""
"22/07/2015 10:00:00 - 22/07/2015 11:00:00","BZN|DK1","Without Sequence","10.95","",""
"22/07/2015 11:00:00 - 22/07/2015 12:00:00","BZN|DK1","Without Sequence","10.66","",""
"22/07/2015 12:00:00 - 22/07/2015 13:00:00","BZN|DK1","Without Sequence","10.50","",""
"22/07/2015 13:00:00 - 22/07/2015 14:00:00","BZN|DK1","Without Sequence","10.39","",""
"22/07/2015 14:00:00 - 22/07/2015 15:00:00","BZN|DK1","Without Sequence","10.28","",""
"22/07/2015 15:00:00 - 22/07/2015 16:00:00","BZN|DK1","Without Sequence","10.20","",""
"22/07/2015 16:00:00 - 22/07/2015 17:00:00","BZN|DK1","Without Sequence","10.24","",""
"22/07/2015 17:00:00 - 22/07/2015 18:00:00","BZN|DK1","Without Sequence","11.47","",""
"22/07/2015 18:00:00 - 22/07/2015 19:00:00","BZN|DK1","Without Sequence","14.95","",""
"22/07/2015 19:00:00 - 22/07/2015 20:00:00","BZN|DK1","Without Sequence","29.86","",""
"22/07/2015 20:00:00 - 22/07/2015 21:00:00","BZN|DK1","Without Sequence","29.40","",""
"22/07/2015 21:00:00 - 22/07/2015 22:00:00","BZN|DK1","Without Sequence","19.99","",""
"22/07/2015 22:00:00 - 22/07/2015 23:00:00","BZN|DK1","Without Sequence","23.43","",""
"22/07/2015 23:00:00 - 23/07/2015 00:00:00","BZN|DK1","Without Sequence","9.99","",""
"23/07/2015 00:00:00 - 23/07/2015 01:00:00","BZN|DK1","Without Sequence","-6.79","",""
"23/07/2015 01:00:00 - 23/07/2015 02:00:00","BZN|DK1","Without Sequence","0.06","",""
"23/07/2015 02:00:00 - 23/07/2015 03:00:00","BZN|DK1","Without Sequence","7.80","",""
"23/07/2015 03:00:00 - 23/07/2015 04:00:00","BZN|DK1","Without Sequence","7.19","",""
"23/07/2015 04:00:00 - 23/07/2015 05:00:00","BZN|DK1","Without Sequence","7.04","",""
"23/07/2015 05:00:00 - 23/07/2015 06:00:00","BZN|DK1","Without Sequence","7.86","",""
"23/07/2015 06:00:00 - 23/07/2015 07:00:00","BZN|DK1","Without Sequence","9.06","",""
"23/07/2015 07:00:00 - 23/07/2015 08:00:00","BZN|DK1","Without Sequence","9.34","",""
"23/07/2015 08:00:00 - 23/07/2015 09:00:00","BZN|DK1","Without Sequence","9.82","",""
"23/07/2015 09:00:00 - 23/07/2015 10:00:00","BZN|DK1","Without Sequence","10.02","",""
"23/07/2015 10:00:00 - 23/07/2015 11:00:00","BZN|DK1","Without Sequence","10.24","",""
"23/07/2015 11:00:00 - 23/07/2015 12:00:00","BZN|DK1","Without Sequence","10.14","",""
"23/07/2015 12:00:00 - 23/07/2015 13:00:00","BZN|DK1","Without Sequence","10.00","",""
"23/07/2015 13:00:00 - 23/07/2015 14:00:00","BZN|DK1","Without Sequence","9.82","",""
"23/07/2015 14:00:00 - 23/07/2015 15:00:00","BZN|DK1","Without Sequence","9.60","",""
"23/07/2015 15:00:00 - 23/07/2015 16:00:00","BZN|DK1","Without Sequence","9.44","",""
"23/07/2015 16:00:00 - 23/07/2015 17:00:00","BZN|DK1","Without Sequence","9.46","",""
"23/07/2015 17:00:00 - 23/07/2015 18:00:00","BZN|DK1","Without Sequence","9.60","",""
"23/07/2015 18:00:00 - 23/07/2015 19:00:00","BZN|DK1","Without Sequence","9.77","",""
"23/07/2015 19:00:00 - 23/07/2015 20:00:00","BZN|DK1","Without Sequence","9.81","",""
"23/07/2015 20:00:00 - 23/07/2015 21:00:00","BZN|DK1","Without Sequence","9.72","",""
"23/07/2015 21:00:00 - 23/07/2015 22:00:00","BZN|DK1","Without Sequence","9.83","",""
"23/07/2015 22:00:00 - 23/07/2015 23:00:00","BZN|DK1","Without Sequence","9.84","",""
"23/07/2015 23:00:00 - 24/07/2015 00:00:00","BZN|DK1","Without Sequence","9.44","",""
"24/07/2015 00:00:00 - 24/07/2015 01:00:00","BZN|DK1","Without Sequence","9.16","",""
"24/07/2015 01:00:00 - 24/07/2015 02:00:00","BZN|DK1","Without Sequence","8.70","",""
"24/07/2015 02:00:00 - 24/07/2015 03:00:00","BZN|DK1","Without Sequence","8.28","",""
"24/07/2015 03:00:00 - 24/07/2015 04:00:00","BZN|DK1","Without Sequence","8.08","",""
"24/07/2015 04:00:00 - 24/07/2015 05:00:00","BZN|DK1","Without Sequence","8.00","",""
"24/07/2015 05:00:00 - 24/07/2015 06:00:00","BZN|DK1","Without Sequence","8.25","",""
"24/07/2015 06:00:00 - 24/07/2015 07:00:00","BZN|DK1","Without Sequence","9.24","",""
"24/07/2015 07:00:00 - 24/07/2015 08:00:00","BZN|DK1","Without Sequence","23.57","",""
"24/07/2015 08:00:00 - 24/07/2015 09:00:00","BZN|DK1","Without Sequence","36.21","",""
"24/07/2015 09:00:00 - 24/07/2015 10:00:00","BZN|DK1","Without Sequence","39.67","",""
"24/07/2015 10:00:00 - 24/07/2015 11:00:00","BZN|DK1","Without Sequence","35.15","",""
"24/07/2015 11:00:00 - 24/07/2015 12:00:00","BZN|DK1","Without Sequence","29.85","",""
"24/07/2015 12:00:00 - 24/07/2015 13:00:00","BZN|DK1","Without Sequence","29.58","",""
"24/07/2015 13:00:00 - 24/07/2015 14:00:00","BZN|DK1","Without Sequence","23.47","",""
"24/07/2015 14:00:00 - 24/07/2015 15:00:00","BZN|DK1","Without Sequence","14.93","",""
"24/07/2015 15:00:00 - 24/07/2015 16:00:00","BZN|DK1","Without Sequence","11.42","",""
"24/07/2015 16:00:00 - 24/07/2015 17:00:00","BZN|DK1","Without Sequence","14.92","",""
"24/07/2015 17:00:00 - 24/07/2015 18:00:00","BZN|DK1","Without Sequence","49.60","",""
"24/07/2015 18:00:00 - 24/07/2015 19:00:00","BZN|DK1","Without Sequence","35.12","",""
"24/07/2015 19:00:00 - 24/07/2015 20:00:00","BZN|DK1","Without Sequence","29.83","",""
"24/07/2015 20:00:00 - 24/07/2015 21:00:00","BZN|DK1","Without Sequence","29.42","",""
"24/07/2015 21:00:00 - 24/07/2015 22:00:00","BZN|DK1","Without Sequence","9.59","",""
"24/07/2015 22:00:00 - 24/07/2015 23:00:00","BZN|DK1","Without Sequence","9.52","",""
"24/07/2015 23:00:00 - 25/07/2015 00:00:00","BZN|DK1","Without Sequence","9.22","",""
"25/07/2015 00:00:00 - 25/07/2015 01:00:00","BZN|DK1","Without Sequence","7.93","",""
"25/07/2015 01:00:00 - 25/07/2015 02:00:00","BZN|DK1","Without Sequence","7.29","",""
"25/07/2015 02:00:00 - 25/07/2015 03:00:00","BZN|DK1","Without Sequence","6.34","",""
"25/07/2015 03:00:00 - 25/07/2015 04:00:00","BZN|DK1","Without Sequence","5.63","",""
"25/07/2015 04:00:00 - 25/07/2015 05:00:00","BZN|DK1","Without Sequence","4.86","",""
"25/07/2015 05:00:00 - 25/07/2015 06:00:00","BZN|DK1","Without Sequence","4.24","",""
"25/07/2015 06:00:00 - 25/07/2015 07:00:00","BZN|DK1","Without Sequence","4.07","",""
"25/07/2015 07:00:00 - 25/07/2015 08:00:00","BZN|DK1","Without Sequence","4.83","",""
"25/07/2015 08:00:00 - 25/07/2015 09:00:00","BZN|DK1","Without Sequence","6.03","",""
"25/07/2015 09:00:00 - 25/07/2015 10:00:00","BZN|DK1","Without Sequence","6.88","",""
"25/07/2015 10:00:00 - 25/07/2015 11:00:00","BZN|DK1","Without Sequence","7.44","",""
"25/07/2015 11:00:00 - 25/07/2015 12:00:00","BZN|DK1","Without Sequence","7.32","",""
"25/07/2015 12:00:00 - 25/07/2015 13:00:00","BZN|DK1","Without Sequence","7.06","",""
"25/07/2015 13:00:00 - 25/07/2015 14:00:00","BZN|DK1","Without Sequence","6.65","",""
"25/07/2015 14:00:00 - 25/07/2015 15:00:00","BZN|DK1","Without Sequence","6.10","",""
"25/07/2015 15:00:00 - 25/07/2015 16:00:00","BZN|DK1","Without Sequence","5.57","",""
"25/07/2015 16:00:00 - 25/07/2015 17:00:00","BZN|DK1","Without Sequence","7.00","",""
"25/07/2015 17:00:00 - 25/07/2015 18:00:00","BZN|DK1","Without Sequence","7.59","",""
"25/07/2015 18:00:00 - 25/07/2015 19:00:00","BZN|DK1","Without Sequence","7.74","",""
"25/07/2015 19:00:00 - 25/07/2015 20:00:00","BZN|DK1","Without Sequence","7.67","",""
"25/07/2015 20:00:00 - 25/07/2015 21:00:00","BZN|DK1","Without Sequence","7.51","",""
"25/07/2015 21:00:00 - 25/07/2015 22:00:00","BZN|DK1","Without Sequence","7.15","",""
"25/07/2015 22:00:00 - 25/07/2015 23:00:00","BZN|DK1","Without Sequence","6.74","",""
"25/07/2015 23:00:00 - 26/07/2015 00:00:00","BZN|DK1","Without Sequence","5.89","",""
"26/07/2015 00:00:00 - 26/07/2015 01:00:00","BZN|DK1","Without Sequence","-0.09","",""
"26/07/2015 01:00:00 - 26/07/2015 02:00:00","BZN|DK1","Without Sequence","-5.31","",""
"26/07/2015 02:00:00 - 26/07/2015 03:00:00","BZN|DK1","Without Sequence","0.05","",""
"26/07/2015 03:00:00 - 26/07/2015 04:00:00","BZN|DK1","Without Sequence","0.01","",""
"26/07/2015 04:00:00 - 26/07/2015 05:00:00","BZN|DK1","Without Sequence","0.03","",""
"26/07/2015 05:00:00 - 26/07/2015 06:00:00","BZN|DK1","Without Sequence","0.03","",""
"26/07/2015 06:00:00 - 26/07/2015 07:00:00","BZN|DK1","Without Sequence","1.15","",""
"26/07/2015 07:00:00 - 26/07/2015 08:00:00","BZN|DK1","Without Sequence","1.66","",""
"26/07/2015 08:00:00 - 26/07/2015 09:00:00","BZN|DK1","Without Sequence","2.12","",""
"26/07/2015 09:00:00 - 26/07/2015 10:00:00","BZN|DK1","Without Sequence","2.18","",""
"26/07/2015 10:00:00 - 26/07/2015 11:00:00","BZN|DK1","Without Sequence","2.28","",""
"26/07/2015 11:00:00 - 26/07/2015 12:00:00","BZN|DK1","Without Sequence","2.52","",""
"26/07/2015 12:00:00 - 26/07/2015 13:00:00","BZN|DK1","Without Sequence","2.07","",""
"26/07/2015 13:00:00 - 26/07/2015 14:00:00","BZN|DK1","Without Sequence","0.10","",""
"26/07/2015 14:00:00 - 26/07/2015 15:00:00","BZN|DK1","Without Sequence","0.10","",""
"26/07/2015 15:00:00 - 26/07/2015 16:00:00","BZN|DK1","Without Sequence","4.37","",""
"26/07/2015 16:00:00 - 26/07/2015 17:00:00","BZN|DK1","Without Sequence","3.47","",""
"26/07/2015 17:00:00 - 26/07/2015 18:00:00","BZN|DK1","Without Sequence","4.31","",""
"26/07/2015 18:00:00 - 26/07/2015 19:00:00","BZN|DK1","Without Sequence","6.03","",""
"26/07/2015 19:00:00 - 26/07/2015 20:00:00","BZN|DK1","Without Sequence","7.19","",""
"26/07/2015 20:00:00 - 26/07/2015 21:00:00","BZN|DK1","Without Sequence","7.66","",""
"26/07/2015 21:00:00 - 26/07/2015 22:00:00","BZN|DK1","Without Sequence","7.93","",""
"26/07/2015 22:00:00 - 26/07/2015 23:00:00","BZN|DK1","Without Sequence","8.08","",""
"26/07/2015 23:00:00 - 27/07/2015 00:00:00","BZN|DK1","Without Sequence","7.63","",""
"27/07/2015 00:00:00 - 27/07/2015 01:00:00","BZN|DK1","Without Sequence","7.64","",""
"27/07/2015 01:00:00 - 27/07/2015 02:00:00","BZN|DK1","Without Sequence","7.07","",""
"27/07/2015 02:00:00 - 27/07/2015 03:00:00","BZN|DK1","Without Sequence","6.74","",""
"27/07/2015 03:00:00 - 27/07/2015 04:00:00","BZN|DK1","Without Sequence","6.66","",""
"27/07/2015 04:00:00 - 27/07/2015 05:00:00","BZN|DK1","Without Sequence","6.81","",""
"27/07/2015 05:00:00 - 27/07/2015 06:00:00","BZN|DK1","Without Sequence","7.72","",""
"27/07/2015 06:00:00 - 27/07/2015 07:00:00","BZN|DK1","Without Sequence","8.83","",""
"27/07/2015 07:00:00 - 27/07/2015 08:00:00","BZN|DK1","Without Sequence","11.42","",""
"27/07/2015 08:00:00 - 27/07/2015 09:00:00","BZN|DK1","Without Sequence","26.32","",""
"27/07/2015 09:00:00 - 27/07/2015 10:00:00","BZN|DK1","Without Sequence","23.58","",""
"27/07/2015 10:00:00 - 27/07/2015 11:00:00","BZN|DK1","Without Sequence","11.50","",""
"27/07/2015 11:00:00 - 27/07/2015 12:00:00","BZN|DK1","Without Sequence","10.85","",""
"27/07/2015 12:00:00 - 27/07/2015 13:00:00","BZN|DK1","Without Sequence","10.63","",""
"27/07/2015 13:00:00 - 27/07/2015 14:00:00","BZN|DK1","Without Sequence","10.42","",""
"27/07/2015 14:00:00 - 27/07/2015 15:00:00","BZN|DK1","Without Sequence","10.29","",""
"27/07/2015 15:00:00 - 27/07/2015 16:00:00","BZN|DK1","Without Sequence","10.00","",""
"27/07/2015 16:00:00 - 27/07/2015 17:00:00","BZN|DK1","Without Sequence","9.92","",""
"27/07/2015 17:00:00 - 27/07/2015 18:00:00","BZN|DK1","Without Sequence","9.96","",""
"27/07/2015 18:00:00 - 27/07/2015 19:00:00","BZN|DK1","Without Sequence","9.97","",""
"27/07/2015 19:00:00 - 27/07/2015 20:00:00","BZN|DK1","Without Sequence","9.79","",""
"27/07/2015 20:00:00 - 27/07/2015 21:00:00","BZN|DK1","Without Sequence","9.61","",""
"27/07/2015 21:00:00 - 27/07/2015 22:00:00","BZN|DK1","Without Sequence","9.55","",""
"27/07/2015 22:00:00 - 27/07/2015 23:00:00","BZN|DK1","Without Sequence","9.26","",""
"27/07/2015 23:00:00 - 28/07/2015 00:00:00","BZN|DK1","Without Sequence","8.60","",""
"28/07/2015 00:00:00 - 28/07/2015 01:00:00","BZN|DK1","Without Sequence","8.29","",""
"28/07/2015 01:00:00 - 28/07/2015 02:00:00","BZN|DK1","Without Sequence","7.62","",""
"28/07/2015 02:00:00 - 28/07/2015 03:00:00","BZN|DK1","Without Sequence","7.37","",""
"28/07/2015 03:00:00 - 28/07/2015 04:00:00","BZN|DK1","Without Sequence","7.25","",""
"28/07/2015 04:00:00 - 28/07/2015 05:00:00","BZN|DK1","Without Sequence","7.14","",""
"28/07/2015 05:00:00 - 28/07/2015 06:00:00","BZN|DK1","Without Sequence","7.39","",""
"28/07/2015 06:00:00 - 28/07/2015 07:00:00","BZN|DK1","Without Sequence","8.53","",""
"28/07/2015 07:00:00 - 28/07/2015 08:00:00","BZN|DK1","Without Sequence","9.57","",""
"28/07/2015 08:00:00 - 28/07/2015 09:00:00","BZN|DK1","Without Sequence","14.94","",""
"28/07/2015 09:00:00 - 28/07/2015 10:00:00","BZN|DK1","Without Sequence","23.77","",""
"28/07/2015 10:00:00 - 28/07/2015 11:00:00","BZN|DK1","Without Sequence","23.68","",""
"28/07/2015 11:00:00 - 28/07/2015 12:00:00","BZN|DK1","Without Sequence","11.43","",""
"28/07/2015 12:00:00 - 28/07/2015 13:00:00","BZN|DK1","Without Sequence","10.97","",""
"28/07/2015 13:00:00 - 28/07/2015 14:00:00","BZN|DK1","Without Sequence","10.15","",""
"28/07/2015 14:00:00 - 28/07/2015 15:00:00","BZN|DK1","Without Sequence","9.94","",""
"28/07/2015 15:00:00 - 28/07/2015 16:00:00","BZN|DK1","Without Sequence","9.76","",""
"28/07/2015 16:00:00 - 28/07/2015 17:00:00","BZN|DK1","Without Sequence","9.65","",""
"28/07/2015 17:00:00 - 28/07/2015 18:00:00","BZN|DK1","Without Sequence","9.72","",""
"28/07/2015 18:00:00 - 28/07/2015 19:00:00","BZN|DK1","Without Sequence","9.66","",""
"28/07/2015 19:00:00 - 28/07/2015 20:00:00","BZN|DK1","Without Sequence","9.57","",""
"28/07/2015 20:00:00 - 28/07/2015 21:00:00","BZN|DK1","Without Sequence","9.29","",""
"28/07/2015 21:00:00 - 28/07/2015 22:00:00","BZN|DK1","Without Sequence","9.17","",""
"28/07/2015 22:00:00 - 28/07/2015 23:00:00","BZN|DK1","Without Sequence","9.19","",""
"28/07/2015 23:00:00 - 29/07/2015 00:00:00","BZN|DK1","Without Sequence","8.49","",""
"29/07/2015 00:00:00 - 29/07/2015 01:00:00","BZN|DK1","Without Sequence","7.53","",""
"29/07/2015 01:00:00 - 29/07/2015 02:00:00","BZN|DK1","Without Sequence","6.19","",""
"29/07/2015 02:00:00 - 29/07/2015 03:00:00","BZN|DK1","Without Sequence","5.09","",""
"29/07/2015 03:00:00 - 29/07/2015 04:00:00","BZN|DK1","Without Sequence","4.90","",""
"29/07/2015 04:00:00 - 29/07/2015 05:00:00","BZN|DK1","Without Sequence","4.86","",""
"29/07/2015 05:00:00 - 29/07/2015 06:00:00","BZN|DK1","Without Sequence","5.01","",""
"29/07/2015 06:00:00 - 29/07/2015 07:00:00","BZN|DK1","Without Sequence","7.34","",""
"29/07/2015 07:00:00 - 29/07/2015 08:00:00","BZN|DK1","Without Sequence","7.75","",""
"29/07/2015 08:00:00 - 29/07/2015 09:00:00","BZN|DK1","Without Sequence","8.80","",""
"29/07/2015 09:00:00 - 29/07/2015 10:00:00","BZN|DK1","Without Sequence","9.31","",""
"29/07/2015 10:00:00 - 29/07/2015 11:00:00","BZN|DK1","Without Sequence","9.53","",""
"29/07/2015 11:00:00 - 29/07/2015 12:00:00","BZN|DK1","Without Sequence","9.45","",""
"29/07/2015 12:00:00 - 29/07/2015 13:00:00","BZN|DK1","Without Sequence","9.10","",""
"29/07/2015 13:00:00 - 29/07/2015 14:00:00","BZN|DK1","Without Sequence","8.87","",""
"29/07/2015 14:00:00 - 29/07/2015 15:00:00","BZN|DK1","Without Sequence","8.50","",""
"29/07/2015 15:00:00 - 29/07/2015 16:00:00","BZN|DK1","Without Sequence","8.07","",""
"29/07/2015 16:00:00 - 29/07/2015 17:00:00","BZN|DK1","Without Sequence","7.92","",""
"29/07/2015 17:00:00 - 29/07/2015 18:00:00","BZN|DK1","Without Sequence","7.96","",""
"29/07/2015 18:00:00 - 29/07/2015 19:00:00","BZN|DK1","Without Sequence","8.22","",""
"29/07/2015 19:00:00 - 29/07/2015 20:00:00","BZN|DK1","Without Sequence","8.23","",""
"29/07/2015 20:00:00 - 29/07/2015 21:00:00","BZN|DK1","Without Sequence","7.99","",""
"29/07/2015 21:00:00 - 29/07/2015 22:00:00","BZN|DK1","Without Sequence","7.96","",""
"29/07/2015 22:00:00 - 29/07/2015 23:00:00","BZN|DK1","Without Sequence","7.92","",""
"29/07/2015 23:00:00 - 30/07/2015 00:00:00","BZN|DK1","Without Sequence","6.92","",""
"30/07/2015 00:00:00 - 30/07/2015 01:00:00","BZN|DK1","Without Sequence","7.03","",""
"30/07/2015 01:00:00 - 30/07/2015 02:00:00","BZN|DK1","Without Sequence","5.56","",""
"30/07/2015 02:00:00 - 30/07/2015 03:00:00","BZN|DK1","Without Sequence","4.89","",""
"30/07/2015 03:00:00 - 30/07/2015 04:00:00","BZN|DK1","Without Sequence","4.81","",""
"30/07/2015 04:00:00 - 30/07/2015 05:00:00","BZN|DK1","Without Sequence","4.78","",""
"30/07/2015 05:00:00 - 30/07/2015 06:00:00","BZN|DK1","Without Sequence","4.92","",""
"30/07/2015 06:00:00 - 30/07/2015 07:00:00","BZN|DK1","Without Sequence","6.02","",""
"30/07/2015 07:00:00 - 30/07/2015 08:00:00","BZN|DK1","Without Sequence","9.48","",""
"30/07/2015 08:00:00 - 30/07/2015 09:00:00","BZN|DK1","Without Sequence","9.69","",""
"30/07/2015 09:00:00 - 30/07/2015 10:00:00","BZN|DK1","Without Sequence","11.49","",""
"30/07/2015 10:00:00 - 30/07/2015 11:00:00","BZN|DK1","Without Sequence","13.48","",""
"30/07/2015 11:00:00 - 30/07/2015 12:00:00","BZN|DK1","Without Sequence","9.77","",""
"30/07/2015 12:00:00 - 30/07/2015 13:00:00","BZN|DK1","Without Sequence","9.44","",""
"30/07/2015 13:00:00 - 30/07/2015 14:00:00","BZN|DK1","Without Sequence","9.03","",""
"30/07/2015 14:00:00 - 30/07/2015 15:00:00","BZN|DK1","Without Sequence","8.69","",""
"30/07/2015 15:00:00 - 30/07/2015 16:00:00","BZN|DK1","Without Sequence","7.80","",""
"30/07/2015 16:00:00 - 30/07/2015 17:00:00","BZN|DK1","Without Sequence","7.40","",""
"30/07/2015 17:00:00 - 30/07/2015 18:00:00","BZN|DK1","Without Sequence","7.30","",""
"30/07/2015 18:00:00 - 30/07/2015 19:00:00","BZN|DK1","Without Sequence","7.33","",""
"30/07/2015 19:00:00 - 30/07/2015 20:00:00","BZN|DK1","Without Sequence","7.18","",""
"30/07/2015 20:00:00 - 30/07/2015 21:00:00","BZN|DK1","Without Sequence","7.01","",""
