"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"03/02/2015 00:00:00 - 03/02/2015 01:00:00","BZN|DK1","Without Sequence","28.75","",""
"03/02/2015 01:00:00 - 03/02/2015 02:00:00","BZN|DK1","Without Sequence","28.23","",""
"03/02/2015 02:00:00 - 03/02/2015 03:00:00","BZN|DK1","Without Sequence","28.05","",""
"03/02/2015 03:00:00 - 03/02/2015 04:00:00","BZN|DK1","Without Sequence","28.08","",""
"03/02/2015 04:00:00 - 03/02/2015 05:00:00","BZN|DK1","Without Sequence","28.21","",""
"03/02/2015 05:00:00 - 03/02/2015 06:00:00","BZN|DK1","Without Sequence","29.42","",""
"03/02/2015 06:00:00 - 03/02/2015 07:00:00","BZN|DK1","Without Sequence","31.87","",""
"03/02/2015 07:00:00 - 03/02/2015 08:00:00","BZN|DK1","Without Sequence","45.95","",""
"03/02/2015 08:00:00 - 03/02/2015 09:00:00","BZN|DK1","Without Sequence","51.13","",""
"03/02/2015 09:00:00 - 03/02/2015 10:00:00","BZN|DK1","Without Sequence","51.18","",""
"03/02/2015 10:00:00 - 03/02/2015 11:00:00","BZN|DK1","Without Sequence","49.91","",""
"03/02/2015 11:00:00 - 03/02/2015 12:00:00","BZN|DK1","Without Sequence","37.91","",""
"03/02/2015 12:00:00 - 03/02/2015 13:00:00","BZN|DK1","Without Sequence","34.64","",""
"03/02/2015 13:00:00 - 03/02/2015 14:00:00","BZN|DK1","Without Sequence","35.65","",""
"03/02/2015 14:00:00 - 03/02/2015 15:00:00","BZN|DK1","Without Sequence","35.00","",""
"03/02/2015 15:00:00 - 03/02/2015 16:00:00","BZN|DK1","Without Sequence","37.17","",""
"03/02/2015 16:00:00 - 03/02/2015 17:00:00","BZN|DK1","Without Sequence","49.09","",""
"03/02/2015 17:00:00 - 03/02/2015 18:00:00","BZN|DK1","Without Sequence","58.63","",""
"03/02/2015 18:00:00 - 03/02/2015 19:00:00","BZN|DK1","Without Sequence","59.84","",""
"03/02/2015 19:00:00 - 03/02/2015 20:00:00","BZN|DK1","Without Sequence","40.77","",""
"03/02/2015 20:00:00 - 03/02/2015 21:00:00","BZN|DK1","Without Sequence","33.07","",""
"03/02/2015 21:00:00 - 03/02/2015 22:00:00","BZN|DK1","Without Sequence","31.23","",""
"03/02/2015 22:00:00 - 03/02/2015 23:00:00","BZN|DK1","Without Sequence","30.30","",""
"03/02/2015 23:00:00 - 04/02/2015 00:00:00","BZN|DK1","Without Sequence","29.46","",""
"04/02/2015 00:00:00 - 04/02/2015 01:00:00","BZN|DK1","Without Sequence","29.76","",""
"04/02/2015 01:00:00 - 04/02/2015 02:00:00","BZN|DK1","Without Sequence","29.30","",""
"04/02/2015 02:00:00 - 04/02/2015 03:00:00","BZN|DK1","Without Sequence","29.12","",""
"04/02/2015 03:00:00 - 04/02/2015 04:00:00","BZN|DK1","Without Sequence","29.18","",""
"04/02/2015 04:00:00 - 04/02/2015 05:00:00","BZN|DK1","Without Sequence","29.76","",""
"04/02/2015 05:00:00 - 04/02/2015 06:00:00","BZN|DK1","Without Sequence","31.08","",""
"04/02/2015 06:00:00 - 04/02/2015 07:00:00","BZN|DK1","Without Sequence","35.82","",""
"04/02/2015 07:00:00 - 04/02/2015 08:00:00","BZN|DK1","Without Sequence","49.70","",""
"04/02/2015 08:00:00 - 04/02/2015 09:00:00","BZN|DK1","Without Sequence","61.76","",""
"04/02/2015 09:00:00 - 04/02/2015 10:00:00","BZN|DK1","Without Sequence","61.09","",""
"04/02/2015 10:00:00 - 04/02/2015 11:00:00","BZN|DK1","Without Sequence","59.63","",""
"04/02/2015 11:00:00 - 04/02/2015 12:00:00","BZN|DK1","Without Sequence","54.96","",""
"04/02/2015 12:00:00 - 04/02/2015 13:00:00","BZN|DK1","Without Sequence","52.71","",""
"04/02/2015 13:00:00 - 04/02/2015 14:00:00","BZN|DK1","Without Sequence","52.25","",""
"04/02/2015 14:00:00 - 04/02/2015 15:00:00","BZN|DK1","Without Sequence","46.22","",""
"04/02/2015 15:00:00 - 04/02/2015 16:00:00","BZN|DK1","Without Sequence","48.36","",""
"04/02/2015 16:00:00 - 04/02/2015 17:00:00","BZN|DK1","Without Sequence","48.72","",""
"04/02/2015 17:00:00 - 04/02/2015 18:00:00","BZN|DK1","Without Sequence","59.37","",""
"04/02/2015 18:00:00 - 04/02/2015 19:00:00","BZN|DK1","Without Sequence","61.63","",""
"04/02/2015 19:00:00 - 04/02/2015 20:00:00","BZN|DK1","Without Sequence","44.27","",""
"04/02/2015 20:00:00 - 04/02/2015 21:00:00","BZN|DK1","Without Sequence","36.88","",""
"04/02/2015 21:00:00 - 04/02/2015 22:00:00","BZN|DK1","Without Sequence","34.39","",""
"04/02/2015 22:00:00 - 04/02/2015 23:00:00","BZN|DK1","Without Sequence","31.82","",""
"04/02/2015 23:00:00 - 05/02/2015 00:00:00","BZN|DK1","Without Sequence","30.47","",""
"05/02/2015 00:00:00 - 05/02/2015 01:00:00","BZN|DK1","Without Sequence","30.29","",""
"05/02/2015 01:00:00 - 05/02/2015 02:00:00","BZN|DK1","Without Sequence","29.82","",""
"05/02/2015 02:00:00 - 05/02/2015 03:00:00","BZN|DK1","Without Sequence","29.60","",""
"05/02/2015 03:00:00 - 05/02/2015 04:00:00","BZN|DK1","Without Sequence","29.54","",""
"05/02/2015 04:00:00 - 05/02/2015 05:00:00","BZN|DK1","Without Sequence","29.80","",""
"05/02/2015 05:00:00 - 05/02/2015 06:00:00","BZN|DK1","Without Sequence","30.77","",""
"05/02/2015 06:00:00 - 05/02/2015 07:00:00","BZN|DK1","Without Sequence","35.78","",""
"05/02/2015 07:00:00 - 05/02/2015 08:00:00","BZN|DK1","Without Sequence","49.97","",""
"05/02/2015 08:00:00 - 05/02/2015 09:00:00","BZN|DK1","Without Sequence","60.57","",""
"05/02/2015 09:00:00 - 05/02/2015 10:00:00","BZN|DK1","Without Sequence","57.89","",""
"05/02/2015 10:00:00 - 05/02/2015 11:00:00","BZN|DK1","Without Sequence","50.78","",""
"05/02/2015 11:00:00 - 05/02/2015 12:00:00","BZN|DK1","Without Sequence","48.76","",""
"05/02/2015 12:00:00 - 05/02/2015 13:00:00","BZN|DK1","Without Sequence","48.18","",""
"05/02/2015 13:00:00 - 05/02/2015 14:00:00","BZN|DK1","Without Sequence","46.30","",""
"05/02/2015 14:00:00 - 05/02/2015 15:00:00","BZN|DK1","Without Sequence","36.02","",""
"05/02/2015 15:00:00 - 05/02/2015 16:00:00","BZN|DK1","Without Sequence","35.64","",""
"05/02/2015 16:00:00 - 05/02/2015 17:00:00","BZN|DK1","Without Sequence","39.71","",""
"05/02/2015 17:00:00 - 05/02/2015 18:00:00","BZN|DK1","Without Sequence","50.32","",""
"05/02/2015 18:00:00 - 05/02/2015 19:00:00","BZN|DK1","Without Sequence","46.45","",""
"05/02/2015 19:00:00 - 05/02/2015 20:00:00","BZN|DK1","Without Sequence","34.97","",""
"05/02/2015 20:00:00 - 05/02/2015 21:00:00","BZN|DK1","Without Sequence","31.09","",""
"05/02/2015 21:00:00 - 05/02/2015 22:00:00","BZN|DK1","Without Sequence","30.55","",""
"05/02/2015 22:00:00 - 05/02/2015 23:00:00","BZN|DK1","Without Sequence","29.72","",""
"05/02/2015 23:00:00 - 06/02/2015 00:00:00","BZN|DK1","Without Sequence","29.01","",""
"06/02/2015 00:00:00 - 06/02/2015 01:00:00","BZN|DK1","Without Sequence","28.73","",""
"06/02/2015 01:00:00 - 06/02/2015 02:00:00","BZN|DK1","Without Sequence","28.14","",""
"06/02/2015 02:00:00 - 06/02/2015 03:00:00","BZN|DK1","Without Sequence","27.75","",""
"06/02/2015 03:00:00 - 06/02/2015 04:00:00","BZN|DK1","Without Sequence","27.73","",""
"06/02/2015 04:00:00 - 06/02/2015 05:00:00","BZN|DK1","Without Sequence","28.23","",""
"06/02/2015 05:00:00 - 06/02/2015 06:00:00","BZN|DK1","Without Sequence","29.02","",""
"06/02/2015 06:00:00 - 06/02/2015 07:00:00","BZN|DK1","Without Sequence","29.82","",""
"06/02/2015 07:00:00 - 06/02/2015 08:00:00","BZN|DK1","Without Sequence","35.56","",""
"06/02/2015 08:00:00 - 06/02/2015 09:00:00","BZN|DK1","Without Sequence","40.67","",""
"06/02/2015 09:00:00 - 06/02/2015 10:00:00","BZN|DK1","Without Sequence","45.51","",""
"06/02/2015 10:00:00 - 06/02/2015 11:00:00","BZN|DK1","Without Sequence","38.60","",""
"06/02/2015 11:00:00 - 06/02/2015 12:00:00","BZN|DK1","Without Sequence","34.39","",""
"06/02/2015 12:00:00 - 06/02/2015 13:00:00","BZN|DK1","Without Sequence","31.28","",""
"06/02/2015 13:00:00 - 06/02/2015 14:00:00","BZN|DK1","Without Sequence","30.77","",""
"06/02/2015 14:00:00 - 06/02/2015 15:00:00","BZN|DK1","Without Sequence","30.44","",""
"06/02/2015 15:00:00 - 06/02/2015 16:00:00","BZN|DK1","Without Sequence","30.36","",""
"06/02/2015 16:00:00 - 06/02/2015 17:00:00","BZN|DK1","Without Sequence","30.64","",""
"06/02/2015 17:00:00 - 06/02/2015 18:00:00","BZN|DK1","Without Sequence","44.08","",""
"06/02/2015 18:00:00 - 06/02/2015 19:00:00","BZN|DK1","Without Sequence","41.87","",""
"06/02/2015 19:00:00 - 06/02/2015 20:00:00","BZN|DK1","Without Sequence","29.94","",""
"06/02/2015 20:00:00 - 06/02/2015 21:00:00","BZN|DK1","Without Sequence","29.42","",""
"06/02/2015 21:00:00 - 06/02/2015 22:00:00","BZN|DK1","Without Sequence","29.13","",""
"06/02/2015 22:00:00 - 06/02/2015 23:00:00","BZN|DK1","Without Sequence","28.70","",""
"06/02/2015 23:00:00 - 07/02/2015 00:00:00","BZN|DK1","Without Sequence","28.31","",""
"07/02/2015 00:00:00 - 07/02/2015 01:00:00","BZN|DK1","Without Sequence","27.78","",""
"07/02/2015 01:00:00 - 07/02/2015 02:00:00","BZN|DK1","Without Sequence","27.33","",""
"07/02/2015 02:00:00 - 07/02/2015 03:00:00","BZN|DK1","Without Sequence","26.65","",""
"07/02/2015 03:00:00 - 07/02/2015 04:00:00","BZN|DK1","Without Sequence","26.28","",""
"07/02/2015 04:00:00 - 07/02/2015 05:00:00","BZN|DK1","Without Sequence","26.08","",""
"07/02/2015 05:00:00 - 07/02/2015 06:00:00","BZN|DK1","Without Sequence","25.91","",""
"07/02/2015 06:00:00 - 07/02/2015 07:00:00","BZN|DK1","Without Sequence","25.53","",""
"07/02/2015 07:00:00 - 07/02/2015 08:00:00","BZN|DK1","Without Sequence","26.86","",""
"07/02/2015 08:00:00 - 07/02/2015 09:00:00","BZN|DK1","Without Sequence","27.06","",""
"07/02/2015 09:00:00 - 07/02/2015 10:00:00","BZN|DK1","Without Sequence","27.45","",""
"07/02/2015 10:00:00 - 07/02/2015 11:00:00","BZN|DK1","Without Sequence","27.60","",""
"07/02/2015 11:00:00 - 07/02/2015 12:00:00","BZN|DK1","Without Sequence","27.27","",""
"07/02/2015 12:00:00 - 07/02/2015 13:00:00","BZN|DK1","Without Sequence","26.68","",""
"07/02/2015 13:00:00 - 07/02/2015 14:00:00","BZN|DK1","Without Sequence","20.27","",""
"07/02/2015 14:00:00 - 07/02/2015 15:00:00","BZN|DK1","Without Sequence","19.18","",""
"07/02/2015 15:00:00 - 07/02/2015 16:00:00","BZN|DK1","Without Sequence","19.96","",""
"07/02/2015 16:00:00 - 07/02/2015 17:00:00","BZN|DK1","Without Sequence","21.57","",""
"07/02/2015 17:00:00 - 07/02/2015 18:00:00","BZN|DK1","Without Sequence","27.74","",""
"07/02/2015 18:00:00 - 07/02/2015 19:00:00","BZN|DK1","Without Sequence","27.81","",""
"07/02/2015 19:00:00 - 07/02/2015 20:00:00","BZN|DK1","Without Sequence","26.31","",""
"07/02/2015 20:00:00 - 07/02/2015 21:00:00","BZN|DK1","Without Sequence","21.71","",""
"07/02/2015 21:00:00 - 07/02/2015 22:00:00","BZN|DK1","Without Sequence","15.01","",""
"07/02/2015 22:00:00 - 07/02/2015 23:00:00","BZN|DK1","Without Sequence","14.25","",""
"07/02/2015 23:00:00 - 08/02/2015 00:00:00","BZN|DK1","Without Sequence","9.56","",""
"08/02/2015 00:00:00 - 08/02/2015 01:00:00","BZN|DK1","Without Sequence","-5.00","",""
"08/02/2015 01:00:00 - 08/02/2015 02:00:00","BZN|DK1","Without Sequence","-1.12","",""
"08/02/2015 02:00:00 - 08/02/2015 03:00:00","BZN|DK1","Without Sequence","-4.78","",""
"08/02/2015 03:00:00 - 08/02/2015 04:00:00","BZN|DK1","Without Sequence","-2.40","",""
"08/02/2015 04:00:00 - 08/02/2015 05:00:00","BZN|DK1","Without Sequence","-7.32","",""
"08/02/2015 05:00:00 - 08/02/2015 06:00:00","BZN|DK1","Without Sequence","-0.90","",""
"08/02/2015 06:00:00 - 08/02/2015 07:00:00","BZN|DK1","Without Sequence","-6.80","",""
"08/02/2015 07:00:00 - 08/02/2015 08:00:00","BZN|DK1","Without Sequence","0.08","",""
"08/02/2015 08:00:00 - 08/02/2015 09:00:00","BZN|DK1","Without Sequence","13.15","",""
"08/02/2015 09:00:00 - 08/02/2015 10:00:00","BZN|DK1","Without Sequence","18.96","",""
"08/02/2015 10:00:00 - 08/02/2015 11:00:00","BZN|DK1","Without Sequence","16.43","",""
"08/02/2015 11:00:00 - 08/02/2015 12:00:00","BZN|DK1","Without Sequence","18.65","",""
"08/02/2015 12:00:00 - 08/02/2015 13:00:00","BZN|DK1","Without Sequence","19.93","",""
"08/02/2015 13:00:00 - 08/02/2015 14:00:00","BZN|DK1","Without Sequence","24.83","",""
"08/02/2015 14:00:00 - 08/02/2015 15:00:00","BZN|DK1","Without Sequence","26.51","",""
"08/02/2015 15:00:00 - 08/02/2015 16:00:00","BZN|DK1","Without Sequence","26.79","",""
"08/02/2015 16:00:00 - 08/02/2015 17:00:00","BZN|DK1","Without Sequence","26.66","",""
"08/02/2015 17:00:00 - 08/02/2015 18:00:00","BZN|DK1","Without Sequence","29.94","",""
"08/02/2015 18:00:00 - 08/02/2015 19:00:00","BZN|DK1","Without Sequence","28.70","",""
"08/02/2015 19:00:00 - 08/02/2015 20:00:00","BZN|DK1","Without Sequence","28.43","",""
"08/02/2015 20:00:00 - 08/02/2015 21:00:00","BZN|DK1","Without Sequence","28.12","",""
"08/02/2015 21:00:00 - 08/02/2015 22:00:00","BZN|DK1","Without Sequence","26.93","",""
"08/02/2015 22:00:00 - 08/02/2015 23:00:00","BZN|DK1","Without Sequence","26.35","",""
"08/02/2015 23:00:00 - 09/02/2015 00:00:00","BZN|DK1","Without Sequence","16.84","",""
"09/02/2015 00:00:00 - 09/02/2015 01:00:00","BZN|DK1","Without Sequence","16.42","",""
"09/02/2015 01:00:00 - 09/02/2015 02:00:00","BZN|DK1","Without Sequence","14.95","",""
"09/02/2015 02:00:00 - 09/02/2015 03:00:00","BZN|DK1","Without Sequence","11.50","",""
"09/02/2015 03:00:00 - 09/02/2015 04:00:00","BZN|DK1","Without Sequence","13.86","",""
"09/02/2015 04:00:00 - 09/02/2015 05:00:00","BZN|DK1","Without Sequence","9.81","",""
"09/02/2015 05:00:00 - 09/02/2015 06:00:00","BZN|DK1","Without Sequence","9.88","",""
"09/02/2015 06:00:00 - 09/02/2015 07:00:00","BZN|DK1","Without Sequence","22.28","",""
"09/02/2015 07:00:00 - 09/02/2015 08:00:00","BZN|DK1","Without Sequence","29.17","",""
"09/02/2015 08:00:00 - 09/02/2015 09:00:00","BZN|DK1","Without Sequence","28.82","",""
"09/02/2015 09:00:00 - 09/02/2015 10:00:00","BZN|DK1","Without Sequence","28.68","",""
"09/02/2015 10:00:00 - 09/02/2015 11:00:00","BZN|DK1","Without Sequence","28.60","",""
"09/02/2015 11:00:00 - 09/02/2015 12:00:00","BZN|DK1","Without Sequence","28.53","",""
"09/02/2015 12:00:00 - 09/02/2015 13:00:00","BZN|DK1","Without Sequence","28.61","",""
"09/02/2015 13:00:00 - 09/02/2015 14:00:00","BZN|DK1","Without Sequence","28.58","",""
"09/02/2015 14:00:00 - 09/02/2015 15:00:00","BZN|DK1","Without Sequence","28.56","",""
"09/02/2015 15:00:00 - 09/02/2015 16:00:00","BZN|DK1","Without Sequence","28.44","",""
"09/02/2015 16:00:00 - 09/02/2015 17:00:00","BZN|DK1","Without Sequence","28.51","",""
"09/02/2015 17:00:00 - 09/02/2015 18:00:00","BZN|DK1","Without Sequence","28.83","",""
"09/02/2015 18:00:00 - 09/02/2015 19:00:00","BZN|DK1","Without Sequence","28.79","",""
"09/02/2015 19:00:00 - 09/02/2015 20:00:00","BZN|DK1","Without Sequence","28.72","",""
"09/02/2015 20:00:00 - 09/02/2015 21:00:00","BZN|DK1","Without Sequence","28.47","",""
"09/02/2015 21:00:00 - 09/02/2015 22:00:00","BZN|DK1","Without Sequence","28.33","",""
"09/02/2015 22:00:00 - 09/02/2015 23:00:00","BZN|DK1","Without Sequence","27.85","",""
"09/02/2015 23:00:00 - 10/02/2015 00:00:00","BZN|DK1","Without Sequence","27.12","",""
"10/02/2015 00:00:00 - 10/02/2015 01:00:00","BZN|DK1","Without Sequence","25.36","",""
"10/02/2015 01:00:00 - 10/02/2015 02:00:00","BZN|DK1","Without Sequence","25.32","",""
"10/02/2015 02:00:00 - 10/02/2015 03:00:00","BZN|DK1","Without Sequence","25.19","",""
"10/02/2015 03:00:00 - 10/02/2015 04:00:00","BZN|DK1","Without Sequence","25.57","",""
"10/02/2015 04:00:00 - 10/02/2015 05:00:00","BZN|DK1","Without Sequence","26.02","",""
"10/02/2015 05:00:00 - 10/02/2015 06:00:00","BZN|DK1","Without Sequence","27.03","",""
"10/02/2015 06:00:00 - 10/02/2015 07:00:00","BZN|DK1","Without Sequence","28.23","",""
"10/02/2015 07:00:00 - 10/02/2015 08:00:00","BZN|DK1","Without Sequence","28.76","",""
"10/02/2015 08:00:00 - 10/02/2015 09:00:00","BZN|DK1","Without Sequence","28.97","",""
"10/02/2015 09:00:00 - 10/02/2015 10:00:00","BZN|DK1","Without Sequence","28.94","",""
"10/02/2015 10:00:00 - 10/02/2015 11:00:00","BZN|DK1","Without Sequence","28.89","",""
"10/02/2015 11:00:00 - 10/02/2015 12:00:00","BZN|DK1","Without Sequence","28.85","",""
"10/02/2015 12:00:00 - 10/02/2015 13:00:00","BZN|DK1","Without Sequence","28.81","",""
"10/02/2015 13:00:00 - 10/02/2015 14:00:00","BZN|DK1","Without Sequence","28.79","",""
"10/02/2015 14:00:00 - 10/02/2015 15:00:00","BZN|DK1","Without Sequence","28.77","",""
"10/02/2015 15:00:00 - 10/02/2015 16:00:00","BZN|DK1","Without Sequence","28.67","",""
"10/02/2015 16:00:00 - 10/02/2015 17:00:00","BZN|DK1","Without Sequence","28.81","",""
"10/02/2015 17:00:00 - 10/02/2015 18:00:00","BZN|DK1","Without Sequence","29.78","",""
"10/02/2015 18:00:00 - 10/02/2015 19:00:00","BZN|DK1","Without Sequence","29.50","",""
"10/02/2015 19:00:00 - 10/02/2015 20:00:00","BZN|DK1","Without Sequence","29.03","",""
"10/02/2015 20:00:00 - 10/02/2015 21:00:00","BZN|DK1","Without Sequence","28.62","",""
"10/02/2015 21:00:00 - 10/02/2015 22:00:00","BZN|DK1","Without Sequence","28.46","",""
"10/02/2015 22:00:00 - 10/02/2015 23:00:00","BZN|DK1","Without Sequence","28.09","",""
"10/02/2015 23:00:00 - 11/02/2015 00:00:00","BZN|DK1","Without Sequence","27.34","",""
"11/02/2015 00:00:00 - 11/02/2015 01:00:00","BZN|DK1","Without Sequence","26.71","",""
"11/02/2015 01:00:00 - 11/02/2015 02:00:00","BZN|DK1","Without Sequence","26.23","",""
"11/02/2015 02:00:00 - 11/02/2015 03:00:00","BZN|DK1","Without Sequence","26.04","",""
"11/02/2015 03:00:00 - 11/02/2015 04:00:00","BZN|DK1","Without Sequence","26.13","",""
"11/02/2015 04:00:00 - 11/02/2015 05:00:00","BZN|DK1","Without Sequence","26.57","",""
"11/02/2015 05:00:00 - 11/02/2015 06:00:00","BZN|DK1","Without Sequence","27.70","",""
"11/02/2015 06:00:00 - 11/02/2015 07:00:00","BZN|DK1","Without Sequence","30.95","",""
"11/02/2015 07:00:00 - 11/02/2015 08:00:00","BZN|DK1","Without Sequence","55.49","",""
"11/02/2015 08:00:00 - 11/02/2015 09:00:00","BZN|DK1","Without Sequence","49.21","",""
"11/02/2015 09:00:00 - 11/02/2015 10:00:00","BZN|DK1","Without Sequence","51.08","",""
"11/02/2015 10:00:00 - 11/02/2015 11:00:00","BZN|DK1","Without Sequence","50.75","",""
"11/02/2015 11:00:00 - 11/02/2015 12:00:00","BZN|DK1","Without Sequence","50.79","",""
"11/02/2015 12:00:00 - 11/02/2015 13:00:00","BZN|DK1","Without Sequence","46.32","",""
"11/02/2015 13:00:00 - 11/02/2015 14:00:00","BZN|DK1","Without Sequence","46.31","",""
"11/02/2015 14:00:00 - 11/02/2015 15:00:00","BZN|DK1","Without Sequence","46.25","",""
"11/02/2015 15:00:00 - 11/02/2015 16:00:00","BZN|DK1","Without Sequence","46.27","",""
"11/02/2015 16:00:00 - 11/02/2015 17:00:00","BZN|DK1","Without Sequence","46.25","",""
"11/02/2015 17:00:00 - 11/02/2015 18:00:00","BZN|DK1","Without Sequence","53.98","",""
"11/02/2015 18:00:00 - 11/02/2015 19:00:00","BZN|DK1","Without Sequence","52.43","",""
"11/02/2015 19:00:00 - 11/02/2015 20:00:00","BZN|DK1","Without Sequence","46.27","",""
"11/02/2015 20:00:00 - 11/02/2015 21:00:00","BZN|DK1","Without Sequence","43.99","",""
"11/02/2015 21:00:00 - 11/02/2015 22:00:00","BZN|DK1","Without Sequence","31.15","",""
"11/02/2015 22:00:00 - 11/02/2015 23:00:00","BZN|DK1","Without Sequence","28.22","",""
"11/02/2015 23:00:00 - 12/02/2015 00:00:00","BZN|DK1","Without Sequence","27.60","",""
"12/02/2015 00:00:00 - 12/02/2015 01:00:00","BZN|DK1","Without Sequence","26.81","",""
"12/02/2015 01:00:00 - 12/02/2015 02:00:00","BZN|DK1","Without Sequence","26.51","",""
"12/02/2015 02:00:00 - 12/02/2015 03:00:00","BZN|DK1","Without Sequence","26.26","",""
"12/02/2015 03:00:00 - 12/02/2015 04:00:00","BZN|DK1","Without Sequence","26.31","",""
"12/02/2015 04:00:00 - 12/02/2015 05:00:00","BZN|DK1","Without Sequence","26.75","",""
"12/02/2015 05:00:00 - 12/02/2015 06:00:00","BZN|DK1","Without Sequence","27.31","",""
"12/02/2015 06:00:00 - 12/02/2015 07:00:00","BZN|DK1","Without Sequence","37.12","",""
"12/02/2015 07:00:00 - 12/02/2015 08:00:00","BZN|DK1","Without Sequence","43.93","",""
"12/02/2015 08:00:00 - 12/02/2015 09:00:00","BZN|DK1","Without Sequence","55.57","",""
"12/02/2015 09:00:00 - 12/02/2015 10:00:00","BZN|DK1","Without Sequence","54.90","",""
"12/02/2015 10:00:00 - 12/02/2015 11:00:00","BZN|DK1","Without Sequence","52.52","",""
"12/02/2015 11:00:00 - 12/02/2015 12:00:00","BZN|DK1","Without Sequence","48.76","",""
"12/02/2015 12:00:00 - 12/02/2015 13:00:00","BZN|DK1","Without Sequence","44.63","",""
"12/02/2015 13:00:00 - 12/02/2015 14:00:00","BZN|DK1","Without Sequence","43.90","",""
"12/02/2015 14:00:00 - 12/02/2015 15:00:00","BZN|DK1","Without Sequence","43.92","",""
"12/02/2015 15:00:00 - 12/02/2015 16:00:00","BZN|DK1","Without Sequence","44.38","",""
"12/02/2015 16:00:00 - 12/02/2015 17:00:00","BZN|DK1","Without Sequence","48.76","",""
"12/02/2015 17:00:00 - 12/02/2015 18:00:00","BZN|DK1","Without Sequence","57.58","",""
"12/02/2015 18:00:00 - 12/02/2015 19:00:00","BZN|DK1","Without Sequence","70.27","",""
"12/02/2015 19:00:00 - 12/02/2015 20:00:00","BZN|DK1","Without Sequence","44.05","",""
"12/02/2015 20:00:00 - 12/02/2015 21:00:00","BZN|DK1","Without Sequence","44.94","",""
"12/02/2015 21:00:00 - 12/02/2015 22:00:00","BZN|DK1","Without Sequence","39.86","",""
"12/02/2015 22:00:00 - 12/02/2015 23:00:00","BZN|DK1","Without Sequence","35.68","",""
"12/02/2015 23:00:00 - 13/02/2015 00:00:00","BZN|DK1","Without Sequence","28.19","",""
"13/02/2015 00:00:00 - 13/02/2015 01:00:00","BZN|DK1","Without Sequence","27.75","",""
"13/02/2015 01:00:00 - 13/02/2015 02:00:00","BZN|DK1","Without Sequence","27.36","",""
"13/02/2015 02:00:00 - 13/02/2015 03:00:00","BZN|DK1","Without Sequence","26.96","",""
"13/02/2015 03:00:00 - 13/02/2015 04:00:00","BZN|DK1","Without Sequence","27.01","",""
"13/02/2015 04:00:00 - 13/02/2015 05:00:00","BZN|DK1","Without Sequence","27.44","",""
"13/02/2015 05:00:00 - 13/02/2015 06:00:00","BZN|DK1","Without Sequence","27.79","",""
"13/02/2015 06:00:00 - 13/02/2015 07:00:00","BZN|DK1","Without Sequence","29.05","",""
"13/02/2015 07:00:00 - 13/02/2015 08:00:00","BZN|DK1","Without Sequence","35.82","",""
"13/02/2015 08:00:00 - 13/02/2015 09:00:00","BZN|DK1","Without Sequence","57.84","",""
"13/02/2015 09:00:00 - 13/02/2015 10:00:00","BZN|DK1","Without Sequence","47.03","",""
"13/02/2015 10:00:00 - 13/02/2015 11:00:00","BZN|DK1","Without Sequence","41.90","",""
"13/02/2015 11:00:00 - 13/02/2015 12:00:00","BZN|DK1","Without Sequence","42.97","",""
"13/02/2015 12:00:00 - 13/02/2015 13:00:00","BZN|DK1","Without Sequence","38.05","",""
"13/02/2015 13:00:00 - 13/02/2015 14:00:00","BZN|DK1","Without Sequence","33.45","",""
"13/02/2015 14:00:00 - 13/02/2015 15:00:00","BZN|DK1","Without Sequence","32.06","",""
"13/02/2015 15:00:00 - 13/02/2015 16:00:00","BZN|DK1","Without Sequence","32.41","",""
"13/02/2015 16:00:00 - 13/02/2015 17:00:00","BZN|DK1","Without Sequence","29.99","",""
"13/02/2015 17:00:00 - 13/02/2015 18:00:00","BZN|DK1","Without Sequence","32.41","",""
"13/02/2015 18:00:00 - 13/02/2015 19:00:00","BZN|DK1","Without Sequence","30.06","",""
"13/02/2015 19:00:00 - 13/02/2015 20:00:00","BZN|DK1","Without Sequence","28.51","",""
"13/02/2015 20:00:00 - 13/02/2015 21:00:00","BZN|DK1","Without Sequence","28.21","",""
"13/02/2015 21:00:00 - 13/02/2015 22:00:00","BZN|DK1","Without Sequence","27.80","",""
"13/02/2015 22:00:00 - 13/02/2015 23:00:00","BZN|DK1","Without Sequence","27.59","",""
"13/02/2015 23:00:00 - 14/02/2015 00:00:00","BZN|DK1","Without Sequence","27.15","",""
"14/02/2015 00:00:00 - 14/02/2015 01:00:00","BZN|DK1","Without Sequence","27.50","",""
"14/02/2015 01:00:00 - 14/02/2015 02:00:00","BZN|DK1","Without Sequence","27.20","",""
"14/02/2015 02:00:00 - 14/02/2015 03:00:00","BZN|DK1","Without Sequence","27.09","",""
"14/02/2015 03:00:00 - 14/02/2015 04:00:00","BZN|DK1","Without Sequence","27.01","",""
"14/02/2015 04:00:00 - 14/02/2015 05:00:00","BZN|DK1","Without Sequence","27.02","",""
"14/02/2015 05:00:00 - 14/02/2015 06:00:00","BZN|DK1","Without Sequence","27.31","",""
"14/02/2015 06:00:00 - 14/02/2015 07:00:00","BZN|DK1","Without Sequence","27.17","",""
"14/02/2015 07:00:00 - 14/02/2015 08:00:00","BZN|DK1","Without Sequence","26.95","",""
